Line,Strat Time,End Time
I'm not fighting you.,"00:33:46,067 "," 00:33:47,652"
You shouldn't have come back.,"00:33:48,569 "," 00:33:50,905"
Sometimes when I'm doing my forms...,"00:33:56,411 "," 00:34:00,331"
"I close my eyes,","00:34:01,624 "," 00:34:03,626"
and it's like I can feel her.,"00:34:03,793 "," 00:34:07,797"
Do you ever feel like that?,"00:34:08,589 "," 00:34:10,883"
No.,"00:34:12,885 "," 00:34:14,721"
I knowwhat you're going there to do.,"00:34:18,641 "," 00:34:20,893"
"I don't know whathe's telling you, but Mom...","00:34:22,019 "," 00:34:23,855"
Mom's dead.,"00:34:24,021 "," 00:34:25,648"
Please don't leave me here.,"00:34:38,369 "," 00:34:40,538"
I'll be back in 3 days.,"00:34:47,587 "," 00:34:50,631"
"Xu Xialing, you're amazing!","00:35:14,197 "," 00:35:15,865"
"We love you, Xu Xialing!Whoo!","00:35:16,032 "," 00:35:17,700"
You run this place?,"00:35:34,967 "," 00:35:36,469"
I own it.,"00:35:37,094 "," 00:35:39,013"
Where'd youget all that money?,"00:35:42,183 "," 00:35:43,768"
Did you bet against me?,"00:35:44,977 "," 00:35:46,437"
No.,"00:35:47,188 "," 00:35:48,189"
"Hi, Xialing. I'm Katy.","00:35:49,690 "," 00:35:51,108"
"You're, like, such a badass.","00:35:51,275 "," 00:35:52,527"
"Everything that you do is,like, so cool.","00:35:52,610 "," 00:35:53,861"
That was really cool.,"00:35:54,028 "," 00:35:55,196"
I like your pants.,"00:35:55,822 "," 00:35:56,823"
Thank you. Thanks. Yeah.,"00:35:56,989 "," 00:35:58,825"
What do you want?,"00:36:00,535 "," 00:36:01,744"
The Ten Rings ambushed usin San Francisco.,"00:36:01,911 "," 00:36:04,163"
I saw the video.,"00:36:04,330 "," 00:36:05,498"
They took my pendant.,"00:36:05,665 "," 00:36:07,041"
They're gonna comefor yours next.,"00:36:08,209 "," 00:36:09,752"
"I don't knowwhat he wants with them,","00:36:12,547 "," 00:36:13,881"
but we both knowit can't be good.,"00:36:14,048 "," 00:36:15,508"
You know what he said to mewhen he left?,"00:36:19,804 "," 00:36:21,806"
I'll be back in 3 days.,"00:36:22,849 "," 00:36:25,268"
"And after 3 days,","00:36:26,769 "," 00:36:27,770"
I went to our mom's shrineand waited.,"00:36:27,854 "," 00:36:30,022"
"3 daysturned into a week,","00:36:32,567 "," 00:36:34,402"
"a week turned to a month,","00:36:35,069 "," 00:36:36,612"
and a monthturned to 6 years.,"00:36:36,696 "," 00:36:38,948"
That's how longit took me to realise,"00:36:44,412 "," 00:36:45,872"
I didn't need him any more.,"00:36:45,955 "," 00:36:47,665"
I built this place on my own.,"00:36:49,959 "," 00:36:52,712"
"I didn't need you then,and I don't need you now.","00:36:53,004 "," 00:36:56,841"
Then why would yousend me the postcard?,"00:36:58,634 "," 00:37:00,553"
What postcard?,"00:37:01,012 "," 00:37:02,388"
I didn't send you this.,"00:37:10,521 "," 00:37:12,064"
Is there a back exit?,"00:37:19,363 "," 00:37:20,781"
Shaun.,"00:37:21,240 "," 00:37:22,366"
"Hey. Hey!Hey, open up!","00:37:23,200 "," 00:37:25,995"
"She's gone, dude.","00:37:30,666 "," 00:37:31,876"
What do we do?,"00:37:48,643 "," 00:37:49,644"
What do we do?,"00:37:49,810 "," 00:37:51,228"
Uh...,"00:37:51,562 "," 00:37:52,563"
Come on!,"00:37:58,736 "," 00:38:00,112"
"Oh, hell no. Screw you!I'm not doing this.","00:38:05,076 "," 00:38:07,203"
"If we make it to the elevator,","00:38:07,370 "," 00:38:08,371"
we can hop inon the next floor.,"00:38:08,454 "," 00:38:09,664"
"Katy, we're out of options.We have to go now.","00:38:11,165 "," 00:38:13,000"
"1, 2, 3.","00:38:15,920 "," 00:38:18,214"
Whoa.,"00:38:20,466 "," 00:38:21,467"
Just headstraight for that elevator.,"00:38:23,970 "," 00:38:25,262"
You got this.,"00:38:26,389 "," 00:38:27,556"
I'll buy you some time.Just keep going.,"00:38:39,443 "," 00:38:41,028"
On a dark desert highway,"00:39:31,245 "," 00:39:33,456"
Cool wind in my hair,"00:39:34,206 "," 00:39:36,125"
Shaun!,"00:39:45,092 "," 00:39:46,260"
Shaun! Shaun!,"00:39:49,096 "," 00:39:51,515"
"Oh, my God! Ohhh!","00:39:54,977 "," 00:39:56,729"
I'm coming!,"00:40:01,734 "," 00:40:02,777"
Shaun!,"00:40:08,032 "," 00:40:09,283"
Hang on.,"00:40:10,451 "," 00:40:11,619"
Gotcha.,"00:40:14,371 "," 00:40:16,123"
Shaun!,"00:40:16,624 "," 00:40:17,625"
Katy!,"00:40:19,376 "," 00:40:20,669"
You left us for dead!,"00:40:45,069 "," 00:40:46,570"
Now you know how it feels.,"00:40:48,656 "," 00:40:50,616"
What doeshe want with the pendant...,"00:41:09,885 "," 00:41:11,011"
Did America make you soft?,"00:41:17,101 "," 00:41:18,727"
He has the pendant!,"00:41:33,701 "," 00:41:35,119"
I told my men,"00:42:59,203 "," 00:43:00,204"
they wouldn't be ableto kill you if they tried.,"00:43:00,287 "," 00:43:03,624"
Glad I was right.,"00:43:04,875 "," 00:43:06,335"
"I've missed you, my son.","00:43:12,007 "," 00:43:14,677"
Let's go home.,"00:43:18,889 "," 00:43:20,349"
My son is home.,"00:44:19,158 "," 00:44:20,534"
Take the girls to their room.,"00:44:25,122 "," 00:44:26,582"
"I've seen some reallyscary stuff this week,","00:44:37,259 "," 00:44:39,887"
"but your dad's on,like, a whole 'nother level.","00:44:40,054 "," 00:44:43,057"
Is he gonna kill us?,"00:44:44,767 "," 00:44:46,477"
Just nod. Don't talk.He'll forget you're there.,"00:44:47,853 "," 00:44:51,398"
That's how I survived.,"00:44:51,940 "," 00:44:53,817"
He always treat you like that?,"00:44:54,902 "," 00:44:56,820"
Only after my mom died.,"00:44:58,739 "," 00:45:00,908"
He said he couldn't look at mebecause I reminded him of her.,"00:45:02,868 "," 00:45:07,289"
I wasn't allowed to trainwith the boys.,"00:45:08,874 "," 00:45:11,085"
But I watchedeverything they did,"00:45:12,378 "," 00:45:14,129"
and taught myselfto do it better.,"00:45:14,213 "," 00:45:16,256"
When did you leave?,"00:45:18,592 "," 00:45:19,968"
I ran away when I was 16.,"00:45:20,135 "," 00:45:22,388"
As soon as I knewmy brother wasn't coming back.,"00:45:22,805 "," 00:45:25,432"
You started an undergroundfight ring in Macau,"00:45:26,350 "," 00:45:29,353"
when you were 16 years old?,"00:45:29,978 "," 00:45:31,730"
"If my dad won't let meinto his empire,","00:45:33,190 "," 00:45:36,151"
I'm gonna build my own.,"00:45:36,235 "," 00:45:37,694"
Hell yeah.,"00:45:38,987 "," 00:45:40,322"
ShangChi.,"00:46:06,682 "," 00:46:07,683"
That's enough.,"00:46:10,227 "," 00:46:12,104"
Have you beenpracticing your English?,"00:46:18,402 "," 00:46:20,863"
Yes.,"00:46:23,031 "," 00:46:24,158"
You have to strengthen yourmind along with your body.,"00:46:26,160 "," 00:46:29,830"
"If you want themto be yours one day,","00:46:36,211 "," 00:46:39,756"
you have to show me you'restrong enough to carry them.,"00:46:39,923 "," 00:46:43,844"
How did you find me?,"00:47:01,445 "," 00:47:02,946"
I always knowwhere my children are.,"00:47:03,739 "," 00:47:05,991"
"I gave you 10 yearsto live your life,","00:47:06,950 "," 00:47:08,785"
and where did it get you?,"00:47:08,869 "," 00:47:10,162"
Now it's time for youto take your place by my side.,"00:47:13,415 "," 00:47:17,252"
That's not gonna happen.,"00:47:18,253 "," 00:47:20,589"
American girl.,"00:47:24,092 "," 00:47:25,719"
Her name is Katy.,"00:47:25,886 "," 00:47:27,012"
What is your Chinese name?,"00:47:28,305 "," 00:47:29,973"
Ruiwen.,"00:47:33,977 "," 00:47:35,270"
"Names are sacred, Ruiwen.","00:47:36,313 "," 00:47:38,482"
"They connect usnot only to ourselves,","00:47:38,649 "," 00:47:40,651"
but to everyonewho came before.,"00:47:40,734 "," 00:47:42,528"
A funny story.,"00:47:43,987 "," 00:47:45,656"
"Some years ago,a terrorist from America","00:47:45,822 "," 00:47:48,283"
needed a boogeyman,"00:47:48,367 "," 00:47:49,785"
to bring your countryto its knees.,"00:47:49,952 "," 00:47:52,579"
"So, he appropriatedThe Ten Rings.","00:47:52,746 "," 00:47:55,415"
My Ten Rings.,"00:47:55,499 "," 00:47:56,500"
"But becausehe didn't know my actual name,","00:47:56,583 "," 00:47:59,086"
he invented a new one.,"00:47:59,169 "," 00:48:00,546"
Do you know the name he chose?,"00:48:01,171 "," 00:48:03,131"
The Mandarin.,"00:48:04,967 "," 00:48:06,510"
He gave his figureheadthe name of a chicken dish.,"00:48:06,677 "," 00:48:09,638"
And it worked.,"00:48:10,055 "," 00:48:11,473"
America was terrified.,"00:48:11,640 "," 00:48:13,433"
Of an orange.,"00:48:14,309 "," 00:48:15,894"
"The truth is,","00:48:17,688 "," 00:48:18,981"
I've had many namesthroughout my life.,"00:48:19,147 "," 00:48:22,025"
"The Warrior King, Master Khan,","00:48:22,734 "," 00:48:25,153"
the most dangerous manon Earth.,"00:48:25,237 "," 00:48:27,364"
"For years, I thought that wasall I was meant to be.","00:48:27,698 "," 00:48:31,743"
"But when I met their mother,","00:48:34,580 "," 00:48:37,457"
everything changed.,"00:48:38,208 "," 00:48:40,002"
She showed me a part of myselfI didn't know was there.,"00:48:54,224 "," 00:48:57,853"
It was like I was seeingthe world for the first time.,"00:49:00,606 "," 00:49:03,483"
She gave up everythingso we could be together.,"00:49:13,660 "," 00:49:17,205"
And so did I.,"00:49:20,459 "," 00:49:22,127"
You know who's in there?,"00:49:37,184 "," 00:49:38,852"
"Say, Hello, little sister!","00:49:39,019 "," 00:49:40,854"
"After all those years,","00:49:47,319 "," 00:49:48,779"
I finally found something,"00:49:48,862 "," 00:49:50,447"
worth growing old for.,"00:49:50,614 "," 00:49:52,783"
My real name is Wenwu.,"00:49:58,246 "," 00:50:00,624"
She was the only onewho called me that.,"00:50:01,458 "," 00:50:04,044"
And when she died...,"00:50:05,712 "," 00:50:07,506"
I was lost for many years.,"00:50:10,717 "," 00:50:13,053"
But I'm not lost any more.,"00:50:15,764 "," 00:50:17,766"
"When you children ran away,","00:50:22,145 "," 00:50:23,605"
"I was so desperateto connect with your mother,","00:50:23,772 "," 00:50:26,316"
I threw myself back intothe studies of her village.,"00:50:26,483 "," 00:50:29,695"
The legendary Ta Lo.,"00:50:30,278 "," 00:50:32,072"
I wasn't able,"00:50:33,281 "," 00:50:34,449"
"to find the secret pathto the village entrance,","00:50:34,533 "," 00:50:36,785"
but I did findwhat they are hiding.,"00:50:36,952 "," 00:50:40,497"
There's a gatedeep in their mountains.,"00:50:41,039 "," 00:50:43,583"
Your motheris waiting for us there.,"00:50:44,251 "," 00:50:46,920"
I know this is a lot.,"00:50:49,881 "," 00:50:51,508"
I might not have believed itif she didn't tell me herself.,"00:50:51,717 "," 00:50:55,554"
What are you talking about?,"00:50:56,388 "," 00:50:58,014"
"I was sitting right herein this seat,","00:50:58,515 "," 00:51:00,600"
deep in my research...,"00:51:01,017 "," 00:51:03,061"
and she spoke to me.,"00:51:04,271 "," 00:51:06,148"
It was likeshe was standing in this room.,"00:51:06,940 "," 00:51:09,693"
I could feel her breathon my cheek,"00:51:09,860 "," 00:51:12,696"
and her hand on my back.,"00:51:12,779 "," 00:51:14,740"
She told me she needs my help.,"00:51:16,283 "," 00:51:18,535"
To do what?,"00:51:20,287 "," 00:51:21,496"
To save her from her people.,"00:51:22,289 "," 00:51:24,666"
"After we fell in love,","00:51:27,836 "," 00:51:29,671"
your mother wanted usto live in Ta Lo.,"00:51:29,755 "," 00:51:32,466"
"She asked permissionfrom the elders,","00:51:32,632 "," 00:51:34,634"
and they refused.,"00:51:34,718 "," 00:51:35,886"
They said I wasn't worthy.,"00:51:36,052 "," 00:51:38,263"
She would still be with us.,"00:51:40,056 "," 00:51:41,391"
We would all beliving there together.,"00:51:41,475 "," 00:51:44,102"
Ta Lo did this to us.,"00:51:44,895 "," 00:51:46,605"
They locked her behindthat gate to punish her.,"00:51:48,398 "," 00:51:51,026"
Don't you see?,"00:51:55,447 "," 00:51:56,698"
She's leaving clues for us.,"00:51:57,657 "," 00:51:59,743"
She wants us to find her,"00:51:59,910 "," 00:52:01,369"
"and bring her home,so we can be a family again.","00:52:01,536 "," 00:52:04,289"
"Dad, Mom's gone.","00:52:05,165 "," 00:52:07,834"
"She's not talking to youfrom behind a gate,","00:52:09,169 "," 00:52:11,129"
and she's not leavingany clues for us.,"00:52:11,213 "," 00:52:13,507"
Then what are these?,"00:52:18,845 "," 00:52:20,847"
The passage to Ta Lois guarded by a moving maze.,"00:53:07,352 "," 00:53:11,022"
But there's a direct paththrough the forest,"00:53:12,065 "," 00:53:15,193"
that only opens once a year,"00:53:15,277 "," 00:53:17,362"
on Qingming Jie.,"00:53:17,529 "," 00:53:19,447"
"To get through,you need to know the route","00:53:20,407 "," 00:53:22,951"
and the exact time it opens.,"00:53:23,034 "," 00:53:25,412"
Now I know both.,"00:53:29,833 "," 00:53:31,459"
"Three days from now,","00:53:43,221 "," 00:53:45,265"
we will rescuemy wife from her prison,"00:53:45,432 "," 00:53:47,809"
and bring her home.,"00:53:47,893 "," 00:53:49,102"
This is why you're here.,"00:53:55,775 "," 00:53:57,444"
To help mebring her back to us.,"00:53:58,361 "," 00:53:59,946"
And what happens if they don'tlet you open the gate?,"00:54:00,530 "," 00:54:02,824"
We'll burn the villageto the ground.,"00:54:04,451 "," 00:54:07,871"
What?,"00:54:09,915 "," 00:54:10,916"
You can't just marchinto our mom's village,"00:54:13,627 "," 00:54:15,921"
with this bullshit.,"00:54:16,004 "," 00:54:17,422"
"I mean, do you haveany idea how insane...","00:54:17,839 "," 00:54:19,299"
Hey!,"00:54:24,638 "," 00:54:25,639"
Where are you taking me?,"00:54:28,516 "," 00:54:31,061"
When will you stop pretending?,"00:54:32,437 "," 00:54:34,731"
Lock them up.,"00:54:37,442 "," 00:54:38,610"
"It's okay, my dear.","00:54:58,254 "," 00:55:01,424"
We're all going to betogether soon.,"00:55:08,348 "," 00:55:12,519"
"So, um,pretty confused right now,","00:55:21,111 "," 00:55:25,907"
"because, uh, initiallyI thought your dad should","00:55:26,074 "," 00:55:29,619"
"definitely see a therapistfor his delusions,","00:55:29,828 "," 00:55:31,746"
"but then that dragonvomited a magical water map,","00:55:31,955 "," 00:55:35,542"
and now I have no ideawhat's real.,"00:55:36,292 "," 00:55:38,670"
Is what he saidabout your mom's village true?,"00:55:41,089 "," 00:55:43,425"
She used to tell us storiesabout Ta Lo,"00:55:47,137 "," 00:55:48,555"
when we were kids.,"00:55:48,638 "," 00:55:49,639"
A village in another dimensionfull of magical creatures.,"00:55:50,682 "," 00:55:54,894"
I thoughtit was just a fairy tale.,"00:55:54,978 "," 00:55:56,980"
What if Dad's right?,"00:55:58,940 "," 00:56:00,775"
About Mom being lockedbehind a gate,"00:56:02,569 "," 00:56:03,903"
by her own people?,"00:56:03,987 "," 00:56:05,947"
Crazier thingshave turned out to be true.,"00:56:06,114 "," 00:56:08,366"
"Look, I don't knowwhat the hell is going on,","00:56:09,576 "," 00:56:11,745"
"but if we don't find a wayto get to Ta Lo before him,","00:56:11,911 "," 00:56:14,330"
he's gonna destroy everythingthat's left of our family.,"00:56:14,497 "," 00:56:16,916"
This family was destroyeda long time ago.,"00:56:19,210 "," 00:56:22,088"
The hell was that?,"00:56:26,384 "," 00:56:28,053"
Oh.,"00:56:28,136 "," 00:56:30,305"
You're goingtoward that noise?,"00:56:30,388 "," 00:56:32,640"
Wake Duncanwith thy knocking.,"00:56:52,160 "," 00:56:55,455"
"Oh, I would'stthough could'st.","00:56:55,622 "," 00:56:58,583"
My deed 'twere best not...,"00:56:58,750 "," 00:57:00,293"
"Oh, hello, loves.","00:57:03,296 "," 00:57:05,256"
What year is it?,"00:57:06,382 "," 00:57:07,842"
Who are you?,"00:57:09,344 "," 00:57:10,720"
Trevor? Slattery?,"00:57:10,887 "," 00:57:13,014"
The actor from Liverpool?,"00:57:13,181 "," 00:57:15,600"
Wait.,"00:57:16,518 "," 00:57:17,519"
Are you the governor's kids?,"00:57:17,685 "," 00:57:19,229"
I've been preparinga monologue,"00:57:19,896 "," 00:57:21,523"
for your homecoming dinner.,"00:57:21,606 "," 00:57:23,274"
Oh. Where's she going?,"00:57:23,441 "," 00:57:25,318"
Why are you down here?,"00:57:25,485 "," 00:57:26,653"
"Well, some time ago,","00:57:26,820 "," 00:57:28,780"
I was offeredthe role of a terrorist.,"00:57:28,863 "," 00:57:30,406"
"I know, facile, trite,I couldn't agree more.","00:57:30,615 "," 00:57:32,867"
"But times were lean,you know what I mean?","00:57:33,034 "," 00:57:34,953"
"Anyway, the producer told mehe worked for the BBC.","00:57:35,120 "," 00:57:37,872"
"But, ironic twist,","00:57:38,039 "," 00:57:39,499"
"it turns out he, in fact,was a terrorist,","00:57:39,582 "," 00:57:42,168"
"and I wasn't playinga character at all,","00:57:42,335 "," 00:57:43,837"
but what I now recognise to be,"00:57:44,003 "," 00:57:45,296"
a rather unflattering portraitof your father.,"00:57:45,380 "," 00:57:47,340"
We all got our just deserts.,"00:57:47,757 "," 00:57:49,509"
"The producergot blown up by Iron Man,","00:57:49,676 "," 00:57:51,553"
"and I served timein federal prison,","00:57:51,636 "," 00:57:53,304"
which turned outto be the best thing for me.,"00:57:53,471 "," 00:57:56,307"
"I got clean,I rediscovered my passion.","00:57:56,391 "," 00:57:58,810"
 Then my dad broke you out? Exactly.,"00:57:58,977 "," 00:58:01,563"
 To kill you. Exactly.,"00:58:01,729 "," 00:58:03,815"
But just as his men,"00:58:04,566 "," 00:58:06,901"
"were tying me upfor my execution,","00:58:06,985 "," 00:58:09,612"
I launched into a performanceof my Macbeth.,"00:58:09,779 "," 00:58:11,656"
Whence is that knocking?Wake Duncan,"00:58:11,739 "," 00:58:13,366"
with thy knocking.I would'st though could'st...,"00:58:13,449 "," 00:58:14,951"
They couldn'tget enough of it.,"00:58:15,034 "," 00:58:16,202"
I've been doing weekly gigsfor the lads ever since.,"00:58:16,369 "," 00:58:18,788"
So you're like his jester?,"00:58:18,955 "," 00:58:20,832"
I can give you a quick previewif you like.,"00:58:20,999 "," 00:58:22,667"
"Nuncle, nuncle, nuncle...","00:58:22,750 "," 00:58:24,002"
"Uh, thank you, Trevor.I think we're okay.","00:58:24,169 "," 00:58:26,462"
"Right now, we really justneed to find a way to...","00:58:26,671 "," 00:58:28,506"
What the hell?,"00:58:28,590 "," 00:58:30,008"
What the... Oh!,"00:58:30,091 "," 00:58:31,217"
 Whoa! What is that?,"00:58:31,301 "," 00:58:32,343"
What's what?,"00:58:34,053 "," 00:58:35,054"
 That! What is that? That! That! That!,"00:58:35,221 "," 00:58:37,015"
You can see Morris?,"00:58:39,350 "," 00:58:40,685"
Morris?,"00:58:40,852 "," 00:58:41,853"
"Oh, Morris!","00:58:41,936 "," 00:58:44,606"
They can see you! You're real!,"00:58:44,772 "," 00:58:47,108"
All this time I thoughtI was hallucinating him.,"00:58:47,275 "," 00:58:50,320"
"Oh, this is such fab news.","00:58:50,486 "," 00:58:51,988"
Where's his face?,"00:58:53,072 "," 00:58:54,073"
He's a bit sensitiveabout that.,"00:58:55,700 "," 00:58:57,368"
Oh. Really?,"00:58:58,494 "," 00:59:00,205"
Morris says he knowswho you are.,"00:59:01,831 "," 00:59:03,458"
It talks... It talks to you?,"00:59:04,167 "," 00:59:05,501"
"If he didn't talk to me,","00:59:05,585 "," 00:59:07,128"
I'd have gone mad yonks ago.,"00:59:07,212 "," 00:59:09,047"
How would he know me?,"00:59:10,423 "," 00:59:11,799"
He says he grew upwith your mum. In Ta Lo.,"00:59:11,966 "," 00:59:14,802"
"Apparently, your father pickedhim up in some magic forest","00:59:15,678 "," 00:59:18,765"
on one of his expeditionsto find the entrance.,"00:59:18,932 "," 00:59:21,643"
He wants you to take him home.,"00:59:25,313 "," 00:59:26,898"
"Believe me, buddy,I would if I knew how.","00:59:29,484 "," 00:59:31,527"
"According to my dad,","00:59:32,237 "," 00:59:33,238"
the path thereonly opens once a year.,"00:59:33,321 "," 00:59:35,073"
Oh.,"00:59:38,576 "," 00:59:40,745"
Morris says he can guide youthere right now.,"00:59:41,955 "," 00:59:44,540"
You can get through the maze,"00:59:44,707 "," 00:59:45,917"
without waitingfor the path to open.,"00:59:46,000 "," 00:59:47,585"
"But, and it's a big but,","00:59:47,752 "," 00:59:49,754"
it's very dangerous.,"00:59:49,921 "," 00:59:51,965"
How dangerous?,"00:59:52,131 "," 00:59:53,132"
No one's evermade it out alive.,"00:59:53,299 "," 00:59:55,218"
But Morris is 90% confident,"00:59:55,385 "," 00:59:58,179"
he can guide usthrough safely.,"00:59:58,346 "," 01:00:00,098"
Oh.,"01:00:00,181 "," 01:00:01,724"
19%.,"01:00:01,808 "," 01:00:03,309"
"Look, I've done dumber thingswith worse odds.","01:00:05,812 "," 01:00:08,314"
But even ifthat chickenpig is right...,"01:00:08,481 "," 01:00:10,191"
...we're still lockedin your...,"01:00:11,359 "," 01:00:12,360"
Whew!,"01:00:18,574 "," 01:00:19,701"
How did you...,"01:00:22,662 "," 01:00:23,955"
Dad has a tunnel systemunder the whole compound.,"01:00:24,122 "," 01:00:26,541"
That's howI escaped last time.,"01:00:26,708 "," 01:00:28,459"
Oh.,"01:00:28,626 "," 01:00:29,627"
This will take usstraight to the garage.,"01:00:29,711 "," 01:00:31,754"
"Oh, my God.","01:00:43,474 "," 01:00:45,310"
I kinda like this guy.,"01:00:45,476 "," 01:00:46,978"
Just head up that rampand through the front gate.,"01:00:47,145 "," 01:00:48,980"
Should be a straight shot.,"01:00:49,147 "," 01:00:50,273"
Figure we got about30 seconds until he...,"01:00:50,356 "," 01:00:52,066"
Do you mind?,"01:00:52,233 "," 01:00:53,234"
I get sick in the back.Carsick.,"01:00:53,401 "," 01:00:55,361"
That's my car!,"01:00:58,573 "," 01:00:59,741"
God damn it.,"01:01:05,330 "," 01:01:06,331"
Hold on.,"01:01:06,497 "," 01:01:07,623"
Is there another exit?,"01:01:09,125 "," 01:01:10,168"
The other end of the garage.,"01:01:10,251 "," 01:01:11,502"
But we need a fingerprintto open it.,"01:01:11,669 "," 01:01:13,171"
Incoming!,"01:01:19,969 "," 01:01:21,304"
Shit!,"01:01:22,680 "," 01:01:23,806"
What's happeningback there?,"01:01:45,787 "," 01:01:47,163"
Doing my best.,"01:01:48,498 "," 01:01:49,582"
Scanhand print for gate access.,"01:01:49,707 "," 01:01:51,501"
 Hurry up! I'm trying!,"01:01:51,584 "," 01:01:53,878"
Scan hand printfor gate access.,"01:01:56,214 "," 01:01:57,298"
Shaun!,"01:01:57,382 "," 01:01:58,383"
Access approved.,"01:01:59,550 "," 01:02:01,135"
They will come backonce I bring her home.,"01:02:19,862 "," 01:02:22,281"
Prepare the men for war.,"01:02:24,117 "," 01:02:25,868"
"Yes, sir.","01:02:26,869 "," 01:02:27,912"
The first timeI witnessed pure artistry.,"01:02:32,959 "," 01:02:36,421"
1968. Planet of the Apes.,"01:02:36,796 "," 01:02:40,550"
"I was sitting in the cinemanext to my mum,","01:02:40,716 "," 01:02:42,718"
watching mastery,"01:02:42,802 "," 01:02:44,262"
unfold before my very eyes.,"01:02:44,429 "," 01:02:46,305"
"After the film, I asked her,","01:02:46,472 "," 01:02:48,599"
How did they get thosemonkeys to do those things?,"01:02:48,766 "," 01:02:51,185"
"And she patted me on the headand she said,","01:02:51,352 "," 01:02:54,147"
"It's not real, pet.It's just acting.","01:02:54,313 "," 01:02:57,191"
That's when I knew.,"01:02:57,358 "," 01:02:59,068"
If they can teachthose monkeys,"01:03:00,153 "," 01:03:01,571"
"to act that brilliantly,","01:03:01,654 "," 01:03:03,573"
just imagine what I couldbring to the world.,"01:03:04,240 "," 01:03:07,493"
So you became an actor,"01:03:08,077 "," 01:03:09,203"
because you thoughtthe monkeys were actually...,"01:03:09,370 "," 01:03:11,289"
Riding horses? I did. Yes.,"01:03:11,456 "," 01:03:14,125"
"When, in fact,","01:03:14,292 "," 01:03:15,877"
they were simply actingas if they were riding horses.,"01:03:15,960 "," 01:03:19,046"
"I still can't get my headround it, to be honest.","01:03:19,213 "," 01:03:21,424"
"Good for you, dude.","01:03:22,467 "," 01:03:24,260"
"You found your passionand went for it,","01:03:24,802 "," 01:03:28,264"
and eventually used it,"01:03:28,431 "," 01:03:29,515"
"to cripple the US government,but whatever.","01:03:29,599 "," 01:03:31,642"
"Yeah.No, yeah, thanks.","01:03:31,809 "," 01:03:33,769"
"Um, this is really cooland all,","01:03:33,853 "," 01:03:35,855"
but how longdo we have to sit here?,"01:03:35,938 "," 01:03:37,398"
Morris is very clear.,"01:03:37,565 "," 01:03:39,025"
The way throughis all about timing.,"01:03:39,609 "," 01:03:41,486"
"Okay, but how longare we talking?","01:03:41,986 "," 01:03:43,696"
"Like, hours? Days?","01:03:43,863 "," 01:03:45,573"
"Friends,I am but a transitory vessel","01:03:45,740 "," 01:03:48,367"
for the infinite wisdomof a creature,"01:03:48,451 "," 01:03:49,869"
far more advanced thanwe'll ever truly understand.,"01:03:50,036 "," 01:03:52,288"
"What he sees, what he feels","01:03:52,914 "," 01:03:54,540"
"of this vast, unknown universe","01:03:54,624 "," 01:03:56,334"
is beyond anythingour simple brains can...,"01:03:56,501 "," 01:03:58,419"
Oh. You can go.,"01:03:58,503 "," 01:03:59,921"
What?,"01:04:00,338 "," 01:04:01,380"
Go. You can go. He says go.,"01:04:01,464 "," 01:04:03,257"
You should speed up.,"01:04:26,489 "," 01:04:27,949"
What? Why?,"01:04:28,616 "," 01:04:29,617"
"Katy, go, go, go!","01:04:31,827 "," 01:04:32,995"
"Morris says,","01:04:36,999 "," 01:04:38,084"
 Hard right on 3. What?,"01:04:38,167 "," 01:04:40,044"
2...,"01:04:40,211 "," 01:04:41,212"
Hard right where?,"01:04:41,295 "," 01:04:42,296"
Now.,"01:04:42,380 "," 01:04:43,756"
And left.,"01:04:51,013 "," 01:04:52,306"
It's all about stayingin the pocket.,"01:04:56,727 "," 01:04:58,312"
 What pocket? We're in it now.,"01:04:58,479 "," 01:05:00,147"
What happens ifwe don't stay in the pocket?,"01:05:00,314 "," 01:05:01,983"
The forest eats us.,"01:05:02,149 "," 01:05:03,150"
Eats us? What does that mean?,"01:05:03,317 "," 01:05:04,777"
He says it eats us.Go left.,"01:05:04,944 "," 01:05:06,487"
 Watch your back! Stay in the pocket.,"01:05:14,704 "," 01:05:16,747"
 How close is it? 5 metres.,"01:05:16,914 "," 01:05:18,499"
 Stay in the pocket. What is that in feet?,"01:05:18,666 "," 01:05:20,418"
Really fricking close.,"01:05:20,585 "," 01:05:21,586"
Stay in the pocket.,"01:05:21,752 "," 01:05:22,753"
"Will you just stop saying,Stay in the pocket?","01:05:22,920 "," 01:05:24,463"
"One last right,then straight on to the end.","01:05:31,053 "," 01:05:33,180"
You might wanna hurry up.,"01:05:41,230 "," 01:05:42,565"
What do you think I'm doing?,"01:05:42,732 "," 01:05:44,567"
We're not gonna make it.,"01:05:46,193 "," 01:05:47,236"
"I'm coming home, Mummy.","01:05:50,406 "," 01:05:51,991"
"Morris says,Great job, everyone.","01:06:04,295 "," 01:06:07,256"
"Now, all we have to dois go through that waterfall,","01:06:08,674 "," 01:06:11,552"
and we're pretty much there.,"01:06:11,719 "," 01:06:13,512"
Bloody hell.,"01:07:03,854 "," 01:07:04,897"
I think those birdsare on fire.,"01:07:05,064 "," 01:07:06,816"
Really? Oh.,"01:07:06,899 "," 01:07:09,276"
Morris says it's normal.,"01:07:09,568 "," 01:07:11,779"
They're old mates of his.,"01:07:11,946 "," 01:07:14,281"
That's a weird horse.,"01:07:48,190 "," 01:07:50,192"
What's it looking at me for?,"01:07:51,610 "," 01:07:53,362"
