Line,Strat Time,End Time
Yep.,"00:38:21,757 "," 00:38:23,467"
There it is.,"00:38:23,926 "," 00:38:24,969"
Crap.,"00:38:31,517 "," 00:38:32,768"
Cut it out.,"00:38:35,104 "," 00:38:36,355"
"Yeah, you got pretty dinged up.","00:38:39,150 "," 00:38:41,610"
We'll get you fixed.,"00:38:42,987 "," 00:38:44,405"
"All right, America.","00:38:44,947 "," 00:38:46,115"
You gotta open a portaland get us back there right now.,"00:38:46,907 "," 00:38:49,107"
I don't know how.,"00:38:49,160 "," 00:38:50,244"
You just did it.,"00:38:50,328 "," 00:38:51,454"
Not on purpose.,"00:38:51,537 "," 00:38:52,538"
"Wong is back there alone with Wanda,and I'm the only hope he has.","00:38:52,621 "," 00:38:55,583"
I can't control my powers...,"00:38:55,666 "," 00:38:56,834"
You must be able to control it somehow.,"00:38:56,917 "," 00:38:58,437"
Even I could...,"00:38:58,461 "," 00:38:59,503"
Sorry.,"00:39:02,298 "," 00:39:03,466"
"Well, what about thisuniverse's version of you?","00:39:04,800 "," 00:39:07,178"
Maybe she couldcontrol her powers.,"00:39:07,261 "," 00:39:09,138"
This universe doesn't have a me.,"00:39:09,221 "," 00:39:11,140"
 What? None of them do.,"00:39:11,223 "," 00:39:13,017"
But how do you know that?,"00:39:13,100 "," 00:39:14,143"
'Cause I've looked.,"00:39:14,226 "," 00:39:15,770"
And 'cause I never dream.,"00:39:17,229 "," 00:39:19,357"
"That's okay, kid.","00:39:26,447 "," 00:39:28,157"
"And even if you could get me back there,I have no way of fighting Wanda.","00:39:28,324 "," 00:39:31,410"
What about The Book of Vishanti?,"00:39:31,994 "," 00:39:33,138"
What about it?,"00:39:33,162 "," 00:39:34,163"
Other You thought it could stop,"00:39:34,246 "," 00:39:35,498"
whoever was after me.,"00:39:35,581 "," 00:39:36,582"
"Yeah, well, good for Other Me.He's not here, is he?","00:39:36,707 "," 00:39:38,751"
"I don't know where it is,so unless there's another Other Me...","00:39:38,834 "," 00:39:41,879"
We need to go find...,"00:39:44,131 "," 00:39:45,466"
Other Other Me.,"00:39:46,300 "," 00:39:48,761"
We go on red?,"00:40:20,626 "," 00:40:21,627"
"Rule number one of Multiversal travel,","00:40:21,710 "," 00:40:24,380"
you don't know anything.,"00:40:24,547 "," 00:40:25,965"
Right.,"00:40:26,632 "," 00:40:27,633"
It's red.,"00:40:31,095 "," 00:40:32,221"
"So, what's rule number 2?","00:40:34,056 "," 00:40:36,225"
America?,"00:40:39,520 "," 00:40:40,646"
America!,"00:40:43,441 "," 00:40:44,525"
"Rule number 2,","00:40:45,568 "," 00:40:46,569"
find food.,"00:40:46,735 "," 00:40:48,028"
Preferably pizza. Pizza balls.,"00:40:48,195 "," 00:40:50,156"
How'd you pay for that?,"00:40:51,115 "," 00:40:52,342"
It was free.,"00:40:52,366 "," 00:40:53,367"
"Food's freein most universes, actually.","00:40:53,534 "," 00:40:55,786"
It's weird you guys have to pay for it.,"00:40:55,953 "," 00:40:57,830"
 Hey! You didn't pay for that. Right.,"00:40:57,997 "," 00:41:00,016"
Crap.,"00:41:00,040 "," 00:41:01,083"
Maybe it's not free here.,"00:41:01,250 "," 00:41:02,460"
Pizza Poppa always gets paid.,"00:41:02,626 "," 00:41:04,587"
"All right, Pizza Poppa, relax.She's just a kid...","00:41:04,670 "," 00:41:06,630"
" She was hungry. Relax yourself, there,","00:41:06,672 "," 00:41:07,983"
Doctor Strange.,"00:41:08,007 "," 00:41:09,133"
"Where'd you getthis cape from, anyway?","00:41:10,384 "," 00:41:12,261"
"Oh, that feels authentic.","00:41:12,344 "," 00:41:14,054"
"It's not a cape, it's a cloak,and I suggest you let go.","00:41:14,138 "," 00:41:16,116"
"You took this whole suitfrom the Strange Museum, didn't you?","00:41:16,140 "," 00:41:19,518"
 Strange Museum? You're a taker.,"00:41:19,685 "," 00:41:21,479"
"Why don't you take some mustard, huh?","00:41:21,645 "," 00:41:23,189"
Come on. It's not permanent.,"00:41:32,740 "," 00:41:34,074"
Like he'll stop in a few minutes?,"00:41:35,284 "," 00:41:36,911"
About 3 weeks.,"00:41:37,828 "," 00:41:39,830"
"Those universes we went through,","00:41:42,875 "," 00:41:45,002"
were we paint in one of them?,"00:41:45,169 "," 00:41:47,338"
"Yeah, you don't wanna get stuck in there.","00:41:47,505 "," 00:41:49,840"
It's really hard to eat.,"00:41:50,007 "," 00:41:51,550"
How many universes have you been to?,"00:41:52,801 "," 00:41:54,637"
Uh...,"00:41:55,554 "," 00:41:56,680"
72.,"00:41:56,764 "," 00:41:57,848"
"73, counting this one.","00:41:58,432 "," 00:41:59,767"
That's...,"00:41:59,850 "," 00:42:00,935"
That's a lot.,"00:42:01,560 "," 00:42:02,645"
Memory Lane.,"00:42:02,811 "," 00:42:04,021"
"Replay your significant memories,","00:42:04,104 "," 00:42:05,731"
now at a discounted price.,"00:42:05,814 "," 00:42:07,525"
We remember so you don't forget.,"00:42:07,608 "," 00:42:10,069"
This is pretty fancy.,"00:42:16,492 "," 00:42:18,327"
Did you have to take outanother student loan?,"00:42:18,869 "," 00:42:21,038"
Nah. I just sold one of those kidneysthat we operated on last week.,"00:42:21,121 "," 00:42:25,000"
"So, um, got you a little something.","00:42:27,628 "," 00:42:30,506"
Congratulations.,"00:42:33,133 "," 00:42:34,885"
What is it?,"00:42:35,469 "," 00:42:36,679"
Open it and see.,"00:42:37,012 "," 00:42:38,347"
"Christine, this is...","00:42:43,477 "," 00:42:44,979"
This is amazing. Thank you.,"00:42:46,272 "," 00:42:47,940"
We don't have time for this.,"00:42:49,567 "," 00:42:51,026"
Memory Lane.,"00:42:53,862 "," 00:42:55,030"
"Replay your significant memories,","00:42:55,114 "," 00:42:56,865"
now at a discounted price.,"00:42:57,032 "," 00:42:58,701"
We remember so you don't forget.,"00:42:58,784 "," 00:43:00,786"
Where's this?,"00:43:07,918 "," 00:43:09,336"
Home.,"00:43:11,297 "," 00:43:12,673"
My moms.,"00:43:13,799 "," 00:43:15,092"
Son mis madres.,"00:43:16,719 "," 00:43:18,095"
"¿Para mí? Ay, qué linda.","00:43:18,596 "," 00:43:21,724"
Gracias.,"00:43:22,725 "," 00:43:23,726"
"A ver, te la pongo.","00:43:24,893 "," 00:43:26,729"
Mm. Tan hermosa.,"00:43:28,022 "," 00:43:29,607"
Te ves bella.,"00:43:30,649 "," 00:43:31,859"
"Ándale, nos van a dar otra flor.","00:43:33,235 "," 00:43:35,321"
America!,"00:43:41,994 "," 00:43:43,454"
"You know, you were right.This is just a waste of time.","00:44:02,097 "," 00:44:04,266"
"Hey, kid.","00:44:04,433 "," 00:44:05,476"
"That was the first timethat you opened a portal, right?","00:44:06,185 "," 00:44:09,146"
Doesn't matter.,"00:44:09,313 "," 00:44:10,314"
It does matter.You lost your parents.,"00:44:10,439 "," 00:44:12,024"
I didn't lose them.I killed them.,"00:44:12,191 "," 00:44:14,485"
"No. No, you did not.Don't even think that.","00:44:14,568 "," 00:44:16,570"
"Okay, I opened a portalwith the powers I can't control","00:44:16,737 "," 00:44:19,490"
"and sent them to a random,probably deadly universe,","00:44:19,573 "," 00:44:21,593"
" with no way to escape. Listen,","00:44:21,617 "," 00:44:22,761"
"if your moms areanything like their daughter,","00:44:22,785 "," 00:44:25,287"
they survived.,"00:44:25,454 "," 00:44:26,622"
I'm sure you'll meet them again someday.,"00:44:27,331 "," 00:44:29,541"
Not bad.,"00:44:33,754 "," 00:44:34,797"
Thanks.,"00:44:36,048 "," 00:44:37,508"
"That woman in your memory bank thing,","00:44:39,009 "," 00:44:40,969"
"that was Christine, right?","00:44:41,136 "," 00:44:42,429"
"Yes, that was Christine.","00:44:43,681 "," 00:44:45,933"
 How do you know her? From Other You.,"00:44:46,100 "," 00:44:47,893"
Were they together?,"00:44:48,519 "," 00:44:49,687"
"No, they didn't talk anymore.","00:44:49,770 "," 00:44:51,313"
He blew it.,"00:44:51,397 "," 00:44:52,481"
Of course.,"00:44:52,564 "," 00:44:53,565"
Did you blow it with your Christine?,"00:44:54,692 "," 00:44:56,485"
"Yes, I guess I did.","00:44:57,986 "," 00:44:59,863"
Why?,"00:45:00,030 "," 00:45:01,031"
Complicated.,"00:45:01,615 "," 00:45:03,450"
More complicatedthan being chased by a witch,"00:45:03,534 "," 00:45:05,095"
through the Multiverse?,"00:45:05,119 "," 00:45:06,120"
"Yes, actually, it is.","00:45:06,203 "," 00:45:08,163"
Gave his life defeating Thanos?,"00:45:48,787 "," 00:45:50,247"
Yeah. See? We're not all bad.,"00:45:50,330 "," 00:45:52,291"
"If Other You's dead,","00:45:53,542 "," 00:45:55,419"
who's Master of the Sanctum?,"00:45:55,627 "," 00:45:57,379"
"Oh, shit.","00:46:03,385 "," 00:46:05,345"
 You know him? Yeah. Mordo.,"00:46:15,189 "," 00:46:17,608"
He was actually the first guywho let me into KamarTaj.,"00:46:17,691 "," 00:46:19,794"
"Oh, great.","00:46:19,818 "," 00:46:20,819"
And then he snapped,"00:46:20,903 "," 00:46:21,904"
and dedicated his lifeto trying to kill me.,"00:46:21,987 "," 00:46:24,072"
Oh.,"00:46:24,239 "," 00:46:25,616"
Great.,"00:46:25,783 "," 00:46:27,034"
I always suspectedthis day would come.,"00:46:31,663 "," 00:46:33,999"
You did?,"00:46:34,082 "," 00:46:35,083"
Yes.,"00:46:35,501 "," 00:46:36,502"
Because you always suspectedthis day would come.,"00:46:37,336 "," 00:46:41,131"
My brother.,"00:46:49,348 "," 00:46:51,350"
All right.,"00:46:54,853 "," 00:46:55,854"
"Come in,","00:46:57,940 "," 00:46:59,316"
and tell me everythingabout your universe.,"00:46:59,399 "," 00:47:03,654"
You go on red.,"00:47:08,992 "," 00:47:10,619"
"And you're quiteformidable too, it seems.","00:47:13,288 "," 00:47:15,415"
A Multiversal traveler.,"00:47:15,749 "," 00:47:18,252"
"Well, thank the starsyou brought Doctor Strange to safety.","00:47:18,335 "," 00:47:21,672"
"Well, just 'cause we jumped shipdoesn't mean we're safe.","00:47:21,755 "," 00:47:24,508"
Our Wanda has the abilityto conjure demons and monsters,"00:47:24,591 "," 00:47:27,761"
to attack America in other universes.,"00:47:27,845 "," 00:47:30,264"
So she has the Darkhold?,"00:47:30,347 "," 00:47:31,890"
"Oh, you know of the Darkhold?","00:47:31,974 "," 00:47:33,475"
"Oh, yes. We have a Darkholdin this universe, too.","00:47:33,559 "," 00:47:36,270"
I guard it here in this Sanctum.,"00:47:36,436 "," 00:47:38,522"
We would neverrisk a weapon that dangerous,"00:47:38,605 "," 00:47:41,024"
falling into the wrong hands.,"00:47:41,108 "," 00:47:42,484"
Damn right.,"00:47:42,568 "," 00:47:43,694"
"But if your Darkholdis anything like ours,","00:47:43,777 "," 00:47:45,571"
I'm afraid she can do far worse,"00:47:45,654 "," 00:47:47,197"
than just summon monstersto come after you here.,"00:47:47,281 "," 00:47:50,826"
What do you mean?,"00:47:51,410 "," 00:47:52,411"
There is a spell containedwithin those pages...,"00:47:52,619 "," 00:47:56,748"
"...corrosive to the soul,","00:47:58,333 "," 00:48:00,168"
a desecration of reality itself.,"00:48:01,795 "," 00:48:04,298"
Dreamwalking.,"00:48:06,216 "," 00:48:07,217"
A Dreamwalking sorcererprojects their own consciousness,"00:48:09,261 "," 00:48:12,431"
"from their universe into another,","00:48:12,598 "," 00:48:15,142"
possessing the body of an alternate self.,"00:48:16,143 "," 00:48:19,062"
They may puppeteerthis unholy doppelganger,"00:48:21,982 "," 00:48:24,776"
and pursue their enemies from afar.,"00:48:24,860 "," 00:48:27,237"
The possession is not a permanent link,"00:48:30,657 "," 00:48:33,035"
between realities.,"00:48:33,118 "," 00:48:34,870"
"But in the fleeting time they Dreamwalk,","00:48:35,037 "," 00:48:37,623"
they can do irreparable damageto the universe they invade.,"00:48:37,789 "," 00:48:41,668"
So it may not be a demon that you face.,"00:48:44,463 "," 00:48:47,382"
It may be the Scarlet Witch.,"00:48:49,635 "," 00:48:52,429"
Why didn't she do that to begin with?,"00:48:54,514 "," 00:48:56,016"
Because thatwas her being reasonable.,"00:48:56,099 "," 00:48:58,435"
What do you know of The Book of Vishanti?,"00:48:59,686 "," 00:49:01,326"
The Darkhold's antithesis?,"00:49:01,396 "," 00:49:02,940"
It can give a sorcerer,"00:49:04,066 "," 00:49:05,317"
whatever power they needto vanquish their enemy.,"00:49:05,400 "," 00:49:08,362"
I need your helpto get me to it.,"00:49:10,155 "," 00:49:12,699"
"I'm sorry, Stephen.","00:49:16,286 "," 00:49:17,537"
"But I hope you,of all people, understand","00:49:19,081 "," 00:49:22,793"
that it is not Wanda Maximoff,"00:49:23,210 "," 00:49:25,337"
"who threatens our reality,","00:49:25,420 "," 00:49:27,673"
it's the two of you.,"00:49:28,799 "," 00:49:31,259"
" Oh, God. What was in that tea?","00:49:31,343 "," 00:49:33,512"
You son of a bitch.,"00:49:37,391 "," 00:49:41,103"
The Sands of Nisanti.,"00:49:51,822 "," 00:49:53,865"
I'm only acting as you would.,"00:49:54,658 "," 00:49:57,828"
She's coming.,"00:50:00,664 "," 00:50:02,708"
"Boys, it's time for bed.","00:50:25,772 "," 00:50:26,958"
Can we havea little more ice cream?,"00:50:26,982 "," 00:50:28,662"
" Please. Please, please, please!","00:50:28,692 "," 00:50:30,044"
"A little more, please!","00:50:30,068 "," 00:50:31,069"
"Hey, don't make Momout to be the bad guy.","00:50:31,153 "," 00:50:32,588"
You know who's the best?,"00:50:32,612 "," 00:50:33,756"
 Who? 2003 Tigers.,"00:50:33,780 "," 00:50:36,158"
They suck.,"00:50:36,241 "," 00:50:37,242"
They're so bad they suck egg.,"00:50:37,325 "," 00:50:39,369"
"No, they don't.They're the best.","00:50:39,453 "," 00:50:41,204"
 Doofus. Doofus 2.,"00:50:41,288 "," 00:50:43,081"
Triple infinity doofus.,"00:50:43,248 "," 00:50:45,083"
Infinity infinitygoogolplex quadruple doofus.,"00:50:45,167 "," 00:50:48,462"
Quintuple infinity...Crazy doofus.,"00:50:48,628 "," 00:50:52,049"
Googolplex doofus.,"00:50:52,215 "," 00:50:53,901"
Mom?,"00:51:45,060 "," 00:51:46,103"
"Yes, sweetheart?","00:51:51,566 "," 00:51:53,193"
Where are you going?,"00:51:53,276 "," 00:51:54,694"
Just to take out the trash.,"00:51:58,406 "," 00:52:00,867"
Can we show you something?,"00:52:02,119 "," 00:52:03,787"
"Mom, hurry, come on!","00:52:05,872 "," 00:52:08,291"
"Come on, it's important.","00:52:08,375 "," 00:52:09,793"
Mom.,"00:52:09,876 "," 00:52:10,877"
You'll like it.,"00:52:10,961 "," 00:52:12,712"
Come on. Hurry up.,"00:52:12,796 "," 00:52:15,423"
It's important.,"00:52:15,507 "," 00:52:16,633"
"Okay, so, Mom, listen to this...","00:52:17,592 "," 00:52:20,428"
I'm gonna start it.,"00:52:20,512 "," 00:52:21,513"
" No, I wanna start it. I wanna start it.","00:52:21,596 "," 00:52:22,907"
" I want to start! No, I want to start!","00:52:22,931 "," 00:52:23,991"
 No! I want to start. I want to start.,"00:52:24,015 "," 00:52:25,118"
"Why don't you both start it,","00:52:25,142 "," 00:52:29,646"
"whatever it is, together?","00:52:29,729 "," 00:52:33,024"
Okay.,"00:52:34,192 "," 00:52:35,485"
 You ready? Yeah.,"00:52:35,569 "," 00:52:36,820"
"3, 2, 1, go.","00:52:36,903 "," 00:52:39,614"
We like ice cream,"00:52:39,906 "," 00:52:43,160"
Like every child should,"00:52:43,243 "," 00:52:46,663"
And if we get some ice cream,"00:52:46,746 "," 00:52:50,417"
We promise to be good,"00:52:50,500 "," 00:52:55,839"
You're alive.,"00:53:23,867 "," 00:53:24,868"
Yes.,"00:53:25,577 "," 00:53:26,578"
But so many others were lost.,"00:53:27,204 "," 00:53:29,122"
Set me free.,"00:53:31,041 "," 00:53:32,417"
I need to destroy the book.,"00:53:32,584 "," 00:53:34,085"
No. It cannot be you.,"00:53:34,252 "," 00:53:37,047"
"Sara. No, no!","00:53:44,846 "," 00:53:47,098"
Mom!,"00:54:05,784 "," 00:54:07,202"
What happened?,"00:54:07,369 "," 00:54:08,578"
 What? Are you okay?,"00:54:10,956 "," 00:54:12,249"
"Okay. Billy, Tommy.","00:54:15,085 "," 00:54:17,379"
What?,"00:54:18,964 "," 00:54:19,965"
"No, no, no.","00:54:25,804 "," 00:54:29,683"
I need the Darkhold's spells.,"00:54:49,828 "," 00:54:51,830"
You are the Sorcerer Supreme.,"00:54:51,913 "," 00:54:54,457"
Tell me what you know.,"00:54:54,666 "," 00:54:55,875"
"You're gonna have to kill me, witch.","00:54:57,669 "," 00:54:59,462"
Not you.,"00:55:00,171 "," 00:55:01,339"
Them.,"00:55:02,757 "," 00:55:04,009"
"Wanda, stop.","00:55:10,140 "," 00:55:11,308"
"Wanda, please!","00:55:14,019 "," 00:55:15,312"
The Darkhold was a copy!,"00:55:20,317 "," 00:55:22,319"
A copy?,"00:55:25,071 "," 00:55:26,281"
Legend speaks of a mountain,"00:55:26,448 "," 00:55:27,741"
with the wretched spells you seekcarved into its walls.,"00:55:27,907 "," 00:55:30,577"
It's there the Darkhold was transcribed.,"00:55:31,911 "," 00:55:34,581"
Mount Wundagore.,"00:55:35,540 "," 00:55:36,791"
Wundagore?,"00:55:37,792 "," 00:55:39,127"
No one has survived the journey.,"00:55:39,919 "," 00:55:41,796"
Perhaps we will be the exception.,"00:55:46,176 "," 00:55:48,887"
Hey!,"00:55:56,227 "," 00:55:57,604"
Hey!,"00:55:57,687 "," 00:55:59,647"
This universe sucks.,"00:56:12,160 "," 00:56:13,953"
Cloak?,"00:56:16,873 "," 00:56:17,957"
Hey.,"00:56:29,427 "," 00:56:30,428"
"Hey, lab coat.","00:56:32,222 "," 00:56:33,473"
Where the hell are we?,"00:56:34,224 "," 00:56:35,308"
"Look, I don't know who you are,","00:56:36,726 "," 00:56:37,787"
"or what you thinkyou're trying to do here,","00:56:37,811 "," 00:56:39,687"
but these situations don't usually...,"00:56:39,771 "," 00:56:41,248"
 Thank you. ...work out well,"00:56:41,272 "," 00:56:42,375"
"for the nameless scientists, so just...","00:56:42,399 "," 00:56:44,567"
Christine?,"00:56:49,155 "," 00:56:50,448"
"Hello, Stephen.","00:56:52,283 "," 00:56:53,368"
Ay Dios.,"00:56:53,868 "," 00:56:55,036"
Miss Chavez.,"00:56:55,912 "," 00:56:57,038"
"Uh, to answer your question,","00:56:58,498 "," 00:56:59,999"
you are in a highly secureresearch facility.,"00:57:00,166 "," 00:57:02,627"
"The two of you,along with your sentient cloak,","00:57:02,794 "," 00:57:05,004"
are here for surveillance and testing.,"00:57:05,088 "," 00:57:07,048"
"Uh... Uh, testing?","00:57:07,132 "," 00:57:09,259"
"Well, yes.You're visitors from another universe.","00:57:09,342 "," 00:57:11,928"
"Your magnetic signaturescould be radioactive,","00:57:12,095 "," 00:57:15,640"
you may be carrying diseaseswe just don't have treatments for.,"00:57:15,807 "," 00:57:18,435"
"Hence, these amazingpolycarbonate fish bowls.","00:57:19,227 "," 00:57:22,147"
I assume I have youto thank for these then?,"00:57:23,606 "," 00:57:26,234"
Yes. I developed thoseusing the Sands of Nisanti.,"00:57:26,734 "," 00:57:29,946"
One of 838 Stephen's magical relics.,"00:57:30,113 "," 00:57:32,407"
838 Stephen?,"00:57:32,574 "," 00:57:33,616"
"Is that some kind of cyborg me, or...","00:57:33,700 "," 00:57:35,285"
"Our universe is 838,","00:57:35,368 "," 00:57:37,287"
and we've designated yours 616.,"00:57:37,370 "," 00:57:39,747"
Oh. You guys sure must knowa lot about the Multiverse,"00:57:39,998 "," 00:57:42,750"
if you got someonegoing around naming realities.,"00:57:42,917 "," 00:57:45,086"
Yes.,"00:57:45,253 "," 00:57:46,254"
Me.,"00:57:47,005 "," 00:57:48,256"
"I'm a senior fellowwith the Baxter Foundation,","00:57:48,423 "," 00:57:50,425"
and I specialize in Multiversal research.,"00:57:50,508 "," 00:57:52,552"
"So,how'd you end up working here?","00:57:54,888 "," 00:57:57,015"
Wherever here is.,"00:57:57,098 "," 00:57:59,058"
"Well, I volunteered.","00:57:59,225 "," 00:58:00,625"
At your funeral.,"00:58:01,144 "," 00:58:02,520"
Thank you for going.,"00:58:03,730 "," 00:58:05,064"
"Your injuries, they're similar,","00:58:05,565 "," 00:58:07,609"
but they're not identical.,"00:58:07,692 "," 00:58:08,860"
It's fascinating.,"00:58:08,943 "," 00:58:10,153"
What were we to each otherin this universe?,"00:58:15,909 "," 00:58:20,246"
We never quite figured that out.,"00:58:23,917 "," 00:58:25,919"
Yeah?,"00:58:26,211 "," 00:58:27,337"
"Well, that's something we got in common.","00:58:28,963 "," 00:58:31,049"
"Christine, you gotta let us out of here.","00:58:33,843 "," 00:58:37,096"
Everyone's in real danger.,"00:58:37,931 "," 00:58:39,641"
"Look, I know you don't know me...","00:58:39,724 "," 00:58:41,768"
And I don't want to.,"00:58:41,893 "," 00:58:42,894"
Whatever I was to you in your universe,"00:58:43,436 "," 00:58:45,939"
does not matter.,"00:58:46,022 "," 00:58:47,232"
Why not?,"00:58:48,483 "," 00:58:49,567"
"Because you're dangerous, Stephen.","00:58:54,531 "," 00:58:56,241"
"Someone from my universewants that girl,","00:58:58,034 "," 00:59:00,578"
and she's gonna rip this placeapart atombyatom,"00:59:00,662 "," 00:59:03,456"
until she gets what she wants.,"00:59:03,540 "," 00:59:05,166"
So I don't careif you're from the Avengers,"00:59:05,250 "," 00:59:07,627"
or S.H.I.E.L.D...,"00:59:07,710 "," 00:59:08,711"
We're neither.,"00:59:08,795 "," 00:59:09,837"
"Well, what then?","00:59:15,718 "," 00:59:16,928"
HYDRA?,"00:59:17,095 "," 00:59:18,137"
The Illuminati will see you now.,"00:59:18,221 "," 00:59:22,392"
The Illumiwhaty?,"00:59:22,475 "," 00:59:23,768"
Don't let anyone hurt that kid.,"00:59:31,859 "," 00:59:33,486"
It's gonna be okay.,"00:59:37,782 "," 00:59:39,158"
You couldn't portal us up there?,"01:00:08,771 "," 01:00:11,357"
My magic can only take us so far.,"01:00:11,524 "," 01:00:13,943"
Masters of the Mystic Artsweren't meant to tread,"01:00:14,319 "," 01:00:16,613"
upon the forbidden grounds of Wundagore.,"01:00:16,779 "," 01:00:19,157"
"Eons ago, the first demon, Chthon,","01:00:44,307 "," 01:00:48,853"
carved his dark magic into this tomb.,"01:00:48,936 "," 01:00:52,649"
These same spells were later transcribedinto the Darkhold.,"01:00:52,815 "," 01:00:57,570"
There's no tellingwhat soulless monstrosities lie within.,"01:01:13,002 "," 01:01:16,547"
They've been waiting for me.,"01:01:59,257 "," 01:02:00,967"
This isn't a tomb.,"01:02:09,058 "," 01:02:10,977"
It's a throne.,"01:02:15,148 "," 01:02:16,733"
"Stephen Strange,","01:02:51,768 "," 01:02:53,478"
you are now called before the Illuminati.,"01:02:54,145 "," 01:02:56,773"
"I, Baron Karl Mordo,","01:02:56,981 "," 01:02:59,233"
"the Sorcerer Supreme, do hereby...","01:02:59,317 "," 01:03:00,818"
Karl?,"01:03:00,902 "," 01:03:02,028"
Captain Carter.,"01:03:06,324 "," 01:03:08,510"
The first Avenger.,"01:03:08,534 "," 01:03:09,744"
Blackagar Boltagon.,"01:03:10,787 "," 01:03:12,121"
"Keeper of the Terrigen Mists,the Inhuman king.","01:03:12,205 "," 01:03:15,124"
Blackagar Boltagard? Huh.,"01:03:15,291 "," 01:03:17,418"
Hidigy hidithere.,"01:03:17,835 "," 01:03:19,045"
Captain Marvel.Defender of the cosmos.,"01:03:20,838 "," 01:03:23,382"
"And the smartest man alive,","01:03:25,426 "," 01:03:27,470"
Reed Richards of the Fantastic Four.,"01:03:27,637 "," 01:03:30,223"
"Hello, Stephen.","01:03:31,557 "," 01:03:32,558"
Fantastic Four.Didn't you guys chart in the '60s?,"01:03:32,642 "," 01:03:35,144"
"I'm sorry, is this a joke to you?","01:03:35,228 "," 01:03:37,396"
"Well, there's a guy over therewith a fork on his head,","01:03:37,480 "," 01:03:38,957"
"so, yeah, a little bit.","01:03:38,981 "," 01:03:40,274"
Be grateful Black Bolt doesn'tengage you in conversation.,"01:03:41,734 "," 01:03:44,278"
Why? Does he have bad breath?,"01:03:44,362 "," 01:03:46,113"
This Strange is evenmore arrogant than ours.,"01:03:46,489 "," 01:03:48,324"
" Hmm. No, just more alive.","01:03:48,574 "," 01:03:50,535"
For now.,"01:03:50,701 "," 01:03:51,828"
"Stephen, your arrival here","01:03:53,412 "," 01:03:54,789"
confuses and destabilizes reality.,"01:03:54,872 "," 01:03:57,291"
"The larger the footprint you leave behind,","01:03:58,125 "," 01:03:59,770"
the greater the risk of an Incursion.,"01:03:59,794 "," 01:04:01,587"
Incursion?,"01:04:01,671 "," 01:04:02,672"
An Incursion occurs,"01:04:02,755 "," 01:04:03,840"
when the boundarybetween two universes erodes,"01:04:03,923 "," 01:04:07,009"
"and they collide,","01:04:07,176 "," 01:04:08,386"
destroying one or both entirely.,"01:04:09,136 "," 01:04:13,140"
Your alternate self created the Illuminati,"01:04:13,808 "," 01:04:16,561"
to make difficult decisionsthat no one else could.,"01:04:16,644 "," 01:04:19,188"
"Today, we're here to determinewhat to do with you and the child.","01:04:19,272 "," 01:04:23,067"
"So, before we vote,","01:04:23,234 "," 01:04:24,986"
"if you got anything serious to say,now's the time.","01:04:25,069 "," 01:04:28,823"
"Yeah, I do.","01:04:28,906 "," 01:04:30,199"
"If it's Incursions you're worried about,","01:04:30,283 "," 01:04:31,718"
do you seriously think I'm a bigger threatthan the Scarlet Witch?,"01:04:31,742 "," 01:04:34,453"
"Oh, we can handle your little witchif she decides to Dreamwalk.","01:04:34,537 "," 01:04:37,665"
"No. No, you cannot.","01:04:37,832 "," 01:04:39,083"
Not unless you give meThe Book of Vishanti.,"01:04:39,166 "," 01:04:41,252"
"We appreciate your concern, Stephen,","01:04:41,335 "," 01:04:42,795"
but it's not the Scarlet Witchthat we fear.,"01:04:42,879 "," 01:04:45,047"
"From our experience, the greatest danger","01:04:45,131 "," 01:04:46,883"
"to the Multiverse, it turns out,","01:04:46,966 "," 01:04:48,926"
is Doctor Strange.,"01:04:49,093 "," 01:04:50,720"
Wait. Your Doctor Strange?,"01:04:51,596 "," 01:04:53,639"
Earth's mightiest herowho died defeating Thanos?,"01:04:53,723 "," 01:04:56,309"
We should tell him the truth.,"01:04:56,392 "," 01:04:58,232"
"Our final member,","01:05:06,277 "," 01:05:07,528"
Professor Charles Xavier.,"01:05:08,779 "," 01:05:10,615"
What truth?,"01:05:12,491 "," 01:05:13,492"
That's not how our Strange died.,"01:05:13,576 "," 01:05:16,245"
You're wondering what happens now.,"01:05:34,013 "," 01:05:36,015"
No.,"01:05:36,766 "," 01:05:38,017"
That I've already accepted.,"01:05:38,184 "," 01:05:39,810"
But I do wonder,"01:05:40,478 "," 01:05:41,687"
"when you could force Americato send you to any universe you want,","01:05:43,189 "," 01:05:46,734"
why take her power for your own?,"01:05:46,901 "," 01:05:48,778"
You know it would kill her.,"01:05:48,861 "," 01:05:50,696"
"For Billy and Tommy, to protect them.","01:05:50,780 "," 01:05:52,615"
What if they get sick?,"01:05:53,824 "," 01:05:55,159"
"In the infinite Multiverse,there's a cure for every illness.","01:05:56,285 "," 01:05:59,372"
A solution to every problem.,"01:06:00,665 "," 01:06:04,001"
I won't lose them again.,"01:06:06,379 "," 01:06:08,339"
"Try as you might, Wanda,you cannot control everything.","01:06:08,422 "," 01:06:11,509"
But I can.,"01:06:11,592 "," 01:06:13,219"
Look around you.,"01:06:13,386 "," 01:06:15,012"
It's carved in stone.,"01:06:15,638 "," 01:06:17,890"
I was meant to rule everything.,"01:06:19,934 "," 01:06:22,269"
But that's not what I want.,"01:06:27,024 "," 01:06:28,985"
I just want my boys.,"01:06:29,694 "," 01:06:30,945"
At the cost of a child's life?,"01:06:31,028 "," 01:06:33,072"
