Line,Strat Time,End Time
"What are you, some saint all of a sudden?","01:00:06,360 "," 01:00:08,169"
What has the galaxy ever done for you?Why would you wanna save it?,"01:00:08,240 "," 01:00:11,289"
Because I'm one of the idiots who lives in it!,"01:00:11,360 "," 01:00:13,169"
"Peter, listen to me.","01:00:13,240 "," 01:00:14,685"
We cannot allow the Stone to fall into Ronan's hands.,"01:00:14,760 "," 01:00:17,969"
"We have to go back to your ship,","01:00:18,120 "," 01:00:19,724"
and deliver it to Nova.,"01:00:19,880 "," 01:00:21,370"
"Right, right, okay. I think you're right.","01:00:21,520 "," 01:00:23,921"
"Or we could give it to somebodywho's not going to arrest us,","01:00:24,720 "," 01:00:28,645"
who's really nice,"01:00:28,800 "," 01:00:30,040"
for a whole lot of money.,"01:00:30,200 "," 01:00:31,884"
I think it's a really good balancebetween both of your points of view.,"01:00:32,040 "," 01:00:34,566"
You're despicable.,"01:00:34,720 "," 01:00:35,721"
Dishonorable.,"01:00:36,400 "," 01:00:37,401"
Faithless!,"01:00:38,040 "," 01:00:39,041"
" Oh, no. At last!","01:00:39,760 "," 01:00:41,330"
I shall meet my foe and destroy him.,"01:00:43,840 "," 01:00:46,366"
You called Ronan?,"01:00:46,520 "," 01:00:48,249"
"Quill! Don't you move, boy!","01:00:53,080 "," 01:00:56,129"
Don't you move! Get out of the way!,"01:00:57,280 "," 01:00:59,408"
Ronan the Accuser!,"01:01:03,320 "," 01:01:05,766"
You are the one who transmitted the message?,"01:01:05,840 "," 01:01:08,366"
You killed my Wife.,"01:01:08,440 "," 01:01:09,771"
You killed my daughter!,"01:01:10,720 "," 01:01:12,529"
"I told you, you can't fit.Now, wait here. I'll be back.","01:01:20,000 "," 01:01:23,800"
It is Gamora.She is escaping with the Orb.,"01:01:29,440 "," 01:01:32,762"
No!,"01:01:41,560 "," 01:01:43,210"
"Nebula,","01:01:43,320 "," 01:01:44,321"
retrieve the Orb.,"01:01:45,160 "," 01:01:46,810"
The Stone is in the furthest pod.,"01:02:03,320 "," 01:02:05,243"
Bring it down!,"01:02:05,920 "," 01:02:07,206"
Ah!,"01:02:24,080 "," 01:02:25,241"
"Rocket, keep them off Gamora until she gets to the Milano.","01:02:35,800 "," 01:02:38,929"
How? We've gotno weaponry on these things.,"01:02:39,080 "," 01:02:41,481"
These pods are industrial grade.,"01:02:41,640 "," 01:02:43,404"
They're nearly indestructible.,"01:02:43,560 "," 01:02:44,686"
"Not against necroblasts, they're not.","01:02:44,840 "," 01:02:47,047"
That's not what I'm saying.,"01:02:47,560 "," 01:02:49,164"
Oh!,"01:02:50,280 "," 01:02:51,486"
Let me borrow your ride.,"01:03:37,640 "," 01:03:39,324"
I don't recall killing your family.,"01:04:12,080 "," 01:04:13,923"
"I doubt I'll remember killing you, either.","01:04:17,240 "," 01:04:20,608"
"Quill, I'm trapped.I can't make it to the Milano.","01:04:37,240 "," 01:04:40,084"
I have to head out.,"01:04:40,720 "," 01:04:41,721"
Wait! These thingsaren't meant to go out there.,"01:04:44,200 "," 01:04:46,168"
"You are a disappointment, sister.","01:04:53,240 "," 01:04:55,129"
"Of all our siblings,","01:04:55,880 "," 01:04:57,803"
I hated you least.,"01:04:58,640 "," 01:05:00,165"
"Nebula, please.","01:05:00,640 "," 01:05:01,846"
If Ronan gets this stone,"01:05:02,040 "," 01:05:03,644"
 he'll kill us all. Not all.,"01:05:04,080 "," 01:05:05,809"
You will already be dead.,"01:05:07,520 "," 01:05:09,204"
"Ronan, it is done.","01:06:03,720 "," 01:06:06,769"
"Quill, come on.","01:06:09,760 "," 01:06:10,807"
"Her body mods should keep her alive a couple more minutes,","01:06:11,400 "," 01:06:13,846"
but there's nothing we can do for her.,"01:06:14,000 "," 01:06:16,002"
These pods aren't meant to be out here.,"01:06:16,200 "," 01:06:17,690"
"In a second, we're gonna be in the same boat.","01:06:17,840 "," 01:06:20,241"
"Aw, damn it.","01:06:27,760 "," 01:06:30,081"
Quill?,"01:06:31,400 "," 01:06:32,845"
Yondu! Yondu.,"01:06:33,000 "," 01:06:34,764"
This is Quill!,"01:06:35,120 "," 01:06:36,167"
 My coordinates are 227K324. Quill.,"01:06:36,240 "," 01:06:39,801"
"Quill, what are you doing?","01:06:40,040 "," 01:06:41,201"
Just outside Knowhere.,"01:06:41,360 "," 01:06:42,805"
"If you're there, come get me.","01:06:42,960 "," 01:06:45,088"
I'm all yours.,"01:06:45,800 "," 01:06:47,290"
"Quill, don't be ridiculous.","01:06:56,760 "," 01:06:58,728"
Get back into your pod!,"01:07:00,320 "," 01:07:02,448"
You can't fit two people in there.You're gonna die.,"01:07:02,800 "," 01:07:05,883"
You'll die in seconds!,"01:07:07,120 "," 01:07:08,963"
Quill.,"01:07:09,280 "," 01:07:10,441"
Quill?,"01:08:11,520 "," 01:08:13,170"
What happened?,"01:08:14,840 "," 01:08:16,330"
I saw you out there.,"01:08:17,480 "," 01:08:19,528"
I don't know what came over me.,"01:08:20,920 "," 01:08:23,400"
But I couldn't let you die.,"01:08:24,360 "," 01:08:26,203"
I found something inside of myself.,"01:08:29,040 "," 01:08:31,441"
Something,"01:08:32,480 "," 01:08:34,050"
incredibly heroic.,"01:08:34,200 "," 01:08:36,168"
"I mean, not to brag,","01:08:37,920 "," 01:08:40,446"
"but, objectively...","01:08:40,600 "," 01:08:41,886"
Where's the Orb?,"01:08:42,000 "," 01:08:43,047"
"It's... Well, they got the Orb.","01:08:44,880 "," 01:08:47,121"
What?,"01:08:47,280 "," 01:08:48,327"
"Welcome home, Peter.","01:08:51,040 "," 01:08:53,520"
Blasted idiot. They're all idiots!,"01:09:16,400 "," 01:09:19,165"
Quill just got himself captured.,"01:09:20,480 "," 01:09:22,767"
None of this ever would have happenedif you didn't try to singlehandedly,"01:09:22,920 "," 01:09:27,209"
take on a frickin' army!,"01:09:27,360 "," 01:09:28,600"
You're right.,"01:09:30,360 "," 01:09:31,600"
I was a fool.,"01:09:34,240 "," 01:09:36,402"
"All the anger,","01:09:38,840 "," 01:09:40,569"
"all the rage,","01:09:41,200 "," 01:09:43,043"
was just to cover my loss.,"01:09:46,240 "," 01:09:48,527"
"Oh, boohoohoo.My wife and child are dead.","01:09:55,080 "," 01:09:59,449"
"Oh, I don't care if it's mean!","01:10:01,000 "," 01:10:03,207"
Everybody's got dead people.,"01:10:03,360 "," 01:10:05,249"
It's no excuse to get everybody else,"01:10:05,920 "," 01:10:07,570"
dead along the way!,"01:10:07,760 "," 01:10:09,649"
"Come on, Groot. Ronan has the Stone.","01:10:13,440 "," 01:10:16,125"
The only chance we got isto get to the other side of the universe,"01:10:16,280 "," 01:10:19,568"
"as fast as we can and maybe,","01:10:19,640 "," 01:10:21,529"
"just maybe, we'll be able to live full livesbefore that whackjob ever gets there.","01:10:21,680 "," 01:10:26,322"
I am Groot.,"01:10:28,800 "," 01:10:30,165"
Save them? How?,"01:10:30,320 "," 01:10:32,607"
I am Groot.,"01:10:32,760 "," 01:10:35,525"
"I know they're the only friends that we ever had,","01:10:35,680 "," 01:10:38,365"
but there's an army of Ravagers around them.,"01:10:38,440 "," 01:10:41,171"
And there's only two of us!,"01:10:41,320 "," 01:10:42,970"
3.,"01:10:44,000 "," 01:10:45,240"
Aw!,"01:10:51,840 "," 01:10:53,126"
You're making me,"01:10:54,320 "," 01:10:56,561"
beat... up,"01:10:56,720 "," 01:10:58,290"
grass!,"01:10:58,480 "," 01:10:59,481"
"The Orb is in my possession,","01:11:02,000 "," 01:11:03,729"
as I promised.,"01:11:04,840 "," 01:11:06,365"
Bring it to me.,"01:11:06,520 "," 01:11:08,045"
"Yes, that was our agreement.","01:11:08,240 "," 01:11:11,528"
"Bring you the Orb,","01:11:12,280 "," 01:11:13,930"
and you will destroy Xandar for me.,"01:11:14,120 "," 01:11:17,647"
"However, now that I know it contains an Infinity Stone,","01:11:17,800 "," 01:11:22,362"
I wonder what use I have for you.,"01:11:22,520 "," 01:11:24,522"
"Boy,","01:11:24,680 "," 01:11:26,205"
I would reconsider your current course.,"01:11:26,520 "," 01:11:28,966"
Master! You cannot!,"01:11:30,120 "," 01:11:32,361"
Thanos is the most powerful being in the universe.,"01:11:32,520 "," 01:11:35,046"
Not anymore.,"01:11:35,680 "," 01:11:37,330"
You call me boy!,"01:12:00,160 "," 01:12:02,401"
"I will unfurl 1,000 years of Kree justice on Xandar,","01:12:02,560 "," 01:12:07,122"
and burn it to its core!,"01:12:07,280 "," 01:12:10,807"
"Then, Thanos,","01:12:10,960 "," 01:12:12,928"
I am coming for you.,"01:12:13,080 "," 01:12:15,048"
"After Xandar, you are going to kill my father?","01:12:17,400 "," 01:12:20,324"
You dare to oppose me?,"01:12:20,800 "," 01:12:22,643"
You see what he has turned me into.,"01:12:22,800 "," 01:12:24,643"
"If you kill him, I will help youdestroy a thousand planets.","01:12:24,720 "," 01:12:28,964"
You betray me?,"01:12:29,760 "," 01:12:31,285"
Steal my money?,"01:12:32,200 "," 01:12:33,201"
Stop it! Leave him alone!,"01:12:33,320 "," 01:12:34,924"
"When I picked you up as a kid,","01:12:35,320 "," 01:12:37,402"
these boys wanted to eat you.,"01:12:37,560 "," 01:12:39,881"
They ain't never tasted Terran before.,"01:12:40,080 "," 01:12:42,481"
I saved your life!,"01:12:42,640 "," 01:12:44,369"
"Oh, will you shut up about that? God!","01:12:44,440 "," 01:12:46,602"
"20 years, you been throwing that in my face,","01:12:46,760 "," 01:12:49,081"
"like it's some great thing, not eating me.","01:12:49,160 "," 01:12:51,891"
Normal people don't even think about eating someone else!,"01:12:51,960 "," 01:12:55,521"
Much less that person having to be grateful for it!,"01:12:55,720 "," 01:12:58,166"
"You abducted me, man.","01:12:58,320 "," 01:12:59,446"
You stole me from my home and from my family.,"01:13:00,480 "," 01:13:02,721"
You don't give a damn about your Terra!,"01:13:02,880 "," 01:13:05,008"
You're scared,"01:13:05,520 "," 01:13:06,521"
because you're soft in here.,"01:13:06,680 "," 01:13:08,808"
"Here, right here!","01:13:08,880 "," 01:13:09,961"
Yondu!,"01:13:10,320 "," 01:13:11,321"
Listen to me.,"01:13:11,480 "," 01:13:12,720"
Ronan has something called an Infinity Stone.,"01:13:12,800 "," 01:13:15,041"
"I know what he's got, girl.","01:13:15,160 "," 01:13:16,969"
Then you know we must get it back!,"01:13:17,160 "," 01:13:19,447"
He's gonna use it to wipe out Xandar.,"01:13:19,600 "," 01:13:23,002"
We have to warn them.Billions of people will perish.,"01:13:23,160 "," 01:13:26,209"
"Is that what she's been filling your head with, boy?","01:13:26,280 "," 01:13:28,931"
Sentiment?,"01:13:29,000 "," 01:13:30,001"
Eating away your brain like maggots!,"01:13:31,480 "," 01:13:33,323"
That's it.,"01:13:38,080 "," 01:13:39,491"
No!,"01:13:40,160 "," 01:13:41,207"
But a captain's gotta teach his menwhat happens to those what cross him.,"01:13:42,920 "," 01:13:46,447"
Captain's gotta teach stuff!,"01:13:46,600 "," 01:13:47,840"
"If you kill me now,","01:13:50,680 "," 01:13:52,921"
you are saying goodbye tothe biggest score you have ever seen.,"01:13:53,080 "," 01:13:57,210"
The Stone?,"01:14:02,360 "," 01:14:03,771"
I hope you got something better than that.,"01:14:04,520 "," 01:14:06,488"
Because ain't nobody stealing from Ronan.,"01:14:06,640 "," 01:14:09,291"
We got a ringer.,"01:14:10,480 "," 01:14:11,811"
Is that right?,"01:14:11,960 "," 01:14:13,371"
She knows everything there is to know about Ronan.,"01:14:14,520 "," 01:14:16,887"
"His ships,","01:14:17,040 "," 01:14:18,280"
his army.,"01:14:18,440 "," 01:14:20,010"
He's vulnerable.,"01:14:20,160 "," 01:14:22,003"
"Hey, what do you say, Yondu, huh?","01:14:22,800 "," 01:14:24,131"
"Me and you, taking down a marksidebyside, like the old days.","01:14:24,200 "," 01:14:27,761"
Let him go!,"01:14:35,480 "," 01:14:36,561"
"You always did have a scrote, boy!","01:14:38,280 "," 01:14:40,806"
That's why I kept you on as a young'un.,"01:14:40,960 "," 01:14:43,691"
"Captain, the shot was nondamaging.","01:14:52,000 "," 01:14:53,968"
"Attention, idiots.","01:14:54,120 "," 01:14:56,327"
The lunatic on top of this craftis holding a Hadron Enforcer.,"01:14:58,400 "," 01:15:02,200"
It's a weapon of my own design.,"01:15:02,360 "," 01:15:04,089"
What the hell?,"01:15:04,240 "," 01:15:05,366"
"If you don't hand over our companions now,","01:15:05,840 "," 01:15:08,525"
he's gonna tear your ship a new one.,"01:15:08,720 "," 01:15:11,007"
A very big new one!,"01:15:11,160 "," 01:15:12,924"
 I ain't buyin' it. I'm giving you to the count of five.,"01:15:13,080 "," 01:15:15,924"
" 5, 4, 3... No! Wait, hold on!","01:15:16,480 "," 01:15:19,609"
"Rocket, it's me, for God sakes!","01:15:19,760 "," 01:15:21,524"
We figured it out! We're fine!,"01:15:21,680 "," 01:15:23,682"
"Oh, hey, Quill.What's going on?","01:15:23,840 "," 01:15:25,220"
You call that figured it out?,"01:15:26,920 "," 01:15:28,604"
We're gonna rob the guys who just beat us senseless.,"01:15:28,680 "," 01:15:31,001"
"Oh, you want to talk about senseless?","01:15:31,160 "," 01:15:32,605"
How about trying to save us by blowing us up?,"01:15:32,680 "," 01:15:35,001"
We were only gonna blow you upif they didn't turn you over!,"01:15:35,080 "," 01:15:37,924"
And how on earth were they gonna turn us over,"01:15:38,000 "," 01:15:39,809"
when you only gave them a count of five?,"01:15:39,960 "," 01:15:41,340"
We didn't have time to work out the minutiae,"01:15:41,640 "," 01:15:43,961"
of the plan.,"01:15:44,120 "," 01:15:45,121"
This is what we get for acting altruistically.,"01:15:45,200 "," 01:15:47,521"
 I am Groot. They are ungrateful.,"01:15:47,600 "," 01:15:49,682"
What's important now,"01:15:49,840 "," 01:15:50,966"
is we get the Ravagers' army,"01:15:51,120 "," 01:15:52,770"
to help us save Xandar.,"01:15:52,920 "," 01:15:54,126"
So we can give the Stone to Yondu,"01:15:54,200 "," 01:15:55,690"
who's just gonna sell to somebody even worse?,"01:15:55,760 "," 01:15:57,364"
We'll figure that part out later.,"01:15:57,880 "," 01:15:59,086"
We have to stop Ronan.,"01:15:59,280 "," 01:16:00,964"
How?,"01:16:01,040 "," 01:16:02,485"
I have a plan.,"01:16:02,640 "," 01:16:03,721"
You've got a plan?,"01:16:03,800 "," 01:16:04,801"
Yes.,"01:16:05,320 "," 01:16:06,321"
"First of all, you're copying me from","01:16:06,773 "," 01:16:08,015"
" when I said I had a plan. No, I'm not.","01:16:08,040 "," 01:16:09,454"
People say that all the time.It's not that unique of a thing to say.,"01:16:09,600 "," 01:16:12,524"
"Secondly, I don't even believe you have a plan.","01:16:12,600 "," 01:16:14,250"
I have part of a plan!,"01:16:14,600 "," 01:16:17,331"
What percentage of a plan do you have?,"01:16:17,480 "," 01:16:19,005"
You don't get to ask questions,"01:16:19,160 "," 01:16:20,571"
after the nonsense you pulled on Knowhere.,"01:16:20,680 "," 01:16:22,129"
I just saved Quill.,"01:16:22,440 "," 01:16:24,090"
We've already established,"01:16:24,160 "," 01:16:25,161"
that you destroying the ship that I'm on is not saving me.,"01:16:25,240 "," 01:16:26,924"
 When did we establish it? Like 3 seconds ago!,"01:16:27,000 "," 01:16:29,162"
I wasn't listening.I was thinking of something else.,"01:16:29,320 "," 01:16:31,114"
She's right. You don't get an opinion.,"01:16:32,000 "," 01:16:33,311"
What percentage?,"01:16:33,920 "," 01:16:35,001"
I don't know. 12%.,"01:16:35,160 "," 01:16:36,525"
12%?,"01:16:36,600 "," 01:16:37,965"
That's a fake laugh.,"01:16:39,960 "," 01:16:41,086"
 It's real! Totally fake.,"01:16:41,280 "," 01:16:43,009"
"That is the most real, authentic,hysterical laugh of my entire life","01:16:43,080 "," 01:16:47,688"
because that is not a plan.,"01:16:47,840 "," 01:16:48,841"
It's barely a concept.,"01:16:49,040 "," 01:16:50,451"
You're taking their side?,"01:16:50,600 "," 01:16:51,601"
I am Groot.,"01:16:51,760 "," 01:16:52,966"
"So what, it's better than 11%?","01:16:53,120 "," 01:16:54,485"
What the hell does that have to do with anything?,"01:16:54,560 "," 01:16:56,085"
"Thank you, Groot. Thank you.","01:16:56,160 "," 01:16:58,367"
See? Groot's the only one of youwho has a clue.,"01:16:58,880 "," 01:17:02,327"
Guys.,"01:17:07,360 "," 01:17:08,361"
Come on.,"01:17:09,200 "," 01:17:10,281"
Yondu is gonna be here in 2 seconds.,"01:17:10,440 "," 01:17:12,488"
He expects to hear this big plan of ours.,"01:17:12,560 "," 01:17:15,040"
I need your help.,"01:17:16,440 "," 01:17:18,363"
I look around at us.,"01:17:20,040 "," 01:17:22,407"
You know what I see?,"01:17:22,880 "," 01:17:23,927"
Losers.,"01:17:24,880 "," 01:17:25,881"
"I mean, like,","01:17:28,560 "," 01:17:30,130"
folks who have lost stuff.,"01:17:30,280 "," 01:17:32,248"
"And we have. Man, we have. All of us.","01:17:32,320 "," 01:17:34,482"
"Our homes,","01:17:35,600 "," 01:17:36,931"
"our families,","01:17:37,640 "," 01:17:39,051"
normal lives.,"01:17:40,160 "," 01:17:42,083"
"And, usually, life takes morethan it gives. But not today.","01:17:42,240 "," 01:17:44,971"
"Today, it's given us something.","01:17:45,800 "," 01:17:47,325"
It has given us a chance.,"01:17:47,480 "," 01:17:49,050"
To do what?,"01:17:49,200 "," 01:17:50,565"
To give a shit.,"01:17:52,400 "," 01:17:53,765"
For once.,"01:17:54,520 "," 01:17:56,329"
Not run away.,"01:17:56,520 "," 01:17:58,522"
"I, for one, am not gonna stand by and watch","01:18:01,360 "," 01:18:03,840"
as Ronan wipes out billions of innocent lives.,"01:18:03,920 "," 01:18:07,003"
"But, Quill, stopping Ronan,","01:18:08,120 "," 01:18:10,726"
it's impossible.,"01:18:11,800 "," 01:18:13,848"
You're asking us to die.,"01:18:14,360 "," 01:18:16,647"
"Yeah, I guess I am.","01:18:23,320 "," 01:18:25,209"
Quill.,"01:18:38,040 "," 01:18:39,166"
I have lived most my life surrounded by my enemies.,"01:18:43,360 "," 01:18:46,682"
I will be grateful to die among my friends.,"01:18:50,720 "," 01:18:54,930"
"You are an honorable man, Quill.","01:18:59,240 "," 01:19:01,163"
I will fight beside you.,"01:19:02,880 "," 01:19:05,087"
"And in the end,","01:19:06,280 "," 01:19:07,805"
I will see my wife and daughter again.,"01:19:09,760 "," 01:19:11,808"
I am Groot.,"01:19:17,760 "," 01:19:20,923"
"Oh, what the hell.I don't got that long a lifespan, anyway.","01:19:31,240 "," 01:19:34,483"
Now I'm standing. Y'all happy?,"01:19:40,480 "," 01:19:42,721"
We're all standing up now.,"01:19:43,200 "," 01:19:45,362"
"Bunch of jackasses, standing in a circle.","01:19:45,520 "," 01:19:48,808"
The Stone reacts to anything organic.,"01:19:56,040 "," 01:19:57,565"
"The bigger the target, the bigger the power surge.","01:19:57,720 "," 01:19:59,768"
All Ronan's got to do is touch the Stoneto the planet's surface and zap.,"01:19:59,840 "," 01:20:03,003"
"All plants, animals,","01:20:03,160 "," 01:20:04,810"
 Nova Corps. Everything will die.,"01:20:04,960 "," 01:20:06,450"
So Ronan does not make the surface.,"01:20:07,080 "," 01:20:09,048"
Rocket will lead a teamto blow a hole,"01:20:12,000 "," 01:20:13,968"
in the Dark Aster's starboard hull.,"01:20:14,160 "," 01:20:16,288"
"Then, our craft and Yondu's will enter.","01:20:16,440 "," 01:20:20,525"
Won't there be hundreds of Sakaaran soldiers inside?,"01:20:20,600 "," 01:20:23,410"
I think of Sakaaran as paper people.,"01:20:23,480 "," 01:20:26,324"
"Once they know we're on board,","01:20:32,440 "," 01:20:33,521"
Ronan will isolate himself behindimpenetrable security doors on deck.,"01:20:33,720 "," 01:20:37,122"
Which I can disable by dismantling the power source.,"01:20:37,200 "," 01:20:39,646"
"We'll make it to the flight deck,","01:20:39,800 "," 01:20:41,529"
and I'll use the Hadron Enforcer to kill Ronan.,"01:20:41,600 "," 01:20:44,604"
"Once Ronan is dead, we will retrieve the Stone.","01:20:47,160 "," 01:20:50,243"
Use these devices to contain it.,"01:20:50,760 "," 01:20:52,842"
"If you touch it,","01:20:53,280 "," 01:20:54,611"
it will kill you.,"01:20:55,360 "," 01:20:56,691"
I'll contactone of the Nova officers,"01:20:59,520 "," 01:21:01,443"
who arrested us.,"01:21:01,520 "," 01:21:02,760"
"Hopefully, they'll believe we're there to help.","01:21:02,840 "," 01:21:04,490"
There's one more thing we need to complete the plan.,"01:21:06,080 "," 01:21:09,243"
That guy's eye.,"01:21:10,000 "," 01:21:11,206"
"No! No, we don't. No, we don't need","01:21:12,120 "," 01:21:14,646"
that guy's eye.,"01:21:14,800 "," 01:21:16,131"
"No, seriously, I need it!It's important to me.","01:21:17,240 "," 01:21:19,846"
"Ronan's fleet has been spotted,","01:21:24,520 "," 01:21:26,204"
and will arrive in Tminus,"01:21:26,280 "," 01:21:27,406"
15 minutes.,"01:21:27,560 "," 01:21:29,164"
"Remember, boy.","01:21:29,560 "," 01:21:31,050"
"At the end of all this,","01:21:31,480 "," 01:21:33,369"
I get the Stone.,"01:21:33,520 "," 01:21:34,806"
"You cross me, we kill you all.","01:21:34,960 "," 01:21:37,406"
"Let's go get 'em, boys!","01:22:00,040 "," 01:22:01,371"
This is a terrible plan.,"01:22:10,880 "," 01:22:12,120"
"Hey, you're the one who saidyou wanted to die among friends.","01:22:12,320 "," 01:22:14,402"
Nova Prime.,"01:22:19,480 "," 01:22:20,481"
I received a transmission,"01:22:22,040 "," 01:22:23,246"
from one of the Ravagers.,"01:22:23,400 "," 01:22:24,640"
He says Ronan's in possession ofsomething called an Infinity Stone,"01:22:25,200 "," 01:22:27,771"
and he's headed toward Xandar.,"01:22:27,960 "," 01:22:29,325"
Good God.,"01:22:29,400 "," 01:22:30,606"
It's a trick. He's a criminal.,"01:22:30,760 "," 01:22:32,683"
Did he say why we should believe him?,"01:22:32,880 "," 01:22:35,326"
He said his crew just escaped from prison,"01:22:35,400 "," 01:22:37,562"
so he'd have no other reasonto risk coming to Xandar to help.,"01:22:37,760 "," 01:22:40,730"
He says that he's an,"01:22:41,560 "," 01:22:42,721"
ahole.,"01:22:43,760 "," 01:22:44,807"
"But he's not,","01:22:45,160 "," 01:22:46,366"
"and I'm quoting him, here,","01:22:46,560 "," 01:22:48,289"
100% a dick.,"01:22:48,400 "," 01:22:50,607"
Do you believe him?,"01:22:50,760 "," 01:22:52,046"
"I don't know that I believe anyone is 100% a dick, ma'am.","01:22:52,720 "," 01:22:55,803"
"I mean, do you believe that he is here to help?","01:22:55,880 "," 01:22:58,804"
Yeah.,"01:23:02,520 "," 01:23:03,521"
A fleet approaches.,"01:23:13,600 "," 01:23:15,090"
They appear to be Ravagers.,"01:23:15,520 "," 01:23:17,124"
Fire!,"01:23:28,200 "," 01:23:29,281"
Cover it down.,"01:23:40,640 "," 01:23:41,801"
Submerge!,"01:23:41,960 "," 01:23:43,883"
"Rocket, hurry!","01:23:56,840 "," 01:23:58,046"
"All pilots, dive!","01:24:04,560 "," 01:24:05,766"
They're beneath us!,"01:24:05,920 "," 01:24:07,081"
Evacuate the city.,"01:24:15,920 "," 01:24:17,331"
Our priority is to get our people away from the battle.,"01:24:17,480 "," 01:24:20,962"
"Forward thrust, now!","01:24:28,000 "," 01:24:29,001"
Come on!,"01:24:42,520 "," 01:24:43,521"
Quill! Yondu! Now!,"01:24:45,240 "," 01:24:46,844"
"AW, hell!","01:25:09,160 "," 01:25:10,650"
"I'm going down, Quill!","01:25:10,800 "," 01:25:12,245"
"No more games with me, boy!","01:25:12,400 "," 01:25:14,164"
I'll see you,"01:25:14,320 "," 01:25:15,367"
at the end of this!,"01:25:15,520 "," 01:25:17,249"
"There are too many of them, Rocket!","01:25:23,520 "," 01:25:24,965"
We'll never make it up there!,"01:25:25,720 "," 01:25:27,449"
Peter Quill.,"01:25:42,480 "," 01:25:43,606"
This is Denarian Saal of the Nova Corps.,"01:25:43,760 "," 01:25:46,161"
"For the record, I advised against trusting you here.","01:25:46,320 "," 01:25:49,608"
They got my dick message!,"01:25:49,760 "," 01:25:51,125"
Prove me wrong.,"01:25:51,560 "," 01:25:52,721"
Yes!,"01:26:00,200 "," 01:26:02,089"
Yes!,"01:26:23,280 "," 01:26:24,361"
We're just like Kevin Bacon.,"01:26:27,760 "," 01:26:29,569"
The starboard kern has been breached!,"01:26:33,680 "," 01:26:35,205"
We have been boarded.,"01:26:35,360 "," 01:26:36,691"
Continue our approach.,"01:26:36,760 "," 01:26:38,171"
But the Nova Corps have engaged.,"01:26:38,320 "," 01:26:39,606"
None of that will matter once we reach the surface.,"01:26:39,760 "," 01:26:42,411"
Seal security doors!,"01:26:42,520 "," 01:26:43,521"
Now!,"01:26:43,760 "," 01:26:44,807"
Get out of my way!,"01:26:46,520 "," 01:26:48,807"
"Oh, man.","01:27:00,040 "," 01:27:01,565"
"All Nova pilots, interlock and form a blockade.","01:27:01,720 "," 01:27:06,089"
The Dark Aster must not reach the ground.,"01:27:06,280 "," 01:27:10,126"
Locked in!,"01:27:22,640 "," 01:27:23,846"
Locked in.,"01:27:24,640 "," 01:27:25,846"
We're locked in.,"01:27:27,400 "," 01:27:28,401"
I can barely see.,"01:28:06,680 "," 01:28:08,887"
When did you learn to do that?,"01:28:35,240 "," 01:28:36,969"
Pretty sure the answer is,"01:28:37,520 "," 01:28:38,601"
I am Groot.,"01:28:38,760 "," 01:28:40,364"
The flight deck is 300 meters this way.,"01:28:41,520 "," 01:28:44,046"
I want you all to know that I am gratefulfor your acceptance after my blunders.,"01:28:47,280 "," 01:28:50,648"
It is pleasing to once again have,"01:28:51,200 "," 01:28:53,407"
friends.,"01:28:54,040 "," 01:28:55,041"
"You, Quill, are my friend.","01:28:56,120 "," 01:28:59,010"
Thanks.,"01:28:59,080 "," 01:29:00,286"
" This dumb tree, he is my friend. Mmm.","01:29:00,480 "," 01:29:03,211"
"And this green whore, she, too...","01:29:04,720 "," 01:29:05,926"
"Oh, you must stop!","01:29:06,040 "," 01:29:07,565"
"Gamora, look at what you have done.","01:29:10,440 "," 01:29:13,205"
You have always been weak.,"01:29:13,920 "," 01:29:15,888"
"You stupid, traitorous...","01:29:16,160 "," 01:29:18,288"
Nobody talks to my friends like that.,"01:29:23,440 "," 01:29:25,761"
Head to the flight deck.,"01:29:26,920 "," 01:29:28,001"
I'll shut down the power to the security doors.,"01:29:28,160 "," 01:29:30,811"
Yondu Udonta.,"01:29:38,800 "," 01:29:40,609"
Order your men to turn on the Nova Corps.,"01:29:40,760 "," 01:29:44,242"
"Enough nonsense, Ravager!","01:30:01,040 "," 01:30:02,565"
Time to die...,"01:30:02,720 "," 01:30:04,529"
"Nebula, please.","01:30:37,240 "," 01:30:38,287"
"Enough of this. Necrocraft pilots,","01:30:52,800 "," 01:30:55,531"
enact immolation initiative.,"01:30:55,720 "," 01:30:57,768"
They're divebombing the city!,"01:31:01,280 "," 01:31:02,805"
"Denarian Saal, should we break formation?","01:31:02,880 "," 01:31:04,689"
No! Hold your positions.,"01:31:04,840 "," 01:31:06,490"
"Keep Ronan up there, Saal.","01:31:38,120 "," 01:31:39,531"
We'll take care of the people down here.,"01:31:39,720 "," 01:31:41,324"
I can't believe I'm taking orders from a hamster.,"01:31:41,400 "," 01:31:43,607"
StarLord.,"01:31:46,800 "," 01:31:48,040"
Finally.,"01:31:48,520 "," 01:31:49,521"
Ah!,"01:31:55,080 "," 01:31:56,286"
You thief!,"01:32:00,440 "," 01:32:01,487"
You will never make it to Ronan.,"01:32:13,360 "," 01:32:16,204"
Everybody shoot them before they hit the ground.,"01:32:21,960 "," 01:32:24,201"
Come on!,"01:32:32,840 "," 01:32:34,205"
Finger to the throat means death.,"01:33:17,040 "," 01:33:20,522"
Metaphor.,"01:33:26,360 "," 01:33:27,771"
"Yeah, sorta.","01:33:27,920 "," 01:33:29,206"
