Line,Strat Time,End Time
No! Our sources within the Kyln sayGamora has her own plans for the Orb.,"00:32:11,000 "," 00:32:15,369"
"Look, your partnership with Thanos","00:32:15,520 "," 00:32:18,091"
is at risk.,"00:32:18,240 "," 00:32:20,004"
Thanos requires your presence. Now!,"00:32:20,880 "," 00:32:24,487"
"With all due respect, Thanos,your daughter made this mess,","00:32:30,440 "," 00:32:34,126"
and yet you summon me.,"00:32:34,200 "," 00:32:35,725"
"I would lower my voice, Accuser.","00:32:35,800 "," 00:32:37,723"
"First, she lost a battle with some primitive.","00:32:37,800 "," 00:32:39,882"
Thanos put Gamora under your charge.,"00:32:39,960 "," 00:32:41,769"
Then she was apprehended by the Nova Corps.,"00:32:41,920 "," 00:32:44,651"
You are the one here with nothing to show for it.,"00:32:44,800 "," 00:32:46,643"
Your sources say that she meantto betray us the whole time!,"00:32:46,720 "," 00:32:50,805"
Lower your tone!,"00:32:50,880 "," 00:32:52,166"
I may be your...,"00:32:52,360 "," 00:32:53,361"
I only ask that you take this matter seriously.,"00:33:01,560 "," 00:33:05,451"
"The only matter I do not take seriously, boy,","00:33:06,560 "," 00:33:10,281"
is you.,"00:33:10,680 "," 00:33:11,966"
Your politics bore me.,"00:33:12,680 "," 00:33:15,206"
Your demeanor is that of a pouty child.,"00:33:15,360 "," 00:33:18,443"
"And, apparently, you alienatedmy favorite daughter, Gamora.","00:33:18,520 "," 00:33:23,242"
"I shall honor our agreement, Kree,","00:33:25,760 "," 00:33:28,809"
if you bring me the Orb.,"00:33:28,880 "," 00:33:30,689"
"But return to me again emptyhanded,","00:33:31,600 "," 00:33:34,080"
and I will bathe the starways in your blood.,"00:33:34,680 "," 00:33:37,604"
"Thanks, Dad. Sounds fair.","00:33:40,920 "," 00:33:42,809"
This is one fight you won't win.,"00:33:45,120 "," 00:33:47,851"
Let's head to the Kyln.,"00:33:49,080 "," 00:33:50,764"
"If we're gonna get out of here,","00:33:59,280 "," 00:34:00,486"
we're gonna need to get into that watchtower.,"00:34:00,600 "," 00:34:02,329"
"And to do that, I'm gonna need a few things.","00:34:02,480 "," 00:34:04,164"
The guards wear security bands,"00:34:05,120 "," 00:34:06,804"
to control their ins and outs. I need one.,"00:34:06,960 "," 00:34:09,327"
Leave it to me.,"00:34:09,800 "," 00:34:11,165"
"That dude, there.I need his prosthetic leg.","00:34:11,360 "," 00:34:14,170"
His leg?Yeah.,"00:34:14,280 "," 00:34:15,930"
"God knows I don't need the rest of him.Look at him, he's useless.","00:34:16,080 "," 00:34:18,322"
All right.,"00:34:18,480 "," 00:34:19,641"
"And finally, on the wall back thereis a black panel. Blinky yellow light.","00:34:19,800 "," 00:34:24,044"
 Do you see it? Yeah.,"00:34:24,200 "," 00:34:26,202"
"There's a quarnyx battery behind it.Purplish box, green wires.","00:34:26,280 "," 00:34:30,410"
"To get into that watchtower, I definitely need it.","00:34:30,480 "," 00:34:32,642"
How are we supposed to do that?,"00:34:32,720 "," 00:34:34,165"
"Well, supposably, these baldbodies find you attractive.","00:34:34,240 "," 00:34:36,527"
"So, maybe you can work out some sort of trade.","00:34:36,600 "," 00:34:38,250"
You must be joking.,"00:34:38,320 "," 00:34:39,481"
"No, I really heard they find you attractive.","00:34:39,560 "," 00:34:41,369"
"Look, it's 20 feet up in the air,","00:34:41,440 "," 00:34:43,090"
and it's in the middle of the mostheavilyguarded part of the prison.,"00:34:43,160 "," 00:34:45,606"
It's impossible to get up there without being seen.,"00:34:45,680 "," 00:34:48,445"
"I got one plan,","00:34:48,520 "," 00:34:49,567"
"and that plan requires a frickin' quarnyx battery,","00:34:49,640 "," 00:34:51,768"
so figure it out!,"00:34:51,840 "," 00:34:52,921"
Oh!,"00:34:53,000 "," 00:34:54,126"
Can I get back to it? Thanks.,"00:34:54,360 "," 00:34:56,283"
"Now, this is important.","00:34:56,360 "," 00:34:58,283"
"Once the battery is removed,","00:34:58,360 "," 00:34:59,930"
everything is gonna slam into emergency mode.,"00:35:00,000 "," 00:35:02,446"
"Once we have it, we gotta move quickly,","00:35:02,520 "," 00:35:05,251"
so you definitely need to get that last.,"00:35:05,320 "," 00:35:08,210"
Or we could just get it first and improvise.,"00:35:13,880 "," 00:35:16,042"
 I'll get the armband. Leg.,"00:35:16,120 "," 00:35:18,202"
"Prisoner,","00:35:30,280 "," 00:35:31,281"
"drop the device immediately and retreat to your cell,","00:35:31,480 "," 00:35:34,245"
or we will open fire.,"00:35:34,440 "," 00:35:36,329"
I am,"00:35:42,360 "," 00:35:44,408"
Groot!,"00:35:44,560 "," 00:35:47,291"
Fire!,"00:35:47,440 "," 00:35:48,805"
All prisoners return to your sleeping areas.,"00:36:01,400 "," 00:36:03,767"
You idiot!,"00:36:09,400 "," 00:36:10,765"
How am I supposed to fight these things without my stuff?,"00:36:10,840 "," 00:36:13,605"
The animal is in control.,"00:36:19,800 "," 00:36:21,325"
Fire on my command!,"00:36:21,560 "," 00:36:23,528"
Creepy little beast!,"00:36:42,960 "," 00:36:44,325"
"Oh, yeah.","00:36:50,880 "," 00:36:53,963"
You need my what?,"00:37:05,920 "," 00:37:07,729"
 I'll need this. Good luck.,"00:37:23,880 "," 00:37:25,405"
It's internally wired.,"00:37:25,560 "," 00:37:26,971"
I'll figure something out.,"00:37:27,120 "," 00:37:28,770"
Drop the leg!,"00:37:32,280 "," 00:37:33,884"
Drop the leg and move back to your cell!,"00:37:33,960 "," 00:37:36,566"
Rocket!,"00:37:51,480 "," 00:37:52,811"
Move to the watchtower!,"00:37:55,600 "," 00:37:58,001"
You!,"00:38:28,960 "," 00:38:30,007"
Man who has lain with an A'askavariian!,"00:38:31,000 "," 00:38:32,604"
"It was one time, man.","00:38:34,040 "," 00:38:36,122"
We need all available guards in full combat gear...,"00:38:37,880 "," 00:38:40,451"
Whoa!,"00:38:55,800 "," 00:38:56,926"
"Spare me your foul gaze, woman.","00:39:02,840 "," 00:39:04,330"
Why is this one here?,"00:39:05,440 "," 00:39:06,487"
We promised him he could stayby your side until he kills your boss.,"00:39:07,040 "," 00:39:09,520"
"I always keep my promises,","00:39:09,680 "," 00:39:10,920"
when they're to musclebound whackjobs,"00:39:11,000 "," 00:39:12,650"
who will kill me if I don't. Here you go.,"00:39:12,720 "," 00:39:14,134"
"Oh, I was just kidding about the leg.","00:39:14,760 "," 00:39:16,410"
I just need these two things.,"00:39:16,480 "," 00:39:17,606"
" What? No, I thought it'd be funny.","00:39:17,680 "," 00:39:19,409"
Was it funny?,"00:39:19,480 "," 00:39:20,561"
"Oh, wait, what did he look like hopping around?","00:39:20,720 "," 00:39:22,404"
"I had to transfer him 30,000 units!","00:39:22,480 "," 00:39:24,448"
How are we going to leave?,"00:39:27,320 "," 00:39:28,446"
"Well, he's got a plan.","00:39:30,520 "," 00:39:32,045"
Right? Or is thatanother thing you made up?,"00:39:32,200 "," 00:39:33,884"
I have a plan! I have a plan!,"00:39:33,960 "," 00:39:35,485"
Cease your yammering,"00:39:35,680 "," 00:39:37,250"
and relieve us from this irksome confinement.,"00:39:37,400 "," 00:39:38,970"
"Yeah, I'll have to agree with the walking thesaurus","00:39:39,120 "," 00:39:40,485"
on that one.,"00:39:40,640 "," 00:39:42,404"
Do not ever call me a thesaurus.,"00:39:42,480 "," 00:39:44,960"
"It's just a metaphor, dude.","00:39:45,760 "," 00:39:46,807"
His people are completely literal.Metaphors are gonna go over his head.,"00:39:46,960 "," 00:39:49,850"
Nothing goes over my head.,"00:39:49,920 "," 00:39:51,570"
My reflexes are too fast. I would catch it.,"00:39:51,720 "," 00:39:54,803"
I'm gonna die surrounded bythe biggest idiots in the galaxy.,"00:39:55,480 "," 00:39:59,326"
Those are some big guns.,"00:40:05,520 "," 00:40:06,851"
On my command!,"00:40:08,160 "," 00:40:09,321"
Number 1!,"00:40:10,240 "," 00:40:11,241"
"Rodent, we are ready for your plan.","00:40:13,128 "," 00:40:14,335"
Hold on!,"00:40:14,360 "," 00:40:16,124"
Number 2!,"00:40:17,160 "," 00:40:18,969"
I recognize this animal.,"00:40:19,840 "," 00:40:21,649"
We'd roast them over a flame pit as children.,"00:40:21,720 "," 00:40:23,961"
Their flesh was quite delicious.,"00:40:24,040 "," 00:40:25,246"
Not helping!,"00:40:25,440 "," 00:40:26,601"
Number 3!,"00:40:26,760 "," 00:40:27,761"
All fire on my command!,"00:40:33,920 "," 00:40:36,651"
3!,"00:40:37,080 "," 00:40:38,161"
2!,"00:40:38,640 "," 00:40:39,846"
1!,"00:40:40,280 "," 00:40:41,441"
"He turned off the artificial gravity,","00:40:55,800 "," 00:40:57,609"
everywhere but in here.,"00:40:57,760 "," 00:40:59,728"
I told you I had a plan.,"00:41:38,400 "," 00:41:40,323"
That was a pretty good plan.,"00:42:03,040 "," 00:42:04,280"
Huh?,"00:42:04,640 "," 00:42:05,721"
Yeah! There it is. Get my ship.,"00:42:15,600 "," 00:42:16,886"
"It's the Milano, the orange and blue oneover in the corner.","00:42:17,240 "," 00:42:19,925"
They crumpled my pants up into a ball.,"00:42:20,000 "," 00:42:21,764"
That's rude! They folded yours.,"00:42:21,920 "," 00:42:23,922"
The Orb's there. Let's go.,"00:42:32,200 "," 00:42:34,123"
" Wait, wait, wait. What?","00:42:34,320 "," 00:42:36,891"
That bastard didn't put it back.,"00:42:36,960 "," 00:42:38,689"
 Put what back? Here.,"00:42:39,160 "," 00:42:41,686"
Get them to the ship. I will be right back.,"00:42:41,840 "," 00:42:43,569"
 How are you gonna possibly... Just keep the Milano close by.,"00:42:43,640 "," 00:42:46,246"
Go.,"00:42:46,320 "," 00:42:47,606"
Go!,"00:42:47,760 "," 00:42:49,046"
"Ah, my neck!","00:43:09,280 "," 00:43:11,169"
"Well, how's he gonna get to us?","00:43:15,840 "," 00:43:17,126"
He declined to share that information with me.,"00:43:17,600 "," 00:43:19,568"
"Well, screw this, then!","00:43:19,640 "," 00:43:20,641"
I ain't waiting around for some humie with a death wish.,"00:43:21,440 "," 00:43:23,568"
"You got the Orb, right?","00:43:23,640 "," 00:43:24,926"
Yes.,"00:43:25,120 "," 00:43:26,690"
"If we don't leave now, we will be blown to bits.","00:43:49,320 "," 00:43:52,051"
No!,"00:43:52,120 "," 00:43:53,121"
We're not leaving without the Orb.,"00:43:53,200 "," 00:43:55,202"
Behold.,"00:44:03,840 "," 00:44:05,171"
This one shows spirit.,"00:44:12,640 "," 00:44:14,768"
He shall make a keen ally in the battle against Ronan.,"00:44:14,880 "," 00:44:17,724"
"Companion, what were you retrieving?","00:44:17,920 "," 00:44:20,321"
You're an imbecile.,"00:44:26,520 "," 00:44:28,124"
"Whoa, whoa, whoa.","00:44:37,480 "," 00:44:38,641"
"Yo, Ranger Rick! What are you doing?","00:44:38,720 "," 00:44:40,131"
You can't take apart my ship without asking me!,"00:44:40,320 "," 00:44:42,846"
" See, what is this? Don't touch that!","00:44:43,000 "," 00:44:44,843"
It's a bomb.,"00:44:44,920 "," 00:44:45,921"
 A bomb? Yup.,"00:44:46,000 "," 00:44:47,001"
And you leave it lying around?,"00:44:47,200 "," 00:44:48,804"
I was gonna put it in a box.,"00:44:48,960 "," 00:44:50,530"
What's a box gonna do?,"00:44:50,680 "," 00:44:51,727"
 How about this one? No! Whoa. Hey!,"00:44:51,880 "," 00:44:54,042"
 Leave it alone. Why? What is it?,"00:44:54,200 "," 00:44:55,201"
 Shut up. Hey!,"00:44:55,280 "," 00:44:56,770"
What is that?,"00:44:58,080 "," 00:44:59,127"
That's for if things get really hardcore.,"00:44:59,280 "," 00:45:02,011"
Or if you wanna blow up moons.,"00:45:02,440 "," 00:45:03,726"
No one's blowing up moons.,"00:45:03,800 "," 00:45:05,290"
You just wanna suck the joy out of everything.,"00:45:05,440 "," 00:45:07,522"
"So, listen, I'm gonna need your buyer's coordinates.","00:45:07,720 "," 00:45:09,802"
We're heading in the right direction.For now.,"00:45:10,320 "," 00:45:13,130"
"If we're gonna work together,you might try trusting me a little bit.","00:45:13,200 "," 00:45:15,680"
And how much do you trust me?,"00:45:15,840 "," 00:45:17,285"
I'd trust you a lot more if you told me what this was.,"00:45:17,480 "," 00:45:20,450"
Because I'm guessing it's some kind of weapon.,"00:45:21,360 "," 00:45:24,284"
I don't know what it is.,"00:45:24,440 "," 00:45:25,726"
"If it's a weapon, we should use it against Ronan.","00:45:25,800 "," 00:45:28,121"
"Put it down, you fool.You'll destroy us all.","00:45:28,280 "," 00:45:30,203"
"Or just you, murderess!","00:45:30,320 "," 00:45:31,321"
"I let you live once, princess!","00:45:31,480 "," 00:45:33,084"
 I am not a princess! Hey!,"00:45:33,240 "," 00:45:35,288"
Nobody is killing anybody on my ship!,"00:45:35,440 "," 00:45:39,001"
We're stuck together until we get the money.,"00:45:39,720 "," 00:45:43,247"
I have no interest in money.,"00:45:43,400 "," 00:45:45,528"
Great.,"00:45:45,720 "," 00:45:46,960"
That means more money for the 3 of us.,"00:45:48,240 "," 00:45:51,323"
Mmm?,"00:45:52,520 "," 00:45:53,567"
For the 4 of us.,"00:45:54,000 "," 00:45:55,729"
Partners.,"00:45:56,040 "," 00:45:57,201"
"We have an agreement,","00:45:57,280 "," 00:45:58,884"
but I would never be partners with the likes of you.,"00:45:58,960 "," 00:46:00,754"
I'll tell the buyer we're on our way.,"00:46:01,400 "," 00:46:03,084"
"And Quill, your ship is filthy.","00:46:04,160 "," 00:46:07,448"
"Oh, she has no idea.","00:46:12,080 "," 00:46:13,605"
"If I had a black light,","00:46:14,200 "," 00:46:16,202"
the place would look like a Jackson Pollock painting.,"00:46:16,280 "," 00:46:18,760"
"You got issues, Quill.","00:46:19,400 "," 00:46:21,129"
I swear.I don't know where they went! I swear.,"00:46:28,880 "," 00:46:32,441"
"If he knew where they were headed,","00:46:33,480 "," 00:46:34,686"
he would have already told us.,"00:46:34,760 "," 00:46:35,921"
Yeah.,"00:46:36,000 "," 00:46:37,001"
"Ronan,","00:46:37,560 "," 00:46:38,561"
the Nova Corps sent a fleet to defend the prison.,"00:46:38,720 "," 00:46:41,803"
"Well, then,","00:46:41,880 "," 00:46:42,881"
send Necrocraft to every corner of the quadrant.,"00:46:43,040 "," 00:46:46,249"
"Find the Orb. Any means, any price.","00:46:46,400 "," 00:46:49,802"
And this place?,"00:46:49,960 "," 00:46:51,371"
The Nova can't know what we're after.,"00:46:51,520 "," 00:46:52,965"
Cleanse it!,"00:46:54,520 "," 00:46:56,409"
Do you got any other cute little buggers like this one?,"00:46:59,280 "," 00:47:01,282"
I like to stick 'em all in a row on my control console.,"00:47:01,800 "," 00:47:05,441"
I can't tell if you're joking or not.,"00:47:05,920 "," 00:47:07,922"
He's being fully serious.,"00:47:08,120 "," 00:47:10,202"
"In that case, I can show you...","00:47:10,360 "," 00:47:12,601"
"But first, you gonna tell me what this Orb is,","00:47:13,160 "," 00:47:15,561"
and why everybody cares so damn much about it.,"00:47:15,640 "," 00:47:17,847"
"And then you gonna tell me,","00:47:18,400 "," 00:47:20,164"
who out there might wanna buy it.,"00:47:20,320 "," 00:47:22,448"
"Sir, the highend community is a...","00:47:22,600 "," 00:47:25,251"
The highend community is a...,"00:47:28,160 "," 00:47:30,288"
It's a tightknit...,"00:47:30,360 "," 00:47:31,771"
Tightknit...,"00:47:31,920 "," 00:47:33,126"
The highend community is a very tightknit...,"00:47:33,280 "," 00:47:35,009"
I cannot possibly betray,"00:47:36,280 "," 00:47:37,645"
the confidentiality of my buyers!,"00:47:38,200 "," 00:47:39,884"
"Now, who again is this buyer of yours?","00:47:51,080 "," 00:47:53,447"
Carina.,"00:47:57,080 "," 00:47:58,525"
"Yes, Master.","00:47:58,600 "," 00:47:59,726"
"Your people do have elbows, do they not?","00:47:59,800 "," 00:48:02,804"
"We do, Master.","00:48:03,320 "," 00:48:04,731"
Then use them.,"00:48:04,880 "," 00:48:07,850"
I don't have to remind you,"00:48:09,120 "," 00:48:10,565"
what happened to the last attendant who disappointed me.,"00:48:10,640 "," 00:48:13,689"
Do I?,"00:48:14,240 "," 00:48:15,651"
"Chop, chop.Our guests will be here soon.","00:48:18,240 "," 00:48:22,484"
Heads up! We're inbound.,"00:48:26,280 "," 00:48:28,886"
Whoa.,"00:48:44,400 "," 00:48:45,561"
What is it?,"00:48:48,240 "," 00:48:49,321"
It's called Knowhere.,"00:48:50,360 "," 00:48:52,328"
The severed head of an ancient celestial being.,"00:48:52,400 "," 00:48:55,370"
"Be wary headed in, rodent.","00:48:55,760 "," 00:48:57,569"
There are no regulations whatsoever here.,"00:48:58,720 "," 00:49:01,883"
"Hundreds of years ago, the Tivan Group sent workers in","00:49:26,240 "," 00:49:29,130"
to mine the organic matter within the skull.,"00:49:29,200 "," 00:49:31,806"
"Bone, brain tissue, spinal fluid.","00:49:31,880 "," 00:49:34,087"
"All rare resources, highly valuedin black markets across the galaxy.","00:49:34,280 "," 00:49:39,127"
"It's dangerous and illegal work,suitable only for outlaws.","00:49:39,480 "," 00:49:43,087"
"Well, I come from a planet of outlaws.","00:49:43,240 "," 00:49:44,969"
"Billy the Kid,","00:49:45,520 "," 00:49:46,681"
"Bonnie and Clyde, John Stamos.","00:49:46,840 "," 00:49:48,808"
"It sounds like a place, which I would like to visit.","00:49:49,000 "," 00:49:50,490"
"Yeah, you should.","00:49:50,560 "," 00:49:51,607"
Excuse me.,"00:49:53,080 "," 00:49:54,127"
 Watch your wallets. Can you spare any units?,"00:49:54,200 "," 00:49:56,567"
Get out of here.,"00:50:04,000 "," 00:50:05,650"
Your buyer's in there?,"00:50:10,800 "," 00:50:12,848"
We are to wait here for his representative.,"00:50:13,320 "," 00:50:15,129"
Get out of here!,"00:50:15,320 "," 00:50:16,765"
This is no respectable establishment.,"00:50:16,920 "," 00:50:19,127"
What do you expect us to do while we wait?,"00:50:19,280 "," 00:50:21,328"
Yes! Yes!,"00:50:23,120 "," 00:50:24,246"
Whoa!,"00:50:24,920 "," 00:50:26,126"
Yahoo!,"00:50:33,240 "," 00:50:34,651"
"My Orloni has won,","00:50:41,640 "," 00:50:43,404"
as I won at all things!,"00:50:43,600 "," 00:50:45,364"
"Now, let's put more of this liquid into our bodies.","00:50:46,040 "," 00:50:48,725"
That's the first thing you saidthat wasn't batshit crazy!,"00:50:48,880 "," 00:50:52,851"
"Man, you wouldn't believewhat they charge for fuel out here.","00:50:54,266 "," 00:50:56,335"
I might actually lose money on this job.,"00:50:56,360 "," 00:50:58,601"
My connection is making us wait.,"00:50:58,760 "," 00:51:00,410"
"It's just a negotiation tactic.Trust me, this is my specialty.","00:51:00,880 "," 00:51:04,851"
"Where yours is more,","00:51:05,040 "," 00:51:06,883"
"Stab, stab. Those are my terms.","00:51:07,160 "," 00:51:09,925"
My father didn't stress diplomacy.,"00:51:11,160 "," 00:51:12,605"
Thanos?,"00:51:12,760 "," 00:51:13,841"
He's not my father.,"00:51:15,600 "," 00:51:16,965"
"When Thanos took my home world,","00:51:18,240 "," 00:51:19,571"
he killed my parents in front of me.,"00:51:19,760 "," 00:51:22,001"
"He tortured me,","00:51:23,000 "," 00:51:24,411"
turned me into a weapon.,"00:51:24,600 "," 00:51:27,001"
"When he said he was going to destroyan entire planet for Ronan,","00:51:27,520 "," 00:51:31,525"
I couldn't stand by and...,"00:51:31,680 "," 00:51:33,648"
Why would you risk your life for this?,"00:51:38,520 "," 00:51:40,522"
My mother gave it to me.,"00:51:42,600 "," 00:51:44,204"
My mom liked sharing with me all thepop songs that she loved growing up.,"00:51:46,200 "," 00:51:48,931"
"I happened to have it on me,","00:51:49,040 "," 00:51:50,041"
when I was...,"00:51:50,520 "," 00:51:52,363"
The day that she...,"00:51:53,120 "," 00:51:54,963"
"You know, when I left Earth.","00:51:57,360 "," 00:51:59,124"
What do you do with it?,"00:52:00,040 "," 00:52:01,246"
Do? Nothing. You listen to it.Or you can dance.,"00:52:01,400 "," 00:52:05,086"
I'm a warrior and an assassin.I do not dance.,"00:52:05,240 "," 00:52:09,882"
Really?,"00:52:10,040 "," 00:52:11,201"
"On my planet, there's a legend about people like you.","00:52:11,360 "," 00:52:15,570"
It's called,"00:52:15,720 "," 00:52:17,006"
Footloose.,"00:52:17,360 "," 00:52:18,566"
"And in it, a great hero","00:52:18,720 "," 00:52:22,725"
"named Kevin Bacon,","00:52:22,880 "," 00:52:24,211"
"teaches an entire city full of people withsticks up their butts that dancing, well...","00:52:25,040 "," 00:52:29,762"
It's the greatest thing there is.,"00:52:31,000 "," 00:52:32,923"
Who put the sticks up their butts?,"00:52:33,720 "," 00:52:35,324"
"What? No, that's just a...","00:52:35,480 "," 00:52:36,925"
 That is cruel. It's just a phrase,"00:52:37,080 "," 00:52:38,889"
people use.,"00:52:39,040 "," 00:52:41,247"
The melody is pleasant!,"00:52:59,760 "," 00:53:01,922"
 No! Ow! What the hell?,"00:53:19,040 "," 00:53:21,202"
"I know who you are, Peter Quill!","00:53:21,360 "," 00:53:22,725"
And I am not some starryeyed waifhere to succumb to your...,"00:53:22,880 "," 00:53:26,089"
Your pelvic sorcery!,"00:53:26,280 "," 00:53:28,408"
That is not what is happening here.,"00:53:28,600 "," 00:53:29,965"
"Oh, no.","00:53:35,040 "," 00:53:36,929"
Stop it!,"00:53:46,160 "," 00:53:47,491"
"Whoa, whoa, what are you doing?","00:53:47,880 "," 00:53:48,949"
This vermin speaks of affairs he knows nothing about!,"00:53:49,320 "," 00:53:52,403"
 That is true! He has no respect!,"00:53:52,560 "," 00:53:54,483"
 That is also true! Hold on! Hold on!,"00:53:54,640 "," 00:53:57,007"
"Keep calling me vermin, tough guy!","00:53:57,160 "," 00:53:59,162"
You just wanna laugh at me like everyone else!,"00:53:59,400 "," 00:54:01,402"
"Rocket, you're drunk. All right?No one's laughing at you.","00:54:01,560 "," 00:54:04,131"
He thinks I'm some stupid thing!He does!,"00:54:04,280 "," 00:54:07,011"
"Well, I didn't ask to get made!","00:54:07,160 "," 00:54:09,162"
"I didn't ask to be torn apart,","00:54:09,680 "," 00:54:11,682"
"and put back together, over and over","00:54:11,840 "," 00:54:13,763"
and turned into some...,"00:54:13,920 "," 00:54:16,002"
Some little monster!,"00:54:16,280 "," 00:54:17,281"
"Rocket, no one's calling you a monster.","00:54:17,480 "," 00:54:19,369"
He called me vermin!,"00:54:19,520 "," 00:54:21,648"
She called me rodent!,"00:54:21,800 "," 00:54:24,406"
Let's see if you can laugh,"00:54:24,560 "," 00:54:25,925"
after 5 or 6 good shots to your frickin' face!,"00:54:26,000 "," 00:54:29,049"
"No, no, no, no!","00:54:29,240 "," 00:54:30,651"
4 billion units! Rocket!,"00:54:30,800 "," 00:54:32,962"
"Come on, man. Hey!","00:54:33,160 "," 00:54:34,127"
Suck it up for one more lousy night,"00:54:34,200 "," 00:54:35,201"
and you're rich.,"00:54:35,360 "," 00:54:37,010"
Fine.,"00:54:45,600 "," 00:54:46,886"
"But I can't promise, when all this is over","00:54:47,360 "," 00:54:48,809"
I'm not gonna kill every last one of you jerks.,"00:54:48,960 "," 00:54:50,581"
See? That's exactly whynone of you have any friends!,"00:54:50,720 "," 00:54:54,202"
"5 seconds after you meet somebody,you're already trying to kill them!","00:54:54,840 "," 00:54:57,491"
"We have traveled, halfway across the quadrant.","00:54:57,560 "," 00:55:01,531"
And Ronan is no closer to being dead.,"00:55:01,680 "," 00:55:03,682"
 Drax! Let him go.,"00:55:06,040 "," 00:55:08,088"
We don't need him.,"00:55:08,280 "," 00:55:09,486"
Milady Gamora.,"00:55:12,040 "," 00:55:13,883"
I'm here to fetch you for my master.,"00:55:14,080 "," 00:55:15,889"
"Okay, this isn't creepy at all.","00:55:22,200 "," 00:55:24,123"
We house the galaxy's largest collection,"00:55:24,560 "," 00:55:27,404"
"of fauna, relics, and species of all manner.","00:55:28,120 "," 00:55:30,566"
"I present to you,","00:55:37,240 "," 00:55:38,401"
"Taneleer Tivan, The Collector.","00:55:38,920 "," 00:55:42,606"
"Oh, my dear Gamora.","00:55:56,400 "," 00:55:58,528"
How wonderful to meet in the flesh.,"00:55:59,320 "," 00:56:01,721"
"Let's bypass the formalities, Tivan.","00:56:01,960 "," 00:56:04,440"
We have what we discussed.,"00:56:04,960 "," 00:56:07,406"
What is that thing there?,"00:56:08,280 "," 00:56:12,922"
I am Groot.,"00:56:13,080 "," 00:56:14,809"
I never thought I'd meet a Groot.,"00:56:18,880 "," 00:56:20,530"
Sir...,"00:56:20,680 "," 00:56:22,125"
You must allow me to pay you nowso that I may own your carcass.,"00:56:22,840 "," 00:56:26,083"
"At the moment of your death, of course.","00:56:26,240 "," 00:56:29,130"
I am Groot.,"00:56:29,320 "," 00:56:30,526"
"Why, so he could turn you into a frickin' chair?","00:56:30,680 "," 00:56:33,445"
That's your pet?,"00:56:33,560 "," 00:56:34,561"
 His what? Tivan.,"00:56:35,880 "," 00:56:37,530"
"We have been halfwayaround the galaxy, retrieving this Orb.","00:56:38,160 "," 00:56:41,881"
"Very well, then.","00:56:42,080 "," 00:56:44,128"
Let us see what you brought.,"00:56:44,280 "," 00:56:46,760"
"3 quarnyx batteries, 7 cases of Cotati seeds.","00:57:00,440 "," 00:57:03,171"
"No, cases. Last time, you sent me...","00:57:03,320 "," 00:57:06,688"
Uh...,"00:57:06,760 "," 00:57:07,886"
You shall send a message for me.,"00:57:08,320 "," 00:57:11,244"
"Oh, my new friends.","00:57:11,640 "," 00:57:13,085"
"Before creation itself,","00:57:14,440 "," 00:57:17,569"
there were 6 singularities.,"00:57:17,720 "," 00:57:19,449"
"Then the universe exploded into existence,","00:57:21,680 "," 00:57:25,401"
and the remnants of these systems,"00:57:25,560 "," 00:57:27,608"
were forged into concentrated ingots.,"00:57:27,760 "," 00:57:31,207"
Infinity Stones.,"00:57:31,960 "," 00:57:34,247"
"These stones, it seems,","00:57:35,400 "," 00:57:36,890"
can only be brandished,"00:57:37,040 "," 00:57:38,883"
by beings of extraordinary strength.,"00:57:39,040 "," 00:57:42,522"
Observe.,"00:57:42,680 "," 00:57:43,727"
These carriers can use the Stoneto mow down entire civilizations,"00:57:46,920 "," 00:57:52,768"
like wheat in a field.,"00:57:52,840 "," 00:57:56,367"
There's a little pee coming out of me right now.,"00:57:57,840 "," 00:58:00,127"
"Once, for a moment,","00:58:00,880 "," 00:58:02,166"
"a group was able to share the energy amongst themselves,","00:58:02,320 "," 00:58:06,370"
but even they were quickly destroyed by it.,"00:58:06,520 "," 00:58:09,490"
Beautiful.,"00:58:15,640 "," 00:58:17,369"
Beyond compare.,"00:58:19,160 "," 00:58:21,640"
"Blah, blah, blah.","00:58:21,720 "," 00:58:23,722"
"We're all very fascinated, whitey.But we'd like to get paid.","00:58:23,800 "," 00:58:27,486"
How would you like to get paid?,"00:58:29,400 "," 00:58:30,765"
"What do you think,fancy man? Units!","00:58:30,920 "," 00:58:32,968"
"Very well, then.","00:58:34,440 "," 00:58:35,521"
Carina.,"00:58:41,120 "," 00:58:42,485"
Stand back.,"00:58:42,800 "," 00:58:43,801"
I will no longer be your slave!,"00:58:44,440 "," 00:58:47,125"
No!,"00:58:47,280 "," 00:58:48,725"
What the...,"00:59:36,040 "," 00:59:37,121"
How could I think Tivan could containwhatever was within the Orb?,"00:59:47,040 "," 00:59:49,361"
What do you still have it for?,"00:59:49,480 "," 00:59:51,562"
"What are we gonna do, leave it in there?","00:59:51,640 "," 00:59:53,020"
I can't believe you had that in your purse!,"00:59:53,040 "," 00:59:54,963"
"It's not a purse, it's a knapsack!","00:59:55,680 "," 00:59:56,853"
We have to bring this to the Nova Corps.,"00:59:57,000 "," 00:59:58,729"
There's a chance they can contain it.,"00:59:59,320 "," 01:00:00,731"
Are you kidding me?,"01:00:00,800 "," 01:00:01,801"
We're wanted by the Nova Corps.Just give it to Ronan!,"01:00:01,960 "," 01:00:04,804"
So he can destroy the galaxy?,"01:00:04,960 "," 01:00:06,200"
