Line,Strat Time,End Time
Stop massaging his muscles.,"00:30:21,488 "," 00:30:23,198"
Wake him up.,"00:30:24,991 "," 00:30:25,992"
Wake.,"00:30:29,078 "," 00:30:30,079"
Who the hell are you guys?,"00:30:47,680 "," 00:30:49,933"
"The entire time I knew Thanos,he only ever had one goal.","00:30:52,727 "," 00:30:56,356"
To bring balanceto the universe,"00:30:56,523 "," 00:30:58,233"
by wiping outhalf of all life.,"00:30:58,316 "," 00:31:00,485"
"He used to kill peopleplanet by planet,","00:31:01,402 "," 00:31:03,613"
massacre by massacre.,"00:31:03,696 "," 00:31:05,073"
Including my own.,"00:31:05,365 "," 00:31:06,741"
If he getsall six Infinity Stones...,"00:31:06,908 "," 00:31:08,493"
he can do it with the snapof his fingers like this.,"00:31:08,660 "," 00:31:10,870"
You seem to knowa great deal about Thanos.,"00:31:11,871 "," 00:31:14,457"
Gamorais the daughter of Thanos.,"00:31:14,624 "," 00:31:18,419"
Your father killed my brother.,"00:31:22,465 "," 00:31:24,551"
"Oh, boy.","00:31:24,884 "," 00:31:26,094"
"Stepfather, technically.","00:31:26,261 "," 00:31:27,929"
And she hates himas much as you do.,"00:31:28,096 "," 00:31:30,014"
Families can be tough.,"00:31:33,726 "," 00:31:35,270"
"Before my father died,","00:31:35,436 "," 00:31:36,771"
he told methat I had a halfsister...,"00:31:36,854 "," 00:31:38,606"
that he imprisoned in Hel.,"00:31:38,773 "," 00:31:41,025"
And then she returned homeand stabbed me in the eye.,"00:31:41,192 "," 00:31:44,153"
So I had to kill her.,"00:31:44,320 "," 00:31:45,613"
"That's life though,isn't it, I guess.","00:31:45,780 "," 00:31:47,824"
Goes round and round and...,"00:31:47,907 "," 00:31:49,158"
I feel your pain.,"00:31:49,993 "," 00:31:50,994"
"I feel your pain as well,because...","00:31:51,160 "," 00:31:53,454"
"I mean,it's not a competition,","00:31:53,621 "," 00:31:54,789"
but I've been through a lot.,"00:31:54,872 "," 00:31:55,999"
My father killed my mother.,"00:31:56,165 "," 00:31:57,834"
And then I had to killmy father.,"00:31:58,001 "," 00:31:59,127"
That was hard.,"00:31:59,210 "," 00:32:00,712"
Probably even harderthan having to kill a sister.,"00:32:00,878 "," 00:32:03,756"
"Plus, I came out withboth my eyes, which was...","00:32:04,299 "," 00:32:07,176"
"I need a hammer, not a spoon.","00:32:07,343 "," 00:32:09,053"
"How do I open this thing?Is there some sort of, uh...","00:32:10,888 "," 00:32:13,975"
"A 4digit code, maybe?Maybe a birthdate.","00:32:14,517 "," 00:32:17,061"
" Uh, what are you doing? Taking your pod.","00:32:17,145 "," 00:32:20,523"
"No, you're not.","00:32:21,983 "," 00:32:23,026"
"You will not be takingour pod today, sir.","00:32:25,153 "," 00:32:29,032"
"Uh... Quill, are you makingyour voice deeper?","00:32:29,532 "," 00:32:32,910"
 No. You are.,"00:32:34,829 "," 00:32:36,456"
You're imitating the godman.It's weird.,"00:32:36,623 "," 00:32:39,334"
"No, I'm not.","00:32:39,500 "," 00:32:40,668"
 He just did it again! This is my voice.,"00:32:40,835 "," 00:32:42,879"
Are you mocking me?,"00:32:49,052 "," 00:32:50,053"
 Are you mocking me? Stop it. You did it again.,"00:32:50,511 "," 00:32:53,431"
He's trying to copy me.,"00:32:53,931 "," 00:32:54,932"
I need you to stop doing that.,"00:32:55,016 "," 00:32:56,017"
 Enough! He's doing it first.,"00:32:56,184 "," 00:32:57,810"
We need to stop Thanos.,"00:32:57,977 "," 00:32:59,354"
Which meanswe need to find out,"00:32:59,520 "," 00:33:01,064"
where he's going next.,"00:33:01,147 "," 00:33:02,148"
Knowhere.,"00:33:02,315 "," 00:33:03,566"
He must be going somewhere.,"00:33:03,733 "," 00:33:05,401"
"No, no. Knowhere?","00:33:05,568 "," 00:33:07,570"
It's a place.We've been there. It sucks.,"00:33:07,737 "," 00:33:10,406"
" Excuse me, that's our food. Not anymore.","00:33:10,573 "," 00:33:12,992"
"Thor, why would hego to Knowhere?","00:33:13,409 "," 00:33:16,579"
Because for years...,"00:33:16,746 "," 00:33:17,914"
the Reality Stone's beensafely stored there,"00:33:18,081 "," 00:33:20,249"
with a mancalled the Collector.,"00:33:20,333 "," 00:33:21,751"
"If it's with theCollector, then it's not safe.","00:33:21,918 "," 00:33:23,503"
Only an idiotwould give that man a stone.,"00:33:23,670 "," 00:33:25,463"
 Or a genius. How do you know...,"00:33:25,546 "," 00:33:26,923"
he's not goingfor one of the other stones?,"00:33:27,090 "," 00:33:29,634"
There are six stonesout there.,"00:33:29,801 "," 00:33:32,178"
Thanos already hasthe Power Stone...,"00:33:32,345 "," 00:33:34,555"
because he stole it last weekwhen he decimated Xandar.,"00:33:34,722 "," 00:33:38,017"
He stole the Space Stonefrom me...,"00:33:38,476 "," 00:33:40,520"
when he destroyed my ship andslaughtered half my people.,"00:33:40,687 "," 00:33:43,356"
The Time and Mind Stonesare safe on Earth.,"00:33:43,523 "," 00:33:45,149"
They're with the Avengers.,"00:33:45,233 "," 00:33:46,234"
 The Avengers? Earth's mightiest heroes.,"00:33:46,567 "," 00:33:48,820"
Like Kevin Bacon?,"00:33:48,986 "," 00:33:50,113"
He may be on the team.I don't know.,"00:33:50,279 "," 00:33:51,572"
I haven't been therein a while.,"00:33:51,656 "," 00:33:52,657"
"As for the Soul Stone, well,no one's ever seen that.","00:33:52,824 "," 00:33:55,034"
No one even knows where it is.,"00:33:55,201 "," 00:33:56,828"
Therefore Thanos can't get it.,"00:33:56,994 "," 00:33:58,746"
Therefore he's goingto Knowhere.,"00:33:58,830 "," 00:34:00,289"
Hence he'll be gettingthe Reality Stone.,"00:34:00,456 "," 00:34:02,875"
You're welcome.,"00:34:03,042 "," 00:34:04,085"
Then we have to goto Knowhere now.,"00:34:04,252 "," 00:34:05,461"
Wrong. Where we have to gois Nidavellir.,"00:34:05,628 "," 00:34:09,298"
 That's a madeup word. All words are made up.,"00:34:09,757 "," 00:34:11,592"
Nidavellir is real? Seriously?,"00:34:11,759 "," 00:34:14,846"
That place is a legend.,"00:34:15,012 "," 00:34:16,639"
"They make the most powerful,horrific weapons","00:34:16,806 "," 00:34:18,224"
to ever torment the universe.,"00:34:18,307 "," 00:34:20,351"
"I would very much liketo go there, please.","00:34:20,518 "," 00:34:22,562"
The rabbit is correct,"00:34:22,729 "," 00:34:23,730"
and clearly the smartestamong you.,"00:34:23,813 "," 00:34:24,814"
Rabbit?,"00:34:24,939 "," 00:34:25,982"
Only Eitri the Dwarf canmake me the weapon I need.,"00:34:26,149 "," 00:34:28,401"
"I assumeyou're the captain, sir.","00:34:28,568 "," 00:34:29,777"
You're very perceptive.,"00:34:29,944 "," 00:34:30,945"
You seem like a noble leader.,"00:34:31,112 "," 00:34:32,321"
Will you join meon my quest to Nidavellir?,"00:34:32,405 "," 00:34:33,990"
"Let me just ask the captain.Oh, wait a second, it's me!","00:34:34,157 "," 00:34:36,951"
 Yeah. I'll go. Wonderful!,"00:34:37,118 "," 00:34:38,870"
"Uh, except for thatI'm the captain.","00:34:39,036 "," 00:34:40,163"
Quiet.,"00:34:40,246 "," 00:34:41,247"
 That's my backpack. Go sit down.,"00:34:41,330 "," 00:34:42,915"
"Look, this is my ship.","00:34:43,082 "," 00:34:44,709"
And I'm not goin' to...,"00:34:44,876 "," 00:34:46,627"
"Wait, what kinda weaponare we talkin' about here?","00:34:47,628 "," 00:34:49,714"
The Thanoskilling kind.,"00:34:49,881 "," 00:34:51,132"
Don't you think that we shouldall have a weapon like that?,"00:34:51,966 "," 00:34:53,468"
No. You simply lackthe strength to wield them.,"00:34:53,634 "," 00:34:55,678"
Your bodies would crumble,"00:34:55,845 "," 00:34:56,929"
as your minds collapsedinto madness.,"00:34:57,013 "," 00:34:58,181"
Is it weird that I wanna do iteven more now?,"00:34:58,347 "," 00:35:00,266"
"Mmm, a little bit, yeah.","00:35:00,433 "," 00:35:01,601"
If we don't go to Knowhere,"00:35:01,768 "," 00:35:03,019"
and Thanos retrievesanother stone...,"00:35:03,102 "," 00:35:04,687"
he'll be too powerful to stop.,"00:35:04,854 "," 00:35:06,397"
 He already is. I got it figured out.,"00:35:06,564 "," 00:35:08,733"
We got two ships,"00:35:08,900 "," 00:35:10,610"
and a large assortmentof morons.,"00:35:10,693 "," 00:35:12,069"
So me and Groot will gowith the pirate angel here.,"00:35:12,236 "," 00:35:15,490"
And the moronswill go to Knowhere,"00:35:15,656 "," 00:35:16,824"
to try to stop Thanos.,"00:35:16,908 "," 00:35:18,493"
 Cool? Cool. So cool.,"00:35:18,659 "," 00:35:20,578"
For the record...,"00:35:20,745 "," 00:35:22,038"
I know thatyou're going with him,"00:35:22,789 "," 00:35:24,123"
because it's whereThanos isn't.,"00:35:24,207 "," 00:35:25,291"
"You know, you really shouldn't","00:35:25,458 "," 00:35:26,959"
"talk that wayto your captain, Quill.","00:35:27,043 "," 00:35:29,170"
"Come on, Groot.","00:35:30,129 "," 00:35:31,464"
Put that game down.You'll rot your brain.,"00:35:32,006 "," 00:35:34,717"
"I bid you farewelland good luck, morons.","00:35:38,429 "," 00:35:41,265"
Bye.,"00:35:41,432 "," 00:35:42,558"
Vis?,"00:35:57,323 "," 00:35:58,449"
Is it the stone again?,"00:35:58,908 "," 00:36:00,827"
It's as ifit's speaking to me.,"00:36:00,993 "," 00:36:02,620"
What does it say?,"00:36:03,246 "," 00:36:04,956"
"I don't... I don't know,but something.","00:36:05,873 "," 00:36:08,209"
Hey.,"00:36:09,794 "," 00:36:11,671"
Tell me what you feel.,"00:36:21,514 "," 00:36:24,016"
I just feel you.,"00:36:31,023 "," 00:36:33,734"
So there's a 10:00 a.m.to Glasgow...,"00:36:41,909 "," 00:36:43,828"
which would give us more timetogether before you went back.,"00:36:43,995 "," 00:36:45,997"
What ifI miss that train?,"00:36:46,163 "," 00:36:47,623"
There's an 11:00.,"00:36:47,790 "," 00:36:48,791"
What if I missedall the trains?,"00:36:48,958 "," 00:36:51,377"
What if this timeI didn't go back?,"00:36:52,753 "," 00:36:54,463"
But you gave Stark your word.,"00:36:54,630 "," 00:36:55,965"
I'd rather give it to you.,"00:36:56,132 "," 00:36:57,300"
"Well, there are people who areexpecting me too, you know.","00:36:57,466 "," 00:36:59,427"
We both made promises.,"00:36:59,594 "," 00:37:00,928"
Not to each other.,"00:37:01,095 "," 00:37:02,805"
Wanda.,"00:37:03,222 "," 00:37:04,223"
"For 2 years,we've stolen these moments...","00:37:05,182 "," 00:37:07,518"
trying to seeif this could work and...,"00:37:07,685 "," 00:37:09,729"
I don't know.,"00:37:09,896 "," 00:37:11,480"
"You know what, I'm justgonna speak for myself.","00:37:11,647 "," 00:37:13,608"
I think...,"00:37:13,691 "," 00:37:15,484"
 It works. It works.,"00:37:15,651 "," 00:37:16,736"
It works.,"00:37:16,903 "," 00:37:18,195"
Stay.,"00:37:20,656 "," 00:37:21,908"
Stay with me.,"00:37:22,825 "," 00:37:24,493"
Or not. If I'm overstepping...,"00:37:29,248 "," 00:37:32,501"
What are they?,"00:37:39,550 "," 00:37:41,302"
What the stonewas warning me about.,"00:37:41,636 "," 00:37:44,055"
I have to go.,"00:37:54,023 "," 00:37:55,358"
"No, Vision.","00:37:55,441 "," 00:37:56,442"
"Vision, if that's true,","00:37:57,068 "," 00:37:58,319"
then maybegoing isn't the best idea.,"00:37:58,402 "," 00:38:01,197"
"Wanda, I...","00:38:02,239 "," 00:38:03,324"
Vision!,"00:38:03,491 "," 00:38:05,534"
"The blade,it stopped me from phasing.","00:38:33,688 "," 00:38:36,357"
 Is that even possible? It isn't supposed to be.,"00:38:37,274 "," 00:38:39,235"
My systems are failing.,"00:38:40,319 "," 00:38:42,029"
I'm beginning to thinkwe should have stayed in bed.,"00:38:42,947 "," 00:38:45,616"
Vis!,"00:38:48,160 "," 00:38:49,370"
"Give up the stone,and she lives.","00:38:58,254 "," 00:39:01,632"
Hands off.,"00:39:39,754 "," 00:39:40,963"
Come on. Come on.,"00:39:56,771 "," 00:39:58,022"
"Come on, you gotta get up.","00:39:58,189 "," 00:39:59,982"
You gotta get up.Come on. Hey.,"00:40:00,149 "," 00:40:02,359"
Hey. We have to go.,"00:40:03,444 "," 00:40:04,862"
Please. Please leave.,"00:40:06,781 "," 00:40:09,366"
You asked me to stay.,"00:40:09,492 "," 00:40:11,285"
 I'm staying. Please.,"00:40:12,536 "," 00:40:13,704"
 Get up. I can't.,"00:41:24,900 "," 00:41:26,610"
"We don't wanna kill you,but we will.","00:41:26,777 "," 00:41:29,488"
You'll never getthe chance again.,"00:41:29,655 "," 00:41:31,824"
Can you stand?,"00:41:47,798 "," 00:41:49,341"
"Thank you, Captain.","00:41:54,096 "," 00:41:55,514"
Let's get you on the jet.,"00:41:58,225 "," 00:41:59,852"
"Now, I thought we had a deal.","00:42:03,814 "," 00:42:07,234"
"Stay close, check in,don't take any chances.","00:42:07,401 "," 00:42:11,113"
I'm sorry.,"00:42:11,280 "," 00:42:12,615"
We just wanted time.,"00:42:12,781 "," 00:42:14,575"
"Where to, Cap?","00:42:17,286 "," 00:42:18,537"
Home.,"00:42:21,373 "," 00:42:22,875"
We'll be safe.We'll be safe.,"00:42:26,462 "," 00:42:28,505"
Zehobereians.,"00:42:53,072 "," 00:42:54,114"
Mother! Where's my mother?,"00:42:54,281 "," 00:42:56,033"
Choose a side or die.,"00:42:56,200 "," 00:42:57,534"
Mother!,"00:42:57,701 "," 00:42:59,161"
One sideis a revelation...,"00:42:59,328 "," 00:43:01,497"
the other an honorknown only to a few.,"00:43:01,664 "," 00:43:04,708"
"What's wrong, little one?","00:43:05,626 "," 00:43:07,086"
My mother. Where is my mother?,"00:43:07,711 "," 00:43:11,131"
What's your name?,"00:43:15,928 "," 00:43:17,137"
Gamora.,"00:43:18,472 "," 00:43:20,140"
"You're quite the fighter,Gamora.","00:43:20,641 "," 00:43:22,768"
Come.,"00:43:24,311 "," 00:43:25,312"
Let me help you.,"00:43:25,688 "," 00:43:26,689"
Look.,"00:43:40,202 "," 00:43:41,328"
"Pretty, isn't it?","00:43:44,999 "," 00:43:46,667"
"Perfectly balanced,as all things should be.","00:43:47,418 "," 00:43:50,879"
Too much to one sideor the other...,"00:43:51,046 "," 00:43:54,800"
Here. You try.,"00:43:58,804 "," 00:44:01,640"
"Now, go in peaceto meet your maker.","00:44:05,394 "," 00:44:08,480"
Uhuh.,"00:44:09,982 "," 00:44:11,817"
Concentrate.,"00:44:13,736 "," 00:44:15,279"
There. You've got it.,"00:44:18,240 "," 00:44:21,035"
Gamora.,"00:44:30,544 "," 00:44:31,628"
Do you know if these grenades,"00:44:32,713 "," 00:44:33,797"
are the blowoffyourjunkkind or the gas kind?,"00:44:33,881 "," 00:44:36,050"
Because I was thinking about,"00:44:36,216 "," 00:44:37,301"
hanging a coupleon my belt right here.,"00:44:37,384 "," 00:44:38,969"
But I don't want toif they're the...,"00:44:39,053 "," 00:44:40,137"
I need to ask a favor.,"00:44:40,220 "," 00:44:41,472"
"Yeah, sure.","00:44:42,389 "," 00:44:43,724"
"One way or another,","00:44:45,267 "," 00:44:46,352"
the path that we're onleads to Thanos.,"00:44:46,435 "," 00:44:48,687"
Which is whatthe grenades are for.,"00:44:50,439 "," 00:44:51,940"
"Uh, I'm sorry.What's the favor?","00:44:52,858 "," 00:44:55,194"
If things go wrong...,"00:44:57,529 "," 00:44:58,530"
If Thanos gets me...,"00:45:00,115 "," 00:45:02,284"
I want you to promise me...,"00:45:06,830 "," 00:45:08,791"
you'll kill me.,"00:45:09,833 "," 00:45:10,959"
What?,"00:45:11,710 "," 00:45:12,711"
I know something he doesn't.,"00:45:15,881 "," 00:45:18,258"
"And if he finds it out,","00:45:20,803 "," 00:45:23,013"
the entire universecould be at risk.,"00:45:23,097 "," 00:45:24,473"
What do you know?,"00:45:25,140 "," 00:45:26,225"
"If I tell you, you'd know too.","00:45:26,392 "," 00:45:28,435"
If it's so important...,"00:45:31,480 "," 00:45:33,315"
shouldn't I?,"00:45:33,482 "," 00:45:34,483"
Only if you wanna die.,"00:45:34,608 "," 00:45:35,818"
Why does somebody alwayshave to die in this scenario?,"00:45:35,984 "," 00:45:37,569"
Just...,"00:45:38,987 "," 00:45:39,988"
Trust me.And possibly kill me.,"00:45:42,408 "," 00:45:45,411"
"I mean, I'd like to.","00:45:45,577 "," 00:45:47,913"
I really would. But you...,"00:45:48,080 "," 00:45:49,915"
Swear to me.,"00:45:50,082 "," 00:45:51,291"
Swear to me on your mother.,"00:45:54,795 "," 00:45:57,089"
Okay.,"00:46:04,096 "," 00:46:05,097"
Okay.,"00:46:11,186 "," 00:46:12,312"
 Oh. Dude.,"00:46:28,537 "," 00:46:29,580"
How long have you beenstanding there?,"00:46:29,663 "," 00:46:31,206"
An hour.,"00:46:31,290 "," 00:46:32,291"
An hour?,"00:46:32,833 "," 00:46:34,084"
Are you serious?,"00:46:34,626 "," 00:46:35,919"
I've mastered the ability,"00:46:36,086 "," 00:46:38,255"
of standingso incredibly still...,"00:46:38,338 "," 00:46:41,008"
that I becomeinvisible to the eye.,"00:46:42,217 "," 00:46:44,803"
Watch.,"00:46:45,429 "," 00:46:46,430"
You're eating a zargnut.,"00:46:50,350 "," 00:46:51,935"
But my movement...,"00:46:52,394 "," 00:46:53,812"
was so slow...,"00:46:54,646 "," 00:46:56,273"
that it's imperceptible.,"00:46:57,107 "," 00:46:58,942"
"Mmm, no.","00:46:59,109 "," 00:47:00,110"
I'm sure I'm invisible.,"00:47:00,194 "," 00:47:02,529"
"Hi, Drax.","00:47:02,696 "," 00:47:03,864"
Damn it.,"00:47:06,575 "," 00:47:07,576"
This place looks deserted.,"00:47:27,471 "," 00:47:29,223"
I'm reading movementin the third quadrant.,"00:47:29,389 "," 00:47:32,142"
"Yep,I'm picking that up too.","00:47:32,309 "," 00:47:34,228"
Let's put down right here.,"00:47:35,646 "," 00:47:37,105"
I don't have it.,"00:47:48,867 "," 00:47:50,410"
Everyonein the galaxy knows,"00:47:52,538 "," 00:47:54,248"
you'd sell your own brother...,"00:47:54,331 "," 00:47:55,749"
if you thought it would addeven the slightest trinket...,"00:47:55,916 "," 00:47:57,543"
to your pathetic collection.,"00:47:57,709 "," 00:47:59,628"
"I know you havethe Reality Stone, Tivan.","00:48:07,427 "," 00:48:09,846"
Giving it to me will spare youa great deal of suffering.,"00:48:10,806 "," 00:48:14,268"
I told you.,"00:48:17,521 "," 00:48:19,106"
I sold it.,"00:48:19,898 "," 00:48:20,899"
Why would I lie?,"00:48:23,777 "," 00:48:25,779"
I imagine it's likebreathing for you.,"00:48:25,946 "," 00:48:28,156"
Like suicide.,"00:48:28,991 "," 00:48:30,701"
You do understand.,"00:48:30,867 "," 00:48:32,369"
Not even you would surrendersomething so precious.,"00:48:33,328 "," 00:48:36,331"
I didn't know what it was.,"00:48:36,498 "," 00:48:37,874"
Then you're more of a foolthan I took you for.,"00:48:38,250 "," 00:48:40,836"
It's him.,"00:48:41,211 "," 00:48:42,212"
"Last chance,charlatan.","00:48:42,379 "," 00:48:43,839"
Where's the stone?,"00:48:45,382 "," 00:48:47,342"
Today...,"00:48:47,509 "," 00:48:48,510"
Drax. Drax.,"00:48:48,927 "," 00:48:49,928"
...he pays for the deathsof my wife and daughter.,"00:48:50,095 "," 00:48:52,055"
"Drax, wait.","00:48:52,139 "," 00:48:53,181"
"Not yet, not yet, not yet.","00:48:54,683 "," 00:48:56,059"
Drax.,"00:48:56,226 "," 00:48:57,477"
"Drax, Drax, Drax.Listen to me.","00:49:01,356 "," 00:49:03,609"
He doesn't have the stone yet.,"00:49:03,775 "," 00:49:06,028"
"If we get it,then we can stop him.","00:49:06,194 "," 00:49:07,821"
We have to getthe stone first. Yeah.,"00:49:08,655 "," 00:49:11,825"
No.,"00:49:11,992 "," 00:49:13,076"
"No. For Ovette, for Camaria.","00:49:13,243 "," 00:49:16,288"
Sleep.,"00:49:16,747 "," 00:49:18,040"
Okay.,"00:49:29,968 "," 00:49:30,969"
"Gamora, Mantis, you go right.","00:49:31,136 "," 00:49:35,223"
The other right.,"00:49:36,600 "," 00:49:37,851"
Why?,"00:50:02,167 "," 00:50:03,877"
"Why you, daughter?","00:50:13,887 "," 00:50:17,974"
That was quick.,"00:50:36,576 "," 00:50:37,577"
Magnificent! Magnificent!Magnificent!,"00:50:43,375 "," 00:50:48,255"
"Is that sadnessI sense in you, daughter?","00:50:50,590 "," 00:50:53,301"
"In my heart,I knew you still cared.","00:50:56,430 "," 00:50:58,932"
But one never knows for sure.,"00:51:06,314 "," 00:51:09,568"
Reality is oftendisappointing.,"00:51:18,785 "," 00:51:21,621"
"That is, it was.","00:51:24,791 "," 00:51:27,043"
Now...,"00:51:29,087 "," 00:51:30,464"
reality can bewhatever I want.,"00:51:32,466 "," 00:51:35,260"
You knew I'd come.,"00:51:36,803 "," 00:51:38,263"
I counted on it.,"00:51:38,430 "," 00:51:40,056"
"There's something we needto discuss, little one.","00:51:40,849 "," 00:51:43,769"
Thanos!,"00:51:48,398 "," 00:51:50,108"
No!,"00:51:57,699 "," 00:51:58,742"
"Let her go, Grimace.","00:52:03,121 "," 00:52:04,706"
Peter.,"00:52:05,165 "," 00:52:06,166"
I told you to go right.,"00:52:07,626 "," 00:52:08,877"
Now? Really?,"00:52:09,461 "," 00:52:10,837"
You let her go!,"00:52:11,004 "," 00:52:12,422"
"Ah, the boyfriend.","00:52:12,839 "," 00:52:14,549"
No.,"00:52:14,716 "," 00:52:15,717"
Like to think of myself,"00:52:15,884 "," 00:52:17,052"
"more as a Titankilling,longterm booty call.","00:52:17,135 "," 00:52:19,596"
 Let her go. Peter.,"00:52:19,763 "," 00:52:21,807"
I'm gonna blow that nutsackof a chin right off your face.,"00:52:21,973 "," 00:52:26,686"
Not him.,"00:52:27,270 "," 00:52:28,772"
You promised. You promised.,"00:52:39,241 "," 00:52:42,953"
"Oh, daughter.","00:52:47,123 "," 00:52:48,333"
You expect too much from him.,"00:52:48,792 "," 00:52:51,294"
"She's asked, hasn't she?","00:52:54,881 "," 00:52:56,466"
Do it.,"00:53:00,428 "," 00:53:01,429"
Mmm.,"00:53:05,267 "," 00:53:06,518"
Do it!,"00:53:07,769 "," 00:53:09,187"
I told you to go right.,"00:53:15,944 "," 00:53:17,362"
I love you more than anything.,"00:53:19,322 "," 00:53:22,284"
I love you too.,"00:53:25,412 "," 00:53:26,913"
I like him.,"00:53:41,219 "," 00:53:42,262"
Still no word from Vision?,"00:54:13,084 "," 00:54:14,920"
Satellites lost himsomewhere over Edinburgh.,"00:54:15,045 "," 00:54:17,672"
On a stolen Quinjet,"00:54:18,298 "," 00:54:19,341"
with four of the world'smost wanted criminals.,"00:54:19,424 "," 00:54:21,217"
You know they'reonly criminals because,"00:54:21,676 "," 00:54:23,261"
"you've chosen tocall them that, right, sir?","00:54:23,345 "," 00:54:24,846"
"My God, Rhodes.","00:54:25,013 "," 00:54:26,139"
Your talent for horseshitrivals my own.,"00:54:26,306 "," 00:54:29,517"
"If it weren'tfor those Accords,","00:54:29,684 "," 00:54:30,810"
Vision would've beenright here.,"00:54:30,894 "," 00:54:32,270"
"I remember your signatureon those papers, Colonel.","00:54:33,021 "," 00:54:36,232"
That's right.,"00:54:36,733 "," 00:54:37,734"
And I'm pretty sureI paid for that.,"00:54:39,736 "," 00:54:41,571"
You have second thoughts?,"00:54:41,738 "," 00:54:42,948"
Not anymore.,"00:54:43,114 "," 00:54:44,824"
Mr. Secretary.,"00:54:50,664 "," 00:54:52,248"
You got some nerve.,"00:54:56,795 "," 00:54:58,463"
I'll give you that.,"00:54:59,130 "," 00:55:00,757"
You could usesome of that right now.,"00:55:00,924 "," 00:55:02,676"
The world's on fire.,"00:55:03,510 "," 00:55:05,762"
And you think all is forgiven?,"00:55:06,554 "," 00:55:09,641"
I'm not lookingfor forgiveness.,"00:55:10,225 "," 00:55:12,102"
And I'm way pastasking permission.,"00:55:12,185 "," 00:55:14,312"
Earth just losther best defender.,"00:55:16,272 "," 00:55:18,316"
So we're here to fight.,"00:55:18,817 "," 00:55:20,026"
And if you wannastand in our way...,"00:55:21,611 "," 00:55:23,530"
we'll fight you too.,"00:55:24,531 "," 00:55:26,449"
Arrest them.,"00:55:29,703 "," 00:55:30,704"
All over it.,"00:55:31,830 "," 00:55:33,415"
That's a courtmartial.,"00:55:38,503 "," 00:55:39,879"
"It's great to see you, Cap.","00:55:42,340 "," 00:55:43,341"
"You too, Rhodey.","00:55:44,467 "," 00:55:46,219"
Hey.,"00:55:46,302 "," 00:55:47,303"
Wow. You guys...,"00:55:48,638 "," 00:55:50,932"
really look like crap.,"00:55:51,766 "," 00:55:53,768"
Must've beena rough couple years.,"00:55:53,935 "," 00:55:55,520"
"Yeah, well, the hotelsweren't exactly five star.","00:55:55,687 "," 00:55:58,356"
"Uh, I thinkyou look great.","00:55:58,815 "," 00:56:00,984"
Uh...,"00:56:04,320 "," 00:56:05,405"
"Yeah, I'm back.","00:56:08,074 "," 00:56:10,118"
"Hi, Bruce.","00:56:11,786 "," 00:56:12,787"
Nat.,"00:56:18,334 "," 00:56:19,335"
This is awkward.,"00:56:22,756 "," 00:56:24,299"
"So we gotta assumethey're coming back, right?","00:56:26,801 "," 00:56:28,344"
And they can clearly find us.,"00:56:28,511 "," 00:56:29,679"
We need all hands on deck.Where's Clint?,"00:56:29,846 "," 00:56:32,057"
"After the wholeAccords situation,","00:56:32,348 "," 00:56:33,808"
he and Scott took a deal.It was too tough,"00:56:33,933 "," 00:56:35,435"
on their families.They're on house arrest.,"00:56:35,602 "," 00:56:37,145"
 Who's Scott? AntMan.,"00:56:37,270 "," 00:56:38,563"
There's an AntManand a SpiderMan?,"00:56:38,730 "," 00:56:40,190"
"Okay, look.","00:56:41,107 "," 00:56:42,150"
Thanos has the biggest armyin the universe...,"00:56:42,233 "," 00:56:45,070"
and he is not gonna stopuntil he gets...,"00:56:45,236 "," 00:56:48,656"
Vision's stone.,"00:56:50,492 "," 00:56:51,534"
Then we have to protect it.,"00:56:51,701 "," 00:56:52,952"
"No, we have to destroy it.","00:56:53,119 "," 00:56:54,746"
I've been givinga good deal of thought,"00:56:56,915 "," 00:56:58,208"
to this entity in my head.,"00:56:58,291 "," 00:56:59,292"
About its nature.,"00:56:59,459 "," 00:57:00,960"
But also its composition.,"00:57:01,503 "," 00:57:03,671"
I think if it were exposed,"00:57:03,838 "," 00:57:05,840"
to a sufficiently powerfulenergy source...,"00:57:05,924 "," 00:57:07,759"
"something very similar toits own signature, perhaps...","00:57:07,926 "," 00:57:11,763"
its molecular integritycould fail.,"00:57:13,348 "," 00:57:15,517"
"Yeah, and you with it.","00:57:16,059 "," 00:57:18,311"
We're not havingthis conversation.,"00:57:18,770 "," 00:57:20,230"
Eliminating the stoneis the only way,"00:57:20,396 "," 00:57:22,398"
to be certain thatThanos can't get it.,"00:57:22,482 "," 00:57:24,484"
That's too high a price.,"00:57:25,026 "," 00:57:27,237"
Only you havethe power to pay it.,"00:57:31,741 "," 00:57:34,119"
Thanos threatenshalf the universe.,"00:57:38,373 "," 00:57:40,416"
One life cannot standin the way of defeating him.,"00:57:40,583 "," 00:57:43,128"
But it should.,"00:57:43,294 "," 00:57:44,712"
"We don't trade lives, Vision.","00:57:47,215 "," 00:57:48,591"
"Captain, 70 years ago,you laid down your life...","00:57:48,758 "," 00:57:50,718"
to save how manymillions of people?,"00:57:50,885 "," 00:57:52,679"
"Tell me,why is this any different?","00:57:52,846 "," 00:57:54,889"
Because you mighthave a choice.,"00:57:55,056 "," 00:57:57,350"
Your mind is made up,"00:57:58,643 "," 00:57:59,978"
of a complex constructof overlays.,"00:58:00,061 "," 00:58:02,438"
"Jarvis, Ultron,Tony, me, the stone.","00:58:02,605 "," 00:58:06,192"
