Line,Strat Time,End Time
Let my life be sacrificed.,"00:33:35,305 "," 00:33:36,931"
"It is no less than our people did,","00:33:37,891 "," 00:33:40,601"
or you have done.,"00:33:41,269 "," 00:33:42,436"
"You will become darkness,","00:33:50,237 "," 00:33:52,196"
cursed to this existenceuntil it consumes you.,"00:33:53,407 "," 00:33:57,118"
"Until then, no power our enemiespossess can stop you.","00:34:02,374 "," 00:34:06,252"
I will tear down their defenses andensure your return to a universe reborn.,"00:34:09,339 "," 00:34:16,137"
Acting as caretakers to thesescoundrels is beneath us.,"00:34:38,368 "," 00:34:41,370"
"Oh, please!If they were beneath you,","00:34:41,538 "," 00:34:43,622"
"my rotund friend, they'd all be dead.","00:34:43,707 "," 00:34:45,833"
Keep in line!Move it!,"00:35:00,515 "," 00:35:02,516"
Odin continues tobring me new friends.,"00:35:04,019 "," 00:35:07,688"
How thoughtful.,"00:35:08,064 "," 00:35:09,815"
"The books I sent,do they not interest you?","00:35:10,066 "," 00:35:13,527"
Is that how I am to while away eternity?Reading?,"00:35:14,029 "," 00:35:17,323"
"I've done everything in my powerto make you comfortable, Loki.","00:35:17,407 "," 00:35:20,534"
Have you?,"00:35:20,619 "," 00:35:21,660"
Does Odin share your concern?,"00:35:22,704 "," 00:35:24,538"
Does Thor?,"00:35:25,999 "," 00:35:27,541"
"It must be so inconvenient,them asking after me day and night.","00:35:27,709 "," 00:35:31,337"
You know full well it was your actionsthat brought you here.,"00:35:31,421 "," 00:35:34,548"
My actions?,"00:35:35,091 "," 00:35:36,425"
I was merely giving truth to the liethat I had been fed my entire life...,"00:35:36,593 "," 00:35:39,845"
That I was born to be a king.,"00:35:39,930 "," 00:35:41,597"
A king?,"00:35:41,681 "," 00:35:43,641"
A true king admits his faults.,"00:35:43,725 "," 00:35:45,726"
What of the lives you took on Earth?,"00:35:45,852 "," 00:35:47,269"
A mere handfulcompared to the number,"00:35:47,437 "," 00:35:49,021"
that Odin has taken himself.,"00:35:49,105 "," 00:35:50,898"
 Your father... He's not my father!,"00:35:51,066 "," 00:35:53,734"
Then am I not your mother?,"00:35:56,613 "," 00:35:58,823"
You're not.,"00:36:04,037 "," 00:36:05,996"
You're always so perceptiveabout everyone but yourself.,"00:36:09,793 "," 00:36:14,755"
"When you came for me,you knew I was in trouble.","00:36:29,938 "," 00:36:33,107"
Heimdall had lost sight of you.,"00:36:33,233 "," 00:36:34,483"
You were no longer on Earth.,"00:36:34,609 "," 00:36:36,277"
How is that possible?,"00:36:36,444 "," 00:36:37,736"
I believe you were and you weren't.,"00:36:37,946 "," 00:36:39,905"
The Nine Realmstravel within Yggdrasil,"00:36:39,990 "," 00:36:42,867"
orbiting Midgard much the wayyour planets orbit the sun.,"00:36:43,159 "," 00:36:46,412"
"And every 5,000 years,the worlds align perfectly","00:36:46,580 "," 00:36:50,708"
and we call this the Convergence.,"00:36:50,792 "," 00:36:53,002"
"During this time, the bordersbetween worlds become blurred.","00:36:55,130 "," 00:36:58,799"
It's possibleyou found one of these points.,"00:36:59,467 "," 00:37:02,261"
We are lucky that it remained open.,"00:37:04,306 "," 00:37:06,515"
Once the worlds pass out of alignment,"00:37:06,683 "," 00:37:10,936"
then the connection is lost.,"00:37:12,355 "," 00:37:14,398"
I like the way you explain things.,"00:37:27,162 "," 00:37:29,538"
What's going to happen to me?,"00:37:31,833 "," 00:37:33,208"
"I'll find a way to save you, Jane.","00:37:33,376 "," 00:37:34,960"
 Your father said there was... My father doesn't know everything.,"00:37:35,128 "," 00:37:38,297"
Don't let him hear you say that.,"00:37:38,506 "," 00:37:40,174"
Jane Foster...,"00:37:41,551 "," 00:37:42,843"
"Please meet Frigga,","00:37:42,928 "," 00:37:44,261"
"Queen of Asgard, and my mother.","00:37:44,346 "," 00:37:46,263"
Hi.,"00:37:49,017 "," 00:37:50,476"
Move!,"00:38:39,609 "," 00:38:41,026"
To the dungeons!,"00:39:27,615 "," 00:39:28,866"
Come on!,"00:39:29,242 "," 00:39:30,242"
You might want to takethe stairs to the left.,"00:39:54,059 "," 00:39:56,477"
The prisons.,"00:40:07,530 "," 00:40:08,864"
 Loki... Go.,"00:40:09,032 "," 00:40:10,824"
I will look after her.,"00:40:10,992 "," 00:40:12,826"
It's as if they resent being imprisoned!,"00:40:24,255 "," 00:40:25,798"
There's no pleasing some creatures.,"00:40:29,844 "," 00:40:32,679"
"Return to your cells,no further harm will come to you.","00:40:40,688 "," 00:40:42,815"
You have my word.,"00:40:43,024 "," 00:40:44,191"
"Very well, you do not have my word.","00:40:46,027 "," 00:40:48,362"
Send a squadronto the weapons vault.,"00:40:58,248 "," 00:41:00,249"
Defend it at all costs.Secure the dungeon.,"00:41:00,375 "," 00:41:02,918"
 Odin. Frigga.,"00:41:03,086 "," 00:41:04,670"
Go!,"00:41:05,547 "," 00:41:06,547"
It's a skirmish.,"00:41:07,340 "," 00:41:08,590"
Nothing to fear.,"00:41:08,716 "," 00:41:09,883"
You've never been a very good liar.,"00:41:09,968 "," 00:41:11,468"
Take her to your chambers.,"00:41:12,428 "," 00:41:13,470"
I'll come for you when it's safe.,"00:41:13,555 "," 00:41:15,430"
You take care.,"00:41:15,557 "," 00:41:17,057"
"Despite all I have survived,","00:41:17,142 "," 00:41:18,142"
my queen still worries over me.,"00:41:19,060 "," 00:41:21,770"
It's only because I worry over you,"00:41:21,980 "," 00:41:23,105"
that you have survived.,"00:41:23,231 "," 00:41:25,065"
Listen to me now.,"00:41:27,569 "," 00:41:28,777"
"I need you to do everything I ask,no questions.","00:41:28,945 "," 00:41:31,905"
"Yes, ma'am.","00:41:32,031 "," 00:41:33,198"
Oh!,"00:42:14,240 "," 00:42:15,407"
 Ow! Ah!,"00:45:45,785 "," 00:45:47,160"
The throne of Asgardis destroyed! To the king!,"00:46:42,758 "," 00:46:45,886"
Frigga.,"00:47:01,694 "," 00:47:02,694"
"Stand down, creature,","00:47:11,496 "," 00:47:13,914"
and you may still survive this.,"00:47:14,081 "," 00:47:15,707"
"I have survived worse, woman.","00:47:15,791 "," 00:47:17,876"
Who are you?,"00:47:19,337 "," 00:47:20,712"
I am Malekith.,"00:47:21,255 "," 00:47:23,298"
And I would have what is mine.,"00:47:23,466 "," 00:47:26,092"
Ah!,"00:47:38,356 "," 00:47:39,356"
"You have taken something, child.","00:47:56,749 "," 00:47:58,917"
Give it back.,"00:47:59,961 "," 00:48:01,002"
Witch!,"00:48:15,393 "," 00:48:16,476"
Where is the Aether?,"00:48:20,189 "," 00:48:21,690"
I'll never tell you.,"00:48:21,816 "," 00:48:24,109"
I believe you.,"00:48:25,111 "," 00:48:26,319"
No!,"00:48:28,823 "," 00:48:30,991"
"The universe rotateson a 5,000year cycle","00:51:57,740 "," 00:51:59,908"
"and once a cycle, all the worlds align.","00:52:00,785 "," 00:52:03,161"
Imagine... Imagine that this is our world.,"00:52:03,829 "," 00:52:06,748"
"Oh, thank you. And this is another world.","00:52:07,500 "," 00:52:09,542"
"Normally, they're separate.","00:52:09,710 "," 00:52:11,669"
"But during the Alignment,","00:52:11,837 "," 00:52:13,546"
"everything is connected,all nine realms.","00:52:13,631 "," 00:52:17,175"
All nine realmsare passing through each other,"00:52:17,343 "," 00:52:19,511"
"and gravity, light, and even matter,","00:52:19,595 "," 00:52:21,930"
is crashing from one world to the other.,"00:52:22,223 "," 00:52:24,641"
"But if this happens to us now,the result will be cataclysmic.","00:52:26,977 "," 00:52:30,897"
My gravimetric spikes can stabilizethe focal point of the Convergence.,"00:52:30,981 "," 00:52:35,485"
"This time, the Alignment","00:52:36,195 "," 00:52:38,488"
and all the other worldswould just pass us by.,"00:52:38,572 "," 00:52:41,574"
It's beautiful.,"00:52:41,742 "," 00:52:43,243"
It's simple. Any questions?,"00:52:44,745 "," 00:52:46,913"
Yeah.,"00:52:50,042 "," 00:52:51,084"
Can I have my shoe back?,"00:52:51,544 "," 00:52:54,254"
Heal. You will need your strengthto reclaim the Aether.,"00:53:02,012 "," 00:53:06,015"
"And when you wake,we will kill them all.","00:53:06,517 "," 00:53:10,103"
Jane Foster?,"00:53:45,681 "," 00:53:46,973"
You need to come with us.,"00:53:48,642 "," 00:53:50,810"
We are still unable to restorethe palace shields.,"00:53:52,062 "," 00:53:55,148"
Our artillery cannot detect them.,"00:53:55,274 "," 00:53:56,691"
Even Heimdall cannot see them.,"00:53:56,817 "," 00:53:58,610"
"My king, we are all but defenseless.","00:54:01,989 "," 00:54:05,909"
She's your prisoner now?,"00:54:08,495 "," 00:54:09,954"
Leave us.,"00:54:12,333 "," 00:54:13,666"
I do not wish to fight with you.,"00:54:22,676 "," 00:54:24,844"
Nor I with you.,"00:54:25,346 "," 00:54:27,096"
But I intend to pursue Malekith.,"00:54:27,181 "," 00:54:29,015"
We possess the Aether.,"00:54:29,183 "," 00:54:30,475"
Malekith will come to us.,"00:54:31,143 "," 00:54:32,352"
"Yes, and he will destroy us.","00:54:32,519 "," 00:54:34,520"
You overestimatethe power of these creatures.,"00:54:34,605 "," 00:54:36,731"
"No, I value our people's lives.","00:54:36,857 "," 00:54:39,192"
"I'll take Jane to the Dark World,and draw the enemy away from Asgard.","00:54:39,360 "," 00:54:42,654"
"When Malekithpulls the Aether from Jane,","00:54:43,405 "," 00:54:45,615"
it will be exposed and vulnerable.,"00:54:45,699 "," 00:54:47,700"
And I will destroy it and him.,"00:54:47,868 "," 00:54:49,661"
"If you fail, you risk this weapon","00:54:51,705 "," 00:54:54,457"
falling into the hands of our enemies.,"00:54:54,541 "," 00:54:56,376"
The risk is far greater if we do nothing.,"00:54:56,502 "," 00:54:58,878"
"His ship could be over our headsright now,","00:54:59,004 "," 00:55:00,964"
we would never even know it.,"00:55:01,173 "," 00:55:02,382"
If and when he comes,"00:55:02,549 "," 00:55:03,716"
"his men will fallon 10,000 Asgardian blades.","00:55:03,801 "," 00:55:07,971"
And how many of our menshall fall on theirs?,"00:55:08,055 "," 00:55:09,472"
As many as are needed!,"00:55:09,598 "," 00:55:11,557"
Ah!,"00:55:14,645 "," 00:55:15,728"
We will fight!,"00:55:20,526 "," 00:55:22,068"
Till the last Asgardian breath.,"00:55:24,571 "," 00:55:27,115"
Till the last drop of Asgardian blood.,"00:55:27,908 "," 00:55:30,952"
Then how are you differentfrom Malekith?,"00:55:33,080 "," 00:55:36,207"
"The difference, my son, is that I will win.","00:55:39,420 "," 00:55:42,005"
"Jane isn't calling me back,Erik isn't calling me back,","00:55:56,311 "," 00:55:59,105"
stupid S.H.I.E.L.D.isn't calling me back.,"00:55:59,231 "," 00:56:01,149"
 What's S.H.I.E.L.D? It's a secret.,"00:56:01,275 "," 00:56:03,109"
"Hey, Erik, it's Darcy again.","00:56:03,193 "," 00:56:05,111"
"Thor came back,he took Jane to Asgard,","00:56:05,237 "," 00:56:08,031"
and I'm not surewhat I'm supposed to do.,"00:56:08,282 "," 00:56:11,743"
Something elsewent missing this week,"00:56:11,827 "," 00:56:13,745"
when astrophysicist Dr. Erik Selvig,"00:56:13,829 "," 00:56:16,956"
notable for his involvementin the alien invasion of New York,"00:56:17,082 "," 00:56:20,626"
streaked nude across...,"00:56:20,794 "," 00:56:22,086"
"Darcy,you really need to look at this.","00:56:22,254 "," 00:56:24,797"
"Your friend, Erik...","00:56:24,965 "," 00:56:26,132"
What was his last name again?,"00:56:26,216 "," 00:56:27,967"
And began shouting at visitorsto the historic site.,"00:56:28,927 "," 00:56:32,305"
He was later taken into police custody,"00:56:32,473 "," 00:56:34,515"
for psychiatric evaluation.,"00:56:35,142 "," 00:56:37,435"
Police are still refusing to confirm...,"00:56:37,603 "," 00:56:39,645"
You were not at Odin's war council.,"00:56:50,157 "," 00:56:52,200"
The Bifrost is closedby your father's orders.,"00:56:52,326 "," 00:56:54,660"
No one is to come,"00:56:54,870 "," 00:56:56,162"
or to go.,"00:56:56,246 "," 00:56:57,538"
We face an enemythat is invisible even to me.,"00:56:59,625 "," 00:57:02,335"
What use is a guardian such as that?,"00:57:02,503 "," 00:57:06,214"
"Malekith will return, you know this.","00:57:07,674 "," 00:57:10,426"
I need your help.,"00:57:12,971 "," 00:57:14,013"
I cannot overrule my king's wishes.Not even for you.,"00:57:14,640 "," 00:57:18,226"
I'm not asking you to.,"00:57:18,352 "," 00:57:19,977"
The realms need their Allfather strongand unchallenged,"00:57:20,187 "," 00:57:22,522"
whether he is or not.,"00:57:22,689 "," 00:57:25,233"
"But he is blinded, Heimdall","00:57:25,400 "," 00:57:27,110"
by hatred and by grief.,"00:57:27,194 "," 00:57:28,945"
As are we all.,"00:57:29,029 "," 00:57:30,696"
I see clearly enough.,"00:57:30,781 "," 00:57:31,989"
The risks are too great.,"00:57:32,074 "," 00:57:33,699"
Everything we do from here on is a risk.,"00:57:33,992 "," 00:57:36,702"
There is no other way.,"00:57:36,870 "," 00:57:38,579"
What do you require of me?,"00:57:42,543 "," 00:57:44,752"
What I'm about to ask of youis treason of the highest order.,"00:57:44,878 "," 00:57:48,422"
Success will bring us exileand failure shall mean our death.,"00:57:48,715 "," 00:57:52,760"
Malekith knew the Aether was here.He can sense its power.,"00:57:55,639 "," 00:57:59,725"
"If we do nothing,he will come for it again","00:58:00,269 "," 00:58:02,436"
"but this time, lay waste to all of Asgard.","00:58:02,604 "," 00:58:06,732"
We must move Jane offworld.,"00:58:07,734 "," 00:58:09,735"
The Bifrost has been shut down,"00:58:09,903 "," 00:58:11,571"
and the Tesseractlocked away in the vault.,"00:58:11,697 "," 00:58:13,406"
There are other paths off Asgard.Ways known only to a few.,"00:58:13,574 "," 00:58:17,702"
"One, actually.","00:58:17,786 "," 00:58:19,704"
No.,"00:58:21,790 "," 00:58:23,541"
Thor. After all this time,"00:58:27,921 "," 00:58:31,174"
and now you come to visit me.,"00:58:31,258 "," 00:58:33,926"
Why?,"00:58:35,137 "," 00:58:36,429"
Have you come to gloat? To mock?,"00:58:37,764 "," 00:58:40,808"
"Loki, enough.","00:58:40,934 "," 00:58:42,560"
No more illusions.,"00:58:42,978 "," 00:58:44,812"
"Now you see me, brother.","00:58:51,987 "," 00:58:54,071"
Did she suffer?,"00:59:02,789 "," 00:59:04,498"
I did not come here to share our grief.,"00:59:04,625 "," 00:59:06,959"
Instead I offer you the chanceof a far richer sacrament.,"00:59:07,085 "," 00:59:10,171"
Go on.,"00:59:11,590 "," 00:59:12,798"
I know you seek vengeanceas much as I do.,"00:59:12,966 "," 00:59:15,635"
You help me escape Asgardand I will grant it to you.,"00:59:15,719 "," 00:59:18,679"
Vengeance,"00:59:18,972 "," 00:59:20,348"
"and afterward, this cell.","00:59:20,515 "," 00:59:22,934"
You must be truly desperateto come to me for help.,"00:59:29,691 "," 00:59:34,487"
What makes you thinkyou can trust me?,"00:59:36,156 "," 00:59:37,740"
I don't.,"00:59:37,824 "," 00:59:39,242"
Mother did.,"00:59:40,953 "," 00:59:42,036"
"But you should know that whenwe fought each other in the past,","00:59:43,330 "," 00:59:45,831"
I did so with a glimmer of hope,"00:59:46,667 "," 00:59:48,125"
that my brotherwas still in there somewhere.,"00:59:48,210 "," 00:59:50,086"
That hope no longer existsto protect you.,"00:59:51,713 "," 00:59:54,173"
"You betray me, and I will kill you.","00:59:55,008 "," 00:59:58,386"
Hmm.,"01:00:01,056 "," 01:00:02,390"
When do we start?,"01:00:03,892 "," 01:00:05,601"
He will betray you.,"01:00:05,686 "," 01:00:07,019"
He will try.,"01:00:07,104 "," 01:00:08,729"
"This is so unlike you, brother.","01:00:13,318 "," 01:00:15,695"
So clandestine.,"01:00:15,862 "," 01:00:17,863"
Are you sure you wouldn'trather just punch your way out?,"01:00:17,990 "," 01:00:20,199"
"If you keep speaking, I just might.","01:00:20,993 "," 01:00:22,868"
Fine. As you wish.,"01:00:22,995 "," 01:00:24,829"
I'm not even here.,"01:00:25,205 "," 01:00:26,372"
Is this better?,"01:00:27,708 "," 01:00:29,208"
It's better company at least.,"01:00:29,376 "," 01:00:31,877"
"Still, we could be less conspicuous.","01:00:32,004 "," 01:00:35,923"
"Mmm, brother, you look ravishing.","01:00:37,509 "," 01:00:39,844"
It will hurt no lesswhen I kill you in this form.,"01:00:41,847 "," 01:00:44,390"
Very well. Perhaps youprefer one of your new companions,"01:00:44,558 "," 01:00:47,727"
given that you seemto like them so much.,"01:00:47,894 "," 01:00:49,937"
"Oh, this is much better.","01:00:50,522 "," 01:00:52,523"
Ooh.,"01:00:52,607 "," 01:00:53,607"
The costume is a bit much. So tight.,"01:00:53,942 "," 01:00:56,569"
But the confidence...,"01:00:56,737 "," 01:00:58,029"
I can feel the righteousness surging.,"01:00:58,196 "," 01:01:00,614"
"Hey, do you want to havea rousing discussion about truth?","01:01:00,782 "," 01:01:03,242"
Honor? Patriotism?,"01:01:03,702 "," 01:01:04,910"
God bless Amer...,"01:01:04,995 "," 01:01:05,995"
What?,"01:01:08,707 "," 01:01:10,041"
You could at leastfurnish me with a weapon.,"01:01:14,546 "," 01:01:16,922"
"My dagger, something.","01:01:17,090 "," 01:01:18,966"
At last.,"01:01:24,473 "," 01:01:25,723"
A little common sense.,"01:01:25,807 "," 01:01:27,516"
And I thought you liked tricks.,"01:01:33,648 "," 01:01:36,192"
"Well, what then? Your lovely mortal isbeing guarded by a legion of Einherjar","01:01:36,276 "," 01:01:40,821"
who will see you comingfrom miles away.,"01:01:40,989 "," 01:01:42,740"
I won't be the one who comes for her.,"01:01:42,824 "," 01:01:44,533"
I'm not hungry.,"01:01:52,334 "," 01:01:53,334"
What the...,"01:01:54,127 "," 01:01:55,878"
Good. Let's go.,"01:01:55,962 "," 01:01:58,214"
You're...,"01:02:03,595 "," 01:02:04,637"
"I'm Loki, you may have heard of me.","01:02:04,805 "," 01:02:06,764"
That was for New York.,"01:02:06,848 "," 01:02:09,392"
I like her.,"01:02:09,476 "," 01:02:10,851"
And what of the Allfather?,"01:02:10,977 "," 01:02:12,645"
It is my sworn duty to notify himof crimes against the throne.,"01:02:13,313 "," 01:02:17,024"
You called me here on an urgent matter.,"01:02:17,150 "," 01:02:20,778"
What is it?,"01:02:21,822 "," 01:02:22,822"
"Treason, my lord.","01:02:23,281 "," 01:02:24,573"
Whose?,"01:02:24,658 "," 01:02:25,991"
Mine.,"01:02:26,701 "," 01:02:27,743"
My king!,"01:02:28,495 "," 01:02:29,995"
The mortal has been taken.,"01:02:30,080 "," 01:02:32,081"
Stop Thor.,"01:02:35,961 "," 01:02:36,961"
By any means necessary.,"01:02:37,045 "," 01:02:39,171"
There they are! Take them.,"01:02:41,883 "," 01:02:44,385"
On my command.,"01:02:44,511 "," 01:02:45,469"
I'll hold them off. Take her.,"01:02:45,554 "," 01:02:47,763"
Thank you.,"01:02:48,390 "," 01:02:49,807"
"Betray him, and I'll kill you.","01:02:52,519 "," 01:02:54,770"
"It's good to see you, too, Sif.","01:02:57,023 "," 01:02:59,608"
Assuming you can get Loki's helpand you can free this mortal,"01:03:05,198 "," 01:03:09,535"
what good would it do?,"01:03:09,661 "," 01:03:11,162"
We'd all be dead the minutewe step one foot outside the palace.,"01:03:11,246 "," 01:03:14,123"
"That, my friend,is why we won't be leaving by foot.","01:03:14,207 "," 01:03:17,418"
I will give you as much time as I can.,"01:03:21,548 "," 01:03:23,299"
"Thank you, my friend.","01:03:23,383 "," 01:03:25,217"
If you even think about betraying him...,"01:03:29,389 "," 01:03:32,558"
You'll kill me?,"01:03:32,684 "," 01:03:34,310"
"Evidently, there will be a line.","01:03:34,394 "," 01:03:36,395"
I thought you saidyou knew how to fly this thing.,"01:03:51,703 "," 01:03:53,787"
"I said, How hard could it be?","01:03:53,955 "," 01:03:55,748"
They're on the ship!,"01:03:59,127 "," 01:04:00,127"
Get to the ship!,"01:04:00,962 "," 01:04:02,254"
"Well, whatever you're doing, brother,I suggest you do it faster.","01:04:05,967 "," 01:04:08,552"
"Shut up, Loki.","01:04:08,637 "," 01:04:11,013"
You must have missed something.,"01:04:12,182 "," 01:04:13,265"
"No, I didn't.I'm pressing every button on this thing.","01:04:13,391 "," 01:04:16,101"
"No, don't hit it. Just press it gently.","01:04:16,186 "," 01:04:17,770"
"I'm pressing it gently, it's not working!","01:04:17,896 "," 01:04:19,730"
"Ha, ha!","01:04:22,859 "," 01:04:23,859"
Get him! Get him!,"01:04:27,489 "," 01:04:29,073"
 I think you missed a column. Shut up!,"01:04:57,644 "," 01:05:00,145"
"Look,why don't you let me take over?","01:05:07,404 "," 01:05:08,654"
I'm clearly the better pilot.,"01:05:08,738 "," 01:05:09,989"
"Is that right? Well, out of the two of us,","01:05:10,282 "," 01:05:12,199"
which one can actually fly?,"01:05:12,325 "," 01:05:13,826"
"Oh, dear. Is she dead?","01:05:24,337 "," 01:05:25,921"
Jane.,"01:05:26,006 "," 01:05:27,006"
I'm okay.,"01:05:27,799 "," 01:05:28,799"
Ah!,"01:05:30,760 "," 01:05:31,927"
Not a word.,"01:05:35,932 "," 01:05:37,266"
Now they're following us.,"01:05:39,394 "," 01:05:40,769"
Now they're firing at us.,"01:05:46,151 "," 01:05:47,276"
"Yeah, thank youfor the commentary, Loki,","01:05:47,444 "," 01:05:48,777"
it's not at all distracting!,"01:05:48,862 "," 01:05:50,195"
Well done.You just decapitated your grandfather.,"01:05:54,743 "," 01:05:57,369"
"You know, this is wonderful.","01:06:08,798 "," 01:06:10,132"
This is a tremendous idea.,"01:06:10,258 "," 01:06:12,551"
"Let's steal the biggest,most obvious ship in the universe","01:06:12,719 "," 01:06:15,804"
and escape in that.,"01:06:15,972 "," 01:06:17,222"
"Flying around the city,","01:06:17,307 "," 01:06:18,474"
smashing into everything in sightso everyone can see us.,"01:06:18,558 "," 01:06:20,934"
"It's brilliant, Thor! It's truly brilliant!","01:06:21,061 "," 01:06:22,770"
I see your time in the dungeons,"01:06:37,369 "," 01:06:38,911"
"has made you no less graceful, Loki.","01:06:38,995 "," 01:06:41,580"
You lied to me.,"01:06:45,794 "," 01:06:47,753"
I'm impressed.,"01:06:49,005 "," 01:06:50,381"
I'm glad you're pleased.,"01:06:50,465 "," 01:06:51,924"
"Now, do as you promised.","01:06:52,008 "," 01:06:53,008"
And take us to your secret pathway.,"01:06:53,093 "," 01:06:54,927"
 Fandral. Right.,"01:07:18,159 "," 01:07:19,702"
For Asgard.,"01:07:23,415 "," 01:07:24,415"
"Nothing personal, boys.","01:07:30,046 "," 01:07:31,130"
Loki...,"01:07:46,438 "," 01:07:47,813"
"If it were easy, everyone would do it.","01:07:47,897 "," 01:07:51,233"
 Are you mad? Possibly.,"01:07:51,317 "," 01:07:53,318"
Tada!,"01:08:08,918 "," 01:08:10,502"
We must strike now.,"01:08:16,050 "," 01:08:19,386"
No.,"01:08:20,430 "," 01:08:21,430"
Asgard is meaningless.,"01:08:23,057 "," 01:08:28,687"
The Aether has found its way home.,"01:08:32,901 "," 01:08:34,818"
What I could do with the powerthat flows through those veins.,"01:08:50,585 "," 01:08:54,087"
It would consume you.,"01:08:54,172 "," 01:08:56,840"
She's holding up all right.,"01:08:57,801 "," 01:08:59,384"
For now.,"01:09:00,220 "," 01:09:01,345"
She's strong in waysyou'd never even know.,"01:09:01,888 "," 01:09:04,431"
Say goodbye.,"01:09:04,557 "," 01:09:05,891"
Not this day.,"01:09:05,975 "," 01:09:07,768"
"This day, the next,a hundred years, it's nothing.","01:09:07,894 "," 01:09:10,687"
It's a heartbeat.,"01:09:11,940 "," 01:09:13,482"
You'll never be ready.,"01:09:13,900 "," 01:09:15,901"
The only womanwhose love you've prized,"01:09:16,319 "," 01:09:17,820"
will be snatched from you.,"01:09:17,904 "," 01:09:19,696"
And will that satisfy you?,"01:09:19,781 "," 01:09:21,073"
Satisfaction is not in my nature.,"01:09:21,199 "," 01:09:22,741"
Surrender is not in mine.,"01:09:22,826 "," 01:09:25,035"
 The son of Odin... No.,"01:09:25,829 "," 01:09:27,329"
Not just of Odin.,"01:09:27,413 "," 01:09:29,456"
You think you alonewere loved of Mother?,"01:09:29,582 "," 01:09:31,917"
"You had her tricks, but I had her trust.","01:09:32,085 "," 01:09:34,086"
Trust?,"01:09:34,212 "," 01:09:35,504"
Was that her last expression?,"01:09:36,422 "," 01:09:37,923"
Trust? When you let her die?,"01:09:38,550 "," 01:09:40,759"
 What help were you in your cell? Who put me there?,"01:09:40,885 "," 01:09:43,595"
Who put me there?,"01:09:43,680 "," 01:09:45,097"
You know damn well!,"01:09:45,223 "," 01:09:46,223"
You know damn well who!,"01:09:46,933 "," 01:09:48,684"
She wouldn't want us to fight.,"01:09:54,941 "," 01:09:57,609"
"Well, she wouldn't exactly be shocked.","01:09:58,736 "," 01:10:01,280"
I wish I could trust you.,"01:10:05,994 "," 01:10:08,495"
Trust my rage.,"01:10:23,011 "," 01:10:24,970"
"You'll have to signfor your father's belongings, Mr. Selvig.","01:10:31,644 "," 01:10:34,521"
What?,"01:10:35,189 "," 01:10:36,356"
"Oh, yeah.","01:10:36,482 "," 01:10:37,816"
"My father, Dr. Erik Selvig.","01:10:37,901 "," 01:10:40,903"
"One man's leather wallet, brown.","01:10:42,614 "," 01:10:44,990"
"One key ring, three keys.","01:10:45,074 "," 01:10:47,534"
Prescription medicine...,"01:10:47,660 "," 01:10:49,578"
Various.,"01:10:50,330 "," 01:10:51,580"
 And... Erik.,"01:10:54,250 "," 01:10:56,001"
 These. Yeah.,"01:10:57,587 "," 01:10:59,004"
Those.,"01:10:59,088 "," 01:11:00,297"
Thank goodness.,"01:11:00,798 "," 01:11:02,090"
Erik.,"01:11:03,760 "," 01:11:04,968"
Yes?,"01:11:06,763 "," 01:11:07,888"
"It's, uh, Darcy.","01:11:08,014 "," 01:11:09,681"
Darcy.,"01:11:09,807 "," 01:11:10,891"
So good to see you.,"01:11:13,102 "," 01:11:14,895"
"Oh, I missed you, too.","01:11:15,021 "," 01:11:16,063"
How did you find me?,"01:11:16,189 "," 01:11:17,606"
You were naked on TV.,"01:11:17,690 "," 01:11:18,941"
"Okay, time to go, lots to do.","01:11:20,318 "," 01:11:22,444"
Getting weird now.,"01:11:24,530 "," 01:11:26,531"
I should not be left in chargeof stuff like this.,"01:11:27,951 "," 01:11:30,077"
"I don't get paid enough.I don't get paid, period.","01:11:30,203 "," 01:11:34,039"
"I'm Ian by the way, uh, Darcy's intern.","01:11:34,123 "," 01:11:37,125"
"Yeah, I don't get paid either.","01:11:37,293 "," 01:11:39,461"
Are you all right?,"01:11:40,338 "," 01:11:41,797"
I've had a god in my brain.,"01:11:41,965 "," 01:11:43,799"
I don't recommend it.,"01:11:45,134 "," 01:11:46,593"
"Dr. Selvig, sir,your gear is beeping at me.","01:11:48,221 "," 01:11:50,514"
It's happening.It's sooner than I calculated.,"01:11:50,598 "," 01:11:52,975"
Wait. What's happening?,"01:11:53,142 "," 01:11:54,768"
Birds?,"01:11:58,064 "," 01:11:59,731"
Birds are happening?,"01:11:59,857 "," 01:12:01,233"
They're starlings.It's called a murmuration.,"01:12:01,317 "," 01:12:03,568"
"My dad, he used to take mebird watching as a kid.","01:12:03,736 "," 01:12:05,904"
 Nerd. Look!,"01:12:06,072 "," 01:12:07,572"
Where did they go?,"01:12:12,161 "," 01:12:14,329"
What the hell was that?,"01:12:27,135 "," 01:12:29,428"
Why are you smiling?,"01:12:29,929 "," 01:12:31,596"
There's nothing more reassuring,"01:12:31,764 "," 01:12:32,973"
than realizing that the worldis crazier than you are.,"01:12:33,057 "," 01:12:36,768"
Take me to Jane's lab.,"01:12:36,853 "," 01:12:39,730"
Jane.,"01:12:52,201 "," 01:12:53,660"
Malekith.,"01:13:00,293 "," 01:13:01,626"
All right. Are you ready?,"01:13:23,900 "," 01:13:25,817"
I am.,"01:13:25,985 "," 01:13:27,235"
"You know, this plan of yoursis going to get us killed.","01:13:40,875 "," 01:13:42,876"
"Yes, possibly.","01:13:43,002 "," 01:13:44,878"
