Line,Strat Time,End Time
"You still don't trust me, brother?","01:13:48,508 "," 01:13:49,716"
Would you?,"01:13:51,344 "," 01:13:52,636"
"No, I wouldn't.","01:14:01,562 "," 01:14:02,771"
Thor!,"01:14:07,568 "," 01:14:09,027"
No!,"01:14:09,862 "," 01:14:11,446"
You really think I cared about Frigga?,"01:14:20,748 "," 01:14:23,208"
About any of you?,"01:14:23,292 "," 01:14:25,001"
All I ever wanted,"01:14:28,005 "," 01:14:29,005"
was you and Odin,"01:14:30,508 "," 01:14:31,550"
dead at my feet!,"01:14:31,676 "," 01:14:32,759"
Malekith!,"01:14:45,398 "," 01:14:46,398"
"I am Loki of Jotunheim,","01:14:48,484 "," 01:14:50,485"
and I bring you a gift.,"01:14:50,653 "," 01:14:52,571"
I ask only one thing in return...,"01:14:54,532 "," 01:14:56,366"
A good seat from which,"01:14:56,450 "," 01:14:58,243"
to watch Asgard burn.,"01:14:58,327 "," 01:14:59,870"
He is an enemy of Asgard.,"01:15:00,496 "," 01:15:02,747"
He was a prisoner in their dungeons.,"01:15:02,832 "," 01:15:05,584"
Look at me.,"01:15:19,807 "," 01:15:20,932"
Loki! Now!,"01:16:18,950 "," 01:16:20,450"
Ah!,"01:17:40,865 "," 01:17:42,073"
Ah!,"01:18:36,295 "," 01:18:37,295"
 Ah! No!,"01:19:34,687 "," 01:19:36,896"
"See you in hell, monster.","01:19:46,157 "," 01:19:48,283"
"No. No, no, no.","01:20:07,136 "," 01:20:08,595"
"Oh, you fool, you didn't listen.","01:20:10,931 "," 01:20:13,183"
I know...,"01:20:13,267 "," 01:20:14,267"
"I'm a fool, I'm a fool.","01:20:15,311 "," 01:20:17,479"
"Stay with me, okay?","01:20:17,563 "," 01:20:18,730"
I'm sorry.,"01:20:18,814 "," 01:20:19,981"
 I'm sorry. I'm sorry. Shh...,"01:20:22,026 "," 01:20:24,235"
It's okay.,"01:20:24,361 "," 01:20:25,653"
It's all right.,"01:20:29,283 "," 01:20:30,783"
I'll tell Father what you did here today.,"01:20:30,910 "," 01:20:34,412"
I didn't do it for him.,"01:20:37,500 "," 01:20:40,418"
No!,"01:20:48,969 "," 01:20:51,346"
He's going to unleash it.,"01:21:45,150 "," 01:21:47,193"
"Not just on Asgard, or on a star.Malekith is going to destroy everything.","01:21:47,319 "," 01:21:52,490"
How?,"01:21:52,616 "," 01:21:53,741"
"Jane, how?","01:21:54,827 "," 01:21:55,994"
I saw him on Earth.Why would he go to Earth?,"01:21:56,120 "," 01:21:59,330"
The Convergence.,"01:21:59,915 "," 01:22:01,291"
"Oh, God.","01:22:01,458 "," 01:22:02,625"
None of this would have happenedif I hadn't found the Aether.,"01:22:02,710 "," 01:22:04,711"
Then Malekithwould've only possessed it,"01:22:05,921 "," 01:22:07,672"
that much sooner.,"01:22:07,798 "," 01:22:09,465"
I only found itbecause I was looking for you.,"01:22:09,550 "," 01:22:12,010"
Jane...,"01:22:12,636 "," 01:22:13,886"
Now we're trapped here.,"01:22:15,514 "," 01:22:17,223"
It's not me.,"01:22:23,772 "," 01:22:24,981"
Hello?,"01:22:26,275 "," 01:22:27,483"
"Hi, Jane, it's Richard.","01:22:27,610 "," 01:22:28,818"
Richard? Where are you?,"01:22:28,986 "," 01:22:30,737"
I'm still at the office.,"01:22:30,863 "," 01:22:32,071"
It's been a crazy day here today.,"01:22:32,197 "," 01:22:34,157"
" Oh, my God, this is amazing. Is it?","01:22:34,241 "," 01:22:36,159"
I quite enjoyed our lunch,"01:22:36,285 "," 01:22:37,493"
despite never actuallyordering anything.,"01:22:37,578 "," 01:22:39,662"
How am I getting service here?,"01:22:39,747 "," 01:22:41,164"
Is this a bad time?Do you want me to try you later?,"01:22:41,248 "," 01:22:43,374"
"No, no, no. Please, whateveryou do, do not hang up the phone.","01:22:43,500 "," 01:22:46,669"
"Okay, then.","01:22:47,546 "," 01:22:48,671"
I was just wonderingif you want to try again.,"01:22:48,756 "," 01:22:51,132"
"Uh, maybe dinner next time.","01:22:51,216 "," 01:22:52,675"
"Uh, yeah, yeah, yeah.","01:22:52,760 "," 01:22:54,385"
" Just stay on the phone, okay? Yeah, I will.","01:22:54,511 "," 01:22:56,763"
"Oh, my God.","01:22:56,889 "," 01:22:58,848"
Am I interrupting something?,"01:23:02,728 "," 01:23:03,811"
"No, no, no. Nothing at all.","01:23:03,896 "," 01:23:05,605"
Come on.,"01:23:05,773 "," 01:23:06,773"
I'm losing you there.Are you in a tunnel?,"01:23:06,857 "," 01:23:07,940"
Where are we going?,"01:23:08,108 "," 01:23:09,525"
Hello?,"01:23:09,610 "," 01:23:10,610"
Why are there so many shoes in here?,"01:23:10,736 "," 01:23:12,570"
I'll just text her.,"01:23:14,156 "," 01:23:15,990"
"So, who's Richard?","01:23:28,295 "," 01:23:29,462"
Really?,"01:23:29,630 "," 01:23:31,089"
 Jane! Hey.,"01:23:39,431 "," 01:23:40,890"
You can't just leave like that.,"01:23:40,974 "," 01:23:42,725"
The whole world is going crazy.,"01:23:42,810 "," 01:23:44,102"
All the stuff we saw is spreading.,"01:23:44,269 "," 01:23:46,104"
 Did you go to a party? Erik?,"01:23:47,606 "," 01:23:49,440"
Jane! How wonderful.,"01:23:49,566 "," 01:23:53,236"
Oh!,"01:23:54,113 "," 01:23:55,154"
 You've been to Asgard. Where are your pants?,"01:23:55,447 "," 01:23:57,281"
"Oh, he, uh...He says it helps him think.","01:23:57,408 "," 01:23:59,158"
"Okay, well, I'm going to needeverything you got on this.","01:23:59,284 "," 01:24:00,868"
"All the work you've been doingon gravimetric anomalies, everything.","01:24:00,953 "," 01:24:03,663"
Okay.,"01:24:03,789 "," 01:24:04,956"
"Are you well, Erik?","01:24:05,040 "," 01:24:07,125"
"Your brother's not coming, is he?","01:24:07,584 "," 01:24:09,085"
Loki is dead.,"01:24:10,087 "," 01:24:11,421"
"Oh, thank God!","01:24:11,505 "," 01:24:12,588"
"I... I meant, I'm so sorry.","01:24:13,757 "," 01:24:15,967"
Thank you.,"01:24:16,093 "," 01:24:17,635"
"Forgive me, my liege.","01:24:41,243 "," 01:24:43,119"
I've returned fromthe Dark World with news.,"01:24:43,954 "," 01:24:46,456"
Thor?,"01:24:48,917 "," 01:24:50,001"
"There was no sign of Thor,or the weapon, but...","01:24:50,669 "," 01:24:55,089"
What?,"01:24:56,925 "," 01:24:58,134"
We found a body.,"01:25:01,096 "," 01:25:02,722"
Loki.,"01:25:07,436 "," 01:25:08,561"
Malekith is going tofire the Aether at a spot,"01:25:12,649 "," 01:25:14,484"
where all the nine worldsare connecting.,"01:25:14,651 "," 01:25:16,569"
Amplifying the weapon's impact.,"01:25:16,695 "," 01:25:19,155"
"For each additional world,","01:25:19,239 "," 01:25:20,656"
the power will increase exponentially.,"01:25:20,783 "," 01:25:22,867"
The effect would be universal.,"01:25:23,160 "," 01:25:26,037"
But the Alignment is only temporary.,"01:25:26,163 "," 01:25:27,789"
He must be inexactly the right place at the right time.,"01:25:27,873 "," 01:25:30,917"
"Well, how do we know where that is?","01:25:31,043 "," 01:25:32,710"
We follow the directions.,"01:25:33,921 "," 01:25:36,339"
This has happened before,"01:25:36,507 "," 01:25:37,757"
"thousands of years ago,and the Ancients were there to see it.","01:25:37,883 "," 01:25:41,219"
"All the great constructions,","01:25:41,887 "," 01:25:43,262"
"the Mayans, the Chinese,the Egyptians.","01:25:44,097 "," 01:25:46,808"
They made use of the gravitationaleffects of the Convergence.,"01:25:46,892 "," 01:25:50,311"
And they left us a map.,"01:25:50,395 "," 01:25:52,480"
"Stonehenge,","01:25:52,564 "," 01:25:53,981"
"Snowdon,","01:25:55,442 "," 01:25:56,484"
the Great Orme.,"01:25:56,568 "," 01:25:57,735"
These are all coordinates taking us...,"01:25:57,820 "," 01:25:59,695"
Here.,"01:26:01,073 "," 01:26:02,073"
Greenwich?,"01:26:04,576 "," 01:26:06,035"
The walls between worldswill be almost nonexistent.,"01:26:06,119 "," 01:26:08,746"
Physics is going to go ballistic.,"01:26:08,914 "," 01:26:10,206"
"Increases and decreases in gravity,","01:26:10,290 "," 01:26:12,124"
spatial extrusions.,"01:26:12,251 "," 01:26:13,709"
The very fabric of realityis going to be torn apart.,"01:26:13,794 "," 01:26:16,420"
I better get my pants.,"01:26:19,675 "," 01:26:21,926"
Focus! This is important.,"01:26:23,512 "," 01:26:24,846"
We have to hammer them inall around the site,"01:26:25,013 "," 01:26:26,472"
and then Jane and Erikwill activate them from the tower.,"01:26:26,598 "," 01:26:28,891"
They're taped together.,"01:26:29,226 "," 01:26:30,685"
Do you even knowwhat these things do?,"01:26:30,894 "," 01:26:33,187"
Uh... No.,"01:26:33,564 "," 01:26:35,189"
Neither do I.,"01:26:35,524 "," 01:26:36,524"
Shh!,"01:26:41,530 "," 01:26:42,613"
" Come on, come on, come on! Right.","01:26:45,325 "," 01:26:47,326"
Holy...,"01:27:00,132 "," 01:27:01,132"
Shit.,"01:27:01,258 "," 01:27:02,258"
Ah!,"01:27:14,771 "," 01:27:15,771"
"You needn't have comeso far, Asgardian.","01:28:20,796 "," 01:28:23,089"
Death would've come to yousoon enough.,"01:28:23,215 "," 01:28:25,424"
Not by your hand.,"01:28:25,550 "," 01:28:27,051"
Your universe was never meant to be.,"01:28:27,135 "," 01:28:29,887"
Your world and your family,"01:28:29,972 "," 01:28:33,057"
will be extinguished!,"01:28:33,141 "," 01:28:35,267"
We're running out of time.,"01:28:37,479 "," 01:28:38,896"
 Almost there. Are you sure this is going to work?,"01:28:39,022 "," 01:28:41,357"
"These devices were madeto detect anomalies, not cause them.","01:28:41,441 "," 01:28:44,026"
"Oh, come on.","01:28:45,070 "," 01:28:46,153"
"Come on, Darcy.","01:28:51,410 "," 01:28:53,536"
"You know, with all that power,","01:29:03,964 "," 01:29:05,923"
I thought you'd hit harder.,"01:29:06,049 "," 01:29:07,550"
Done.,"01:29:32,951 "," 01:29:34,035"
The Convergencewill be in full effect in 7 minutes.,"01:29:40,959 "," 01:29:43,669"
That just means we have tokeep Malekith busy for 8.,"01:29:43,795 "," 01:29:45,963"
"Okay, you might want tohold on to something.","01:29:52,471 "," 01:29:54,346"
That is awesome!,"01:30:00,020 "," 01:30:01,395"
How did you do that?,"01:30:01,480 "," 01:30:02,980"
"Well, the gravitational fields","01:30:03,065 "," 01:30:04,356"
"interact with the weak spotsbetween worlds, creating...","01:30:04,441 "," 01:30:06,734"
"Ooh, get the guy with the sword!","01:30:06,818 "," 01:30:08,235"
 Oops. Let's go.,"01:30:11,656 "," 01:30:13,532"
Um...,"01:30:13,658 "," 01:30:15,076"
What the hell just happened?,"01:30:15,494 "," 01:30:17,161"
Move!,"01:30:17,329 "," 01:30:18,954"
What are you all doing?,"01:30:36,765 "," 01:30:38,057"
"You need to get out of here, now!","01:30:38,183 "," 01:30:39,850"
"You're joking, right?","01:30:39,976 "," 01:30:41,519"
That's Thor out there.,"01:30:41,645 "," 01:30:42,603"
He's waving his hammer aroundand everything!,"01:30:42,687 "," 01:30:44,814"
Ah!,"01:31:43,623 "," 01:31:45,124"
Confirming ship is hostile.,"01:32:03,185 "," 01:32:04,685"
"Confirmed, ship is hostile.","01:32:04,853 "," 01:32:06,729"
You have permission to engage.,"01:32:06,813 "," 01:32:08,230"
Roger.,"01:32:08,315 "," 01:32:09,523"
Missiles locked.,"01:32:09,608 "," 01:32:10,733"
Missiles away.,"01:32:11,568 "," 01:32:13,319"
Missiles off target.,"01:32:14,779 "," 01:32:15,946"
"I repeat, target missed.I'm losing control.","01:32:16,031 "," 01:32:18,741"
Mayday! Mayday! Lost positive control.,"01:32:18,825 "," 01:32:21,619"
What are you doing?,"01:32:23,747 "," 01:32:24,747"
My signal's not connecting.,"01:32:24,831 "," 01:32:26,332"
Jane!,"01:32:28,627 "," 01:32:29,627"
Come on.,"01:32:29,711 "," 01:32:30,794"
Are you all right?,"01:33:13,088 "," 01:33:14,380"
You saved my life.,"01:33:14,547 "," 01:33:15,547"
Yeah.,"01:33:19,177 "," 01:33:20,177"
I guess I did.,"01:33:20,262 "," 01:33:21,553"
Mmm.,"01:33:29,354 "," 01:33:30,354"
Darcy?,"01:33:30,730 "," 01:33:31,730"
Jane!,"01:33:32,065 "," 01:33:33,065"
 Ian! Selvig!,"01:33:33,149 "," 01:33:35,484"
Mew mew!,"01:33:36,027 "," 01:33:37,194"
Mind the gap.,"01:33:40,824 "," 01:33:42,700"
How do I get to Greenwich?,"01:33:44,953 "," 01:33:45,953"
Take this train. 3 stops.,"01:33:47,038 "," 01:33:49,039"
Mind the gap.,"01:33:51,126 "," 01:33:53,627"
Sorry. Sorry.,"01:33:55,547 "," 01:33:57,506"
 We're out of time. Jane.,"01:34:35,003 "," 01:34:36,670"
Jane!,"01:34:37,797 "," 01:34:38,922"
Thor!,"01:35:04,866 "," 01:35:06,283"
We're too late.,"01:35:07,285 "," 01:35:08,327"
The Convergence is at its peak.,"01:35:09,704 "," 01:35:11,789"
Can those things stop him?,"01:35:12,665 "," 01:35:13,791"
Not from here.,"01:35:13,917 "," 01:35:15,000"
We can't get close enough.,"01:35:15,168 "," 01:35:17,961"
I can.,"01:35:19,005 "," 01:35:20,255"
Malekith!,"01:35:45,573 "," 01:35:46,573"
"Darkness returns, Asgardian.","01:35:53,957 "," 01:35:57,209"
Have you cometo witness the end of your universe?,"01:35:57,335 "," 01:36:00,629"
I've come to accept your surrender.,"01:36:00,713 "," 01:36:02,756"
You think you can stop this?,"01:36:22,318 "," 01:36:24,403"
The Aether cannot be destroyed.,"01:36:25,113 "," 01:36:27,906"
But you can.,"01:36:28,032 "," 01:36:29,700"
Thor! No.,"01:37:15,246 "," 01:37:17,247"
Jane!,"01:37:27,592 "," 01:37:28,634"
Ah!,"01:37:50,198 "," 01:37:51,198"
Everybody okay?,"01:37:59,332 "," 01:38:00,916"
He's gonna come back.,"01:38:45,503 "," 01:38:47,421"
"Except, you know,","01:38:49,924 "," 01:38:51,800"
"last time he was gone for,like, 2 years.","01:38:51,926 "," 01:38:54,094"
"Well, it's only been 2 days, so...","01:38:54,178 "," 01:38:56,096"
Did he say anything before he left?,"01:38:58,016 "," 01:38:59,850"
"Yeah, he had to figuresome stuff out with his father.","01:38:59,976 "," 01:39:02,144"
He kinda committed treason...On our way out.,"01:39:02,228 "," 01:39:06,356"
Oh.,"01:39:11,195 "," 01:39:12,237"
You once said therewould never be a wiser king than me.,"01:39:14,866 "," 01:39:19,536"
You were wrong.,"01:39:19,704 "," 01:39:20,704"
The Alignment has broughtall the realms together.,"01:39:21,289 "," 01:39:25,167"
Every one of themsaw you offer your life to save them.,"01:39:25,251 "," 01:39:28,378"
What can Asgard offerits new king in return?,"01:39:29,047 "," 01:39:33,467"
My life.,"01:39:34,636 "," 01:39:36,511"
"Father, I cannot be king of Asgard.","01:39:37,639 "," 01:39:40,349"
"I will protect Asgard and all the realmswith my last and every breath,","01:39:40,433 "," 01:39:45,228"
but I cannot do so from that chair.,"01:39:45,355 "," 01:39:47,606"
"Loki, for all his grave imbalance,understood rule as I know I never will.","01:39:47,732 "," 01:39:51,860"
"The brutality, the sacrifice...","01:39:52,862 "," 01:39:55,530"
It changes you.,"01:39:55,698 "," 01:39:57,157"
I'd rather be a good manthan a great king.,"01:39:57,241 "," 01:40:00,661"
"Is this my son I hear,or the woman he loves?","01:40:01,245 "," 01:40:06,041"
"When you speak,do I never hear Mother's voice?","01:40:06,125 "," 01:40:08,669"
"This is not for Jane, Father.","01:40:10,672 "," 01:40:13,215"
She does not knowwhat I came here to say.,"01:40:13,299 "," 01:40:15,717"
"Now, forbid me to see her,or say she can rule at my side.","01:40:15,802 "," 01:40:19,137"
It changes nothing.,"01:40:19,263 "," 01:40:20,597"
"One sonwho wanted the throne too much,","01:40:21,182 "," 01:40:24,518"
another who will not take it.,"01:40:25,436 "," 01:40:27,562"
Is this my legacy?,"01:40:28,106 "," 01:40:29,856"
Loki died with honor.,"01:40:30,024 "," 01:40:31,608"
I shall try to live the same.,"01:40:32,568 "," 01:40:33,944"
Is that not legacy enough?,"01:40:34,028 "," 01:40:35,445"
It belongs to you.,"01:40:46,457 "," 01:40:48,792"
If you are worthy of it.,"01:40:49,544 "," 01:40:51,294"
I shall try to be.,"01:40:51,379 "," 01:40:53,880"
"I cannot give you my blessing,nor can I wish you good fortune.","01:40:55,299 "," 01:41:00,011"
I know.,"01:41:00,972 "," 01:41:02,639"
"If I were proud ofthe man my son had become,","01:41:05,476 "," 01:41:08,812"
"even that, I could not say.","01:41:09,313 "," 01:41:11,648"
It would speak only from my heart.,"01:41:14,152 "," 01:41:17,779"
"Go,","01:41:19,157 "," 01:41:20,574"
my son.,"01:41:21,659 "," 01:41:23,160"
"Thank you, Father.","01:41:25,288 "," 01:41:26,538"
No.,"01:41:42,138 "," 01:41:43,180"
Thank you.,"01:41:44,515 "," 01:41:46,183"
"I present to you,","01:44:04,196 "," 01:44:06,615"
"Taneleer Tivan, the Collector.","01:44:07,325 "," 01:44:10,827"
Whoa...,"01:44:12,330 "," 01:44:13,496"
"Asgardians, it's an honor.","01:44:16,584 "," 01:44:21,129"
You know why we're here.,"01:44:24,842 "," 01:44:26,927"
Of course.,"01:44:30,640 "," 01:44:32,557"
"But, if I may ask,","01:44:33,392 "," 01:44:35,644"
why not keep it securein your own vault?,"01:44:35,811 "," 01:44:39,689"
The Tesseract is already on Asgard.,"01:44:39,815 "," 01:44:42,734"
It is not wise to keep2 Infinity Stones so close together.,"01:44:42,860 "," 01:44:46,404"
That's very wise.,"01:44:47,031 "," 01:44:49,532"
"I can assure you,","01:44:59,377 "," 01:45:00,752"
"it will be absolutely safe here,","01:45:02,004 "," 01:45:07,217"
in my collection.,"01:45:09,428 "," 01:45:11,930"
See that it is.,"01:45:13,099 "," 01:45:15,517"
2 down.,"01:45:34,078 "," 01:45:36,579"
5 to go.,"01:45:38,082 "," 01:45:40,583"
